beneficiary_id,query_country_code,query_country,query_type,query_state,query_region,query_county,query_city,query_postal_code,query_address,result_country,result_region,result_county,result_city,result_postal_code,result_street,result_number,result_full_address,result_lat,result_long,geocoded,lau
powersoft computer solutions ltd,CY,Cyprus,project,,,,,,,Cyprus,Nicosia,,Nicosia,1046,,,"Powersoft Tower, LARNAKOS 39-41,4TH FLOOR, Nicosia 1046, Cyprus",35.17078619999999,33.3760443,True,1000
tria kappa services ltd,CY,Cyprus,project,,,,,,,Cyprus,Lefkoşa kazası,,Lefkoşa,,,,"12-14 Agiou Demetriou Street,1035 Palouriotissa, Lefkoşa, Cyprus",35.1725168,33.3739911,True,1000
tryphonas haralambous insurance consultant ltd / αννα γεωργιου,CY,Cyprus,project,,,,,,,Cyprus,Nicosia,,Nicosia,1076,Γεωργιου Σεφερη,,"7-9 Κατ. 1, Γεωργιου Σεφερη, Nicosia 1076, Cyprus",35.160924,33.36567900000001,True,1000
tserkezos savvides associates ltd,CY,Cyprus,project,,,,,,,Cyprus,Nicosia,,Nicosia,,Dimostheni Severi,6,"Dimostheni Severi 6, Nicosia, Cyprus",35.1629839,33.353864,True,1000
upscale catering services limited,CY,Cyprus,project,,,,,,,Cyprus,,,Nicosia,1066,,,"16 Themistokli Dervi, Nicosia 1066, Cyprus",35.166673,33.35775,True,1000
theodoros ioannides ltd,CY,Cyprus,project,,,,,,,Cyprus,Nicosia,,Nicosia,,,,"Nicosia, Cyprus",35.17065799999999,33.3719333,True,1000
the e.d. advance institute ltd,CY,Cyprus,project,,,,,,,Cyprus,Nicosia,,Nicosia,1061,Klimentos,33,"Klimentos 33, Nicosia 1061, Cyprus",35.16622419999999,33.3678474,True,1000
tc sqare ltd,CY,Cyprus,project,,,,,,,Cyprus,Nicosia,,Nicosia,,Niovis,,"Niovis, Nicosia, Cyprus",35.1589421,33.3579254,True,1000
pahit - ice ltd,CY,Cyprus,project,,,,,,,Cyprus,,,Nicosia,,Ledras,120,"Ledras 120, Nicosia, Cyprus",35.1729766,33.3612943,True,1000
othon press ltd,CY,Cyprus,project,,,,,,,Cyprus,,,Nicosia,1016,,,"Othonos 10, Nicosia 1016, Cyprus",35.171669,33.368325,True,1000
new york sweets ltd,CY,Cyprus,project,,,,,,,Cyprus,Nicosia,,Nicosia,1086,Nikis,,"Nikis, Nicosia 1086, Cyprus",35.1603532,33.3582583,True,1000
n & g pest control services ltd,CY,Cyprus,project,,,,,,,Cyprus,Lefkoşa kazası,,Kıbrıs,1055,,,"Lykavitos, Kallipoleos, 1C Klisovas, Nicosia 1055, Kıbrıs 1055, Cyprus",35.16767400000001,33.371238,True,1000
marketway ltd,CY,Cyprus,project,,,,,,,Cyprus,Lefkoşa kazası,,Lefkoşa,,Καρπενησίου,,"20, Καρπενησίου, Lefkoşa, Cyprus",35.1592162,33.3681849,True,1000
mantzouranos comμercial centre printing ltd,CY,Cyprus,project,,,,,,,Cyprus,Nicosia,,Nicosia,1026,,,"6 Charalambos Pilakouta Str., Nicosia 1026, Cyprus",35.18053399999999,33.377517,True,1000
f.g.y accountants and business consultants ltd/,CY,Cyprus,project,,,,,,,Cyprus,,,Nicosia,1107,Ayiou Pavlou,61,"Ayiou Pavlou 61, Nicosia 1107, Cyprus",35.1770355,33.3386964,True,1000
cyprus tyres online c.t.o. ltd,CY,Cyprus,project,,,,,,,Cyprus,Nicosia,,Nicosia,1037,Kantaras,,"57, Kantaras, Nicosia 1037, Cyprus",35.1840848,33.3889727,True,1000
chr. papamichael salon des fleurs ltd,CY,Cyprus,project,,,,,,,Cyprus,Nicosia,,Nicosia,1082,Georgiou Griva Digeni,37,"Georgiou Griva Digeni 37, Nicosia 1082, Cyprus",35.163538,33.355096,True,1000
chef nouveau catering ltd/,CY,Cyprus,project,,,,,,,Cyprus,Nicosia,,Nicosia,,Pindarou,6A,"Pindarou 6A, Nicosia, Cyprus",35.1686515,33.3694268,True,1000
c.a. china spice (bamboo) ltd,CY,Cyprus,project,,,,,,,Cyprus,Nicosia,,Nicosia,1060,,,"Pindarou 26, Nicosia 1060, Cyprus",35.166727,33.36659,True,1000
accustat accountancy ltd,CY,Cyprus,project,,,,,,,Cyprus,Nicosia,,Nicosia,,Lordou Vyronos,,"Lordou Vyronos, Nicosia, Cyprus",35.1676516,33.3534501,True,1000
aai scientific & cultural services ltd,CY,Cyprus,project,,,,,,,Cyprus,,,Nicosia,1065,Archiepiskopou Makariou III,33,"Office 501, Galaxias Centre, Block A, Archiepiskopou Makariou III 33, Nicosia 1065, Cyprus",35.16639959999999,33.3622415,True,1000
leoroof ltd,CY,Cyprus,project,,,,,,,Cyprus,Nicosia,,Nicosia,1075,Spyrou Kyprianou,14B-C,"Spyrou Kyprianou 14B-C, Nicosia 1075, Cyprus",35.1634565,33.3608176,True,1000
h.s.data ltd,CY,Cyprus,project,,,,,,,Cyprus,Lefkoşa,,Lefkoşa,1511,13. Sokak,13,"13. Sk 13, Lefkoşa 1511, Cyprus",35.1552755,33.35949180000001,True,1000
gnosysoft ltd,CY,Cyprus,project,,,,,,,Cyprus,,,Nicosia,,Klearchou,,"Klearchou, Nicosia, Cyprus",35.17344439999999,33.3700839,True,1000
geo pavlides & araouzos,CY,Cyprus,project,,,,,,,Cyprus,Nicosia,,Nicosia,,,,"Riverside, Nicosia, Cyprus",35.18127629999999,33.3931438,True,1000
a & ch. andreou (alonefties) contactors & dev ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,True,
a & g neophytou rent a car ltd / χρυσοβαλαντω νεοφυτου,CY,Cyprus,project,,,,,,,,,,,,,,,,,True,
a.m.p. film works ltd,CY,Cyprus,project,,,,,,,Cyprus,,,Nicosia,,Ayias Elenis,,"4, Ayias Elenis, Nicosia, Cyprus",35.16825679999999,33.36303239999999,True,1000
g.a. plastic surgery limited,CY,Cyprus,project,,,,,,,Cyprus,Nicosia,,Nicosia,1061,,,"38 Klimentos St., Nicosia 1061, Cyprus",35.165661,33.36695,True,1000
g/ro,CY,Cyprus,project,,,,,,,United States,California,Los Angeles County,El Segundo,90245,Sheldon Street,131,"131 Sheldon St, El Segundo, CA 90245, USA",33.9173221,-118.4114726,True,
geo lab ltd,CY,Cyprus,project,,,,,,,Cyprus,Nicosia,,Nicosia,,Ifigeneias,31,"Ifigeneias 31, Nicosia, Cyprus",35.1525267,33.3636153,True,1012
gml services lt,CY,Cyprus,project,,,,,,,United Kingdom,England,Dorset,,SP7 8GJ,,,"3 Mead Way, Shaftesbury SP7 8GJ, UK",51.004276,-2.17993,True,
h.h. furnishings ltd,CY,Cyprus,project,,,,,,,Cyprus,Nicosia,,Paphos,,Propyleon,,"Cyprus, Paphos, Propyleon, 42 2091",35.125232,33.36286799999999,True,1012
hmi & partners chartered accountants ltd,CY,Cyprus,project,,,,,,,Cyprus,,,Nicosia,1066,Menandrou,4-12,"Menandrou 4-12, Nicosia 1066, Cyprus",35.1664533,33.3573567,True,1000
hyperion systems engineering public ltd,CY,Cyprus,project,,,,,,,Cyprus,Nicosia,,Strovolos,,E902,,"E902, Strovolos, Cyprus",35.1489387,33.3461881,True,1012
iakovos photiades foodstuff suppliers ltd / magdalena stasinska-kamenou,CY,Cyprus,project,,,,,,,,,,,,,,,,,True,
iσιωματα - πογιατισματα αυτοκινητων σταυροσ κ. τσιαντη λτδ/,CY,Cyprus,project,,,,,,,,,,,,,,,,,True,
k & k steel works ltd,CY,Cyprus,project,,,,,,,Australia,Victoria,Mornington Peninsula Shire,Hastings,3915,Frankston - Flinders Road,2145,"2145 Frankston - Flinders Rd, Hastings VIC 3915, Australia",-38.312841,145.1846059,True,
lifestyle health & beauty studio ltd / μιχαλινα εγγλεζου,CY,Cyprus,project,,,,,,,,,,,,,,,,,True,
m & g auto body repair ltd,CY,Cyprus,project,,,,,,,United States,California,Los Angeles County,Azusa,91702,East Arrow Highway,791,"791 E Arrow Hwy, Azusa, CA 91702, USA",34.10719349999999,-117.8931772,True,
m. a. europress limited / χριστιανα χατζηστυλλη,CY,Cyprus,project,,,,,,,,,,,,,,,,,True,
achilleos & stavrides ikodomiki ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,True,
act financial insurance agency & consultants limited / διονυσια σουλλα χριστοφορου,CY,Cyprus,project,,,,,,,,,,,,,,,,,True,
an top dry-cleaners and laundry ltd/,CY,Cyprus,project,,,,,,,,,,,,,,,,,True,
andreas tsappas epilploxyl ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,True,
andri gavrielidou ltd / ειρηνη ιωσηφ,CY,Cyprus,project,,,,,,,,,,,,,,,,,True,
aναστασια βαρνακιδου,CY,Cyprus,project,,,,,,,,,,,,,,,,,True,
beyond motion ltd,CY,Cyprus,project,,,,,,,United States,Florida,Collier County,Naples,34110,Tamiami Trail North,11985,"11985 Tamiami Trail N # A, Naples, FL 34110, USA",26.280312,-81.8024729,True,
bizserve consultants ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,True,
c & s enterprices ltd,CY,Cyprus,project,,,,,,,Canada,Ontario,Prescott and Russell United Counties,Hawkesbury,K6A 1A1,Main Street East,129,"129 Main St E, Hawkesbury, ON K6A 1A1, Canada",45.6097602,-74.6108611,True,
c. a. china spice (bamboo) ltd / γηθα (χριστινα) καριγιαππελουμα,CY,Cyprus,project,,,,,,,,,,,,,,,,,True,
c.t. (nickname) graphics ltd/,CY,Cyprus,project,,,,,,,United States,Connecticut,Hartford County,Newington,06111,Progress Circle,16,"16 Progress Cir, Newington, CT 06111, USA",41.6554822,-72.7369622,True,
chr. chrysanthou & son ltd,CY,Cyprus,project,,,,,,,Cyprus,Nicosia,,Nicosia,1065,Stasikratous,37,"Stasikratous 37, Nicosia 1065, Cyprus",35.1654162,33.362168,True,1000
chrysostomos marangos bakeries ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,True,
comulti printforms limited / σεβαστη σεργιου,CY,Cyprus,project,,,,,,,,,,,,,,,,,True,
γεωργια λιοπετριτη,CY,Cyprus,project,,,,,,,Cyprus,Paphos,,Paphos,,Neofytou Nicolaide,,"Neofytou Nicolaide, Paphos, Cyprus",34.774338,32.428317,True,6000
οδοντιατρειο σταυροσ κελογρηγορησ λιμιτεδ,CY,Cyprus,project,,,,,,,Cyprus,Paphos,,Paphos,,Vasileos Constantinou XIII,,"36, Vasileos Constantinou XIII, Paphos, Cyprus",34.7831817,32.43084330000001,True,6000
p. ioannou constructions ltd,CY,Cyprus,project,,,,,,,Cyprus,Paphos,,Paphos,,Agias Aikaterinis,,"Ελευθερίου Βενιζέλου 69, Agias Aikaterinis, Paphos, Cyprus",34.7825427,32.4392742,True,6000
s.y. diagnosis laboratory center limited,CY,Cyprus,project,,,,,,,Cyprus,Paphos,,Paphos,,Vasileos Constantinou XIII,,"Vasileos Constantinou XIII, Paphos, Cyprus",34.783236,32.430801,True,6000
thanos holiday hotels ltd/anabelle hotel,CY,Cyprus,project,,,,,,,Cyprus,Paphos,,Paphos,,Poseidonos Avenue,,"Poseidonos Ave, Paphos, Cyprus",34.7553117,32.4174519,True,6000
ελινα ιωαννου,CY,Cyprus,project,,,,,,,Cyprus,Paphos,,Paphos,8020,,,"4, Hellados Ave., 1st floor, Paphos 8020, Cyprus",34.781356,32.42631099999999,True,6000
vigour personal training limited,CY,Cyprus,project,,,,,,,Cyprus,Paphos,,Paphos,,Anexartisias,,"Anexartisias, Paphos, Cyprus",34.773937,32.438539,True,6000
trueyes optical gallery ltd/,CY,Cyprus,project,,,,,,,Cyprus,Paphos,,Paphos,8010,,,"72 Thermopylon, Paphos 8010, Cyprus",34.780037,32.42148100000001,True,6000
theonic shoe repairs ltd,CY,Cyprus,project,,,,,,,Cyprus,Paphos,,Paphos,8047,,,"Ιωάννη Αγρότη 11, Paphos 8047, Cyprus",34.774582,32.421659,True,6000
thanos holiday hotels ltd/almyra hotel,CY,Cyprus,project,,,,,,,Cyprus,Paphos,,Paphos,,Poseidonos Avenue,12,"Poseidonos Ave 12, Paphos, Cyprus",34.754573,32.418889,True,6000
pa . charalambous trading co limited,CY,Cyprus,project,,,,,,,Cyprus,Paphos,,Paphos,8049,,,"12 Pentadaktylou, Paphos 8049, Cyprus",34.76281030000001,32.4196158,True,6000
mitas generators ltd,CY,Cyprus,project,,,,,,,Cyprus,Paphos,,Paphos,8063,Hellados Avenue,26,"Hellados Ave 26, Paphos 8063, Cyprus",34.782884,32.42867100000001,True,6000
e and p energy fitness gym ltd,CY,Cyprus,project,,,,,,,Cyprus,Paphos,,Paphos,,Democracy Avenue,,"Democracy Ave, Paphos, Cyprus",34.7771656,32.443337,True,6000
dream pink ltd,CY,Cyprus,project,,,,,,,Cyprus,Paphos,,Paphos,8011,Νεοφύτου Νικολαίδη,16,"Νεοφύτου Νικολαίδη 16, Paphos 8011, Cyprus",34.7736069,32.4290169,True,6000
c.t.c automotive ltd,CY,Cyprus,project,,,,,,,Cyprus,Paphos,,Paphos,8028,Dimokratias Avenue,4,"Dimokratias Ave 4, Paphos 8028, Cyprus",34.7727675,32.44299709999999,True,6000
bionic electronics ht ltd,CY,Cyprus,project,,,,,,,Cyprus,Paphos,,Paphos,8020,Hellados Avenue,52,"Hellados Ave 52, Paphos 8020, Cyprus",34.784479,32.4310076,True,6000
anemi developers,CY,Cyprus,project,,,,,,,Cyprus,Baf,,Baf,,,,"Kikeron Street, Baf, Cyprus",34.7562122,32.41963870000001,True,6000
andrelia paphos ltd,CY,Cyprus,project,,,,,,,Cyprus,Paphos,,Paphos,8015,,,"Andrea Christodoulou 7b, Paphos 8015, Cyprus",34.776044,32.41718,True,6000
e.p. platres chocolate workshop ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Pano Platres,,Olympou,1,"Olympou 1, Pano Platres, Cyprus",34.8888796,32.86470169999999,True,5351
k.e. sweets limited/,CY,Cyprus,project,,,,,,,Cyprus,Limasol,,,,B8,,"B8, Cyprus",34.8166484,32.91595109999999,True,5311
d.c alassia paintland ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Alassa,,Alassia Paintland,,"Alassia Paintland, Alassa, Cyprus",34.764743,32.91881559999999,True,5302
columbia hotels & resorts ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Pissouri,3779,,,"P.O.Box 54042, Pissouri Bay, Pissouri 3779, Cyprus",34.6501476,32.72061900000001,True,5227
cynthiana beach hotel,CY,Cyprus,project,,,,,,,Cyprus,,,Kissonerga,,,,"Kissonerga, Cyprus",34.82421399999999,32.388028,True,6027
takis & christakis garage ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Episkopi,4620,15th Road,23,"15th Road 23, Episkopi 4620, Cyprus",34.669963,32.90852400000001,True,5212
i.i. your trainer gym limited,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Erimi,4630,,,"1st Apriliou, Erimi 4630, Cyprus",34.674251,32.921396,True,5211
x-treme bikes,CY,Cyprus,project,,,,,,,Cyprus,Limasol,,Kolossi,,Λεωφόρος Αποστόλου Λουκά,,"59A 4632, Λεωφ. Αποστόλου Λουκά, Kolossi, Cyprus",34.6740394,32.9403084,True,5210
σωκρατησ σωκρατουσ,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Kolossi,,Σωκράτης Σωκράτους,,"Σωκράτης Σωκράτους, Kolossi, Cyprus",34.66807910000001,32.9324359,True,5210
skyramix ltd,CY,Cyprus,project,,,,,,,Cyprus,Limasol,,Μοναγρούλλι,,,,"monagrouli, Μοναγρούλλι, Cyprus",34.7750321,33.2152426,True,5131
propertylink estate agents ltd / ιουλια κωνσταντινιδου,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Pyrgos,,B1,1,"Marina Gardens 17, Amathunta Avenue, B1 1, Pyrgos, Cyprus",34.7142867,33.1666356,True,5129
cubix minds events ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Limassol,4533,,,"202 Amathus Avenue, Marina Gardens, Shop 12, Limassol 4533, Cyprus",34.714366,33.166434,True,5129
marine and environmental research (mer) lab ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Pyrgos,,,,"202 Amathountos Avenue, Marina Gardens Block B, Offices 13-14, Pareklishia, 4533 Limassol, Cyprus, Pyrgos, Cyprus",34.7142417,33.1666054,True,5129
st. raphael resort,CY,Cyprus,project,,,,,,,Cyprus,Limasol,,Pyrgos,4520,,,"502 Amathountos Avenue, Pyrgos 4520, Cyprus",34.712884,33.167392,True,5129
propertylink estate agents ltd / παρασκευη παναγη,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Pyrgos,,B1,1,"Marina Gardens 17, Amathunta Avenue, B1 1, Pyrgos, Cyprus",34.7142867,33.1666356,True,5129
παύλος ζηνωνος & υιοι λτδ,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Monagroulli,,,,"Monagrouli Industrial Area, Monagroulli, Cyprus",34.74080670000001,33.2282468,True,5127
p. t. hadjigeorgiou & co ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Pentakomo,,,,"80 Kyrenias street, Monagrouli, industrial area, 4524, Limassol Cyprus, Pentakomo, Cyprus",34.7461527,33.2294905,True,5126
p.t. hadjigeorgiou & co ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Pentakomo,,,,"80 Kyrenias street, Monagrouli, industrial area, 4524, Limassol Cyprus, Pentakomo, Cyprus",34.7461527,33.2294905,True,5126
sapiens pharmaceuticals ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Pentakomo,,,,"80 Kyrenias street,Monagrouli, Industrial Area, 4524 – Limassol, Cyprus, Pentakomo, Cyprus",34.7460205,33.22978020000001,True,5126
hawaii hotels ltd/grand resort,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Pareklisia,4533,Amathountos,127,"Amathountos 127, Pareklisia 4533, Cyprus",34.71361189999999,33.1626284,True,5125
d. dioisioy team hair saloon ltd/,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Limassol,4533,,,"Shop 7, Agion Saranta, Parekklisia, Limassol 4533, Cyprus",34.714711,33.16200799999999,True,5125
moxye hair studio limited,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Limassol,4533,,,"Shop 7, Agion Saranta, Parekklisia, Limassol 4533, Cyprus",34.714711,33.16200799999999,True,5125
l.nemitsas ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Limassol,,Isxiron,,"8, Kato Polemidia CY 4151, Isxiron, Limassol, Cyprus",34.679388,32.994636,True,5022
sigma bakeries ltd,CY,Cyprus,project,,,,,,,Cyprus,Larnaka,,Larnaka,,Λεωφόρος Νίκου και Δέσποινας Παττίχη,,"123,, Λεωφόρος Νίκου και Δέσποινας Παττίχη, Larnaka, Cyprus",34.6929958,33.0148728,True,5022
nk musicnart private institute ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Kato Polemidia,4153,Neofitou Douka,,"13, Neofitou Douka, Kato Polemidia 4153, Cyprus",34.67914,33.00835000000001,True,5022
f.t.pc experts ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Limassol,,,,"Ευγενείου Βουλγάρεως 14 Κάτω Πολεμίδια, Limassol, Cyprus",34.6785349,33.0074304,True,5022
blue pharmacies public ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Limassol,3070,B8,97,"B8 97, Limassol 3070, Cyprus",34.691151,33.016704,True,5022
a.p. autobath car wash ltd/,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Kato Polemidia,,,,"Χριστου Λεβαντα 2 4151 Λεμεσσος, Kato Polemidia, Cyprus",34.6851064,32.9787701,True,5021
engino.net ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Ypsonas,,,,"Stavrovouniou 2, Ypsonas, Cyprus",34.73360259999999,32.94523,True,5021
victoria trading ltd,CY,Cyprus,project,,,,,,,Cyprus,Limasol,,Binatlı,,,,"Alexandrias 1, agios silas, Binatlı, Cyprus",34.7262783,32.9465292,True,5021
n.t. theodorou metal - plastics ltd,CY,Cyprus,project,,,,,,,Cyprus,Λεμεσός,,Λεμεσός,4180,Spyrou Kyprianou street,5,"Spyrou Kyprianou street 5, Limassol 4180, Cyprus",34.7257666,32.94419180000001,True,5021
s.g. massif wooden doors & windows ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Ypsonas,,March 25 Road,,"March 25 Rd, Ypsonas, Cyprus",34.7016478,32.9541819,True,5021
αrtwood furnitures & decoration ltd,CY,Cyprus,project,,,,,,,Cyprus,,,Kato Polemidia,,Fidippidou,,"Fidippidou, Kato Polemidia, Cyprus",34.6811101,32.9872294,True,5021
trimco mouldings ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Ypsonas,,,,"Ypsonas, Cyprus",34.7332951,32.9426377,True,5021
trapezaris construction ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Kato Polemidia,,,,"48 Iakovou Katsounotou Limassol Kato Polemidia CY 4193, Kato Polemidia, Cyprus",34.7396489,32.9418618,True,5021
elias galiounas & sons ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Kato Polemidia,,,,"Kato Polemidia, Cyprus",34.6841406,32.9817249,True,5021
karnic powerboats ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Limassol,4193,,,"16 Alpeon Street, Limassol 4193, Cyprus",34.7036424,32.9559958,True,5021
asbis kypros ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Germasogeia,,Spyrou Kyprianou,26,"Spyrou Kyprianou 26 Germasogeia CY 4040, Spyrou Kyprianou 26, Germasogeia, Cyprus",34.7009512,33.0769322,True,5013
capvalue property consultants ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Limassol,4045,,,"3, Psaron Street - Dynamo Court 104, Limassol 4045, Cyprus",34.7203087,33.0862632,True,5013
asbisc enterprises plc,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Limassol,4043,,,"Kolonakiou 43, Agios Athanasios, Limassol 4043, Cyprus",34.699808,33.074784,True,5013
3d electronics services ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Limassol,3317,,,"Kantaras, Agios Athanasios, Cyprus, Limassol 3317, Cyprus",34.697429,33.064578,True,5012
k. papasavvas furnishings ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Limassol,4101,,,"Dionos K. Riga, Agios Athanasios, Cyprus, Limassol 4101, Cyprus",34.706012,33.071596,True,5012
c. kynigopoulos ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Agios Athanasios,,,,"Iapetou 8, Agios Athanasios, Cyprus",34.7046246,33.063349,True,5012
chr.kontos enterprises ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Agios Athanasios,,Michael Irakleous,,"Michael Irakleous, Agios Athanasios, Cyprus",34.7077191,33.0731345,True,5012
elysse αρδεύσεις λτδ,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Limassol,4101,,,"3 Iapetou, Agios Athanasios Industrial Zone, Limassol 4101, Cyprus",34.7049446,33.06442929999999,True,5012
evpalia trading co. ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Agios Athanasios,4101,Iapetou,28,"Iapetou 28, Agios Athanasios 4101, Cyprus",34.7046907,33.0690392,True,5012
nidemark ltd,CY,Cyprus,project,,,,,,,Cyprus,Limasol,,Άγιος Αθανάσιος,,Κουτσοβέντη,,"18, Κουτσοβέντη, Αγ. Αθανάσιος, Cyprus",34.7064757,33.06694729999999,True,5012
omnitouch cyprus ltd / σοφια γεωργιου,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Agios Athanasios,4101,Iapetou,38,"Iapetou 38, Agios Athanasios 4101, Cyprus",34.7052023,33.0714118,True,5012
omnitouch cyprus ltd / κουλλα παπαμιχαηλ,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Agios Athanasios,4101,Iapetou,38,"Iapetou 38, Agios Athanasios 4101, Cyprus",34.7052023,33.0714118,True,5012
omnitouch cyprus ltd / κυριακουλλα νεοφυτου,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Agios Athanasios,4101,Iapetou,38,"Iapetou 38, Agios Athanasios 4101, Cyprus",34.7052023,33.0714118,True,5012
red cube furniture ltd,CY,Cyprus,project,,,,,,,Cyprus,Limasol,,"Limassol, Cyprus",4101,,,"Michael Irakleous 6, Agios Athanasios, Limassol, Cyprus 4101, Cyprus",34.70680089999999,33.0741692,True,5012
τακησ κ. μαραγκοσ & υιοι λτδ,CY,Cyprus,project,,,,,,,Cyprus,Limasol,,Άγιος Αθανάσιος,,,,"Iapetou, Αγ. Αθανάσιος, Cyprus",34.7046443,33.0661352,True,5012
ε. πυργα λτδ,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Agios Athanasios,,Alkidamou,,"Alkidamou, Agios Athanasios, Cyprus",34.706029,33.061495,True,5012
sec status education centre ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Agios Athanasios,,Michael Zavou,71,"Michael Zavou 71, Agios Athanasios, Cyprus",34.7089295,33.0701999,True,5012
omnitouch cyprus ltd / μαριλενα κεσσαρεα,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Agios Athanasios,4101,Iapetou,38,"Iapetou 38, Agios Athanasios 4101, Cyprus",34.7052023,33.0714118,True,5012
omnitouch cyprus ltd / ευτυχια σωτηριου,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Agios Athanasios,4101,Iapetou,38,"Iapetou 38, Agios Athanasios 4101, Cyprus",34.7052023,33.0714118,True,5012
omnitouch cyprus ltd / καλυψω αριστειδου,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Agios Athanasios,4101,Iapetou,38,"Iapetou 38, Agios Athanasios 4101, Cyprus",34.7052023,33.0714118,True,5012
omnitouch cyprus ltd / ελενα λογκρα,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Agios Athanasios,4101,Iapetou,38,"Iapetou 38, Agios Athanasios 4101, Cyprus",34.7052023,33.0714118,True,5012
omnitouch cyprus ltd / νικη τσιουλλου,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Agios Athanasios,4101,Iapetou,38,"Iapetou 38, Agios Athanasios 4101, Cyprus",34.7052023,33.0714118,True,5012
faraton furnishing ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Limassol,4101,,,"Dionos K. Riga, Agios Athanasios, Cyprus, Limassol 4101, Cyprus",34.706012,33.071596,True,5012
enercord ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Agios Athanasios,,,,"Agios Athanasios, Cyprus",34.7094775,33.0501926,True,5012
signalgenerix ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Limassol,4003,,,"Grigori Afxentiou 23c, Mesa Geitonia, Limassol, Cyprus, Limassol 4003, Cyprus",34.698691,33.047543,True,5011
e.k. be young limited,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Mesa Geitonia,,Spyrou Kyprianou Avenue,,"Spyrou Kyprianou Ave, Mesa Geitonia, Cyprus",34.69825689999999,33.0436637,True,5011
gevorest sleep designs ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Limassol,,Pafou,6,"Pafou 6, Limassol, Cyprus",34.67401,33.0169543,True,5000
i. k. print direct ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Limassol,,Laiou,,"Laiou, Limassol, Cyprus",34.6729793,33.0178277,True,5000
infoscreen (cyprus) ltd,CY,Cyprus,project,,,,,,,Cyprus,Limassol,,Limassol,3083,Agias Filaxeos,166,"Sophia Court, 3rd Floor, Agias Filaxeos 166, Limassol 3083, Cyprus",34.6952753,33.0343153,True,5000
