project_id,project_description,beneficiary,total_amount,eu_cofinancing_amount,member_state_amount,paid_eu_funding,project_title,operational_program,fund_acronym,nuts3,lau2,start_date,management_authority,priority_label,source,beneficiary_url
1230,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,RAZVOJNO IZOBRAŽEVALNI CENTER NOVO MESTO,161000,136850,24150,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,JUGOVZHODNA SLOVENIJA,NOVO MESTO,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1231,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,LJUDSKA UNIVERZA MURSKA SOBOTA,190908,162271.8,28636.2,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,POMURSKA,MURSKA SOBOTA,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1232,JAVNI RAZPIS ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV ZA DVIG RAVNI PISMENOSTI IN PROJEKTNO UČENJE ZA MLAJŠE ODRASLE OD 2010 DO 2013,INVEL D.O.O. ,148700,126395,22305,,"PROGRAMI USPOSABLJANJA ZA ŽIVLJENJSKO USPEŠNOST, RAČUNALNIŠKA PISMENOST ZA ODRASLE, RAČUNALNIŠKO IN DIGITALNO OPISMENJEVANJE",OP RČV,ESS,SAVINJSKA,VELENJE,2010,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1233,JAVNI RAZPIS ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV ZA DVIG RAVNI PISMENOSTI IN PROJEKTNO UČENJE ZA MLAJŠE ODRASLE OD 2010 DO 2013,LJUDSKA UNIVERZA MURSKA SOBOTA,302325,256976.25,45348.75,,PROJEKTNO UČENJE ZA MLAJŠE ODRASLE,OP RČV,ESS,POMURSKA,MURSKA SOBOTA,2010,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1234,JAVNI RAZPIS ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV ZA DVIG RAVNI PISMENOSTI IN PROJEKTNO UČENJE ZA MLAJŠE ODRASLE OD 2010 DO 2013,LJUDSKA UNIVERZA MURSKA SOBOTA,139630,118685.5,20944.5,,"PROGRAMI USPOSABLJANJA ZA ŽIVLJENJSKO USPEŠNOST, RAČUNALNIŠKA PISMENOST ZA ODRASLE, BRANJE ZA ZNANJE, ZA ZABAVO",OP RČV,ESS,POMURSKA,MURSKA SOBOTA,2010,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1235,JAVNI RAZPIS ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV ZA DVIG RAVNI PISMENOSTI IN PROJEKTNO UČENJE ZA MLAJŠE ODRASLE OD 2010 DO 2013,LJUDSKA UNIVERZA ROGAŠKA SLATINA,146860,124831,22029,,"PROGRAMI USPOSABLJANJA ZA ŽIVLJENJSKO USPEŠNOST, RAČUNALNIŠKA PISMENOST ZA ODRASLE, RAČUNALNIŠKO IN DIGITALNO OPISMENJEVANJE, BRANJE ZA ZNANJE, ZA ZABAVO",OP RČV,ESS,SAVINJSKA,ROGAŠKA SLATINA,2010,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1236,"JR ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV PROJEKTNO UČENJE MLADIH (PUM) IN PROGRAMOV ZA ZVIŠEVANJE SPLOŠNE IN RAČUNALNIŠKE RAVNI PISMENOSTI V LETIH 2008, 2009 IN 2010",INVEL D.O.O. ,20958.05,17814.34,3143.71,,BEREMO IN PIŠEMO SKUPAJ (UŽU-BIPS),OP RČV,ESS,SAVINJSKA,VELENJE,2008,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1237,"JR ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV PROJEKTNO UČENJE MLADIH (PUM) IN PROGRAMOV ZA ZVIŠEVANJE SPLOŠNE IN RAČUNALNIŠKE RAVNI PISMENOSTI V LETIH 2008, 2009 IN 2010",INVEL D.O.O. ,22103.25,18787.76,3315.49,,RAČUNALNIŠKA PISMENOST ZA ODRASLE (JAVNO VELJAVNI PROGRAM),OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1238,"JR ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV PROJEKTNO UČENJE MLADIH (PUM) IN PROGRAMOV ZA ZVIŠEVANJE SPLOŠNE IN RAČUNALNIŠKE RAVNI PISMENOSTI V LETIH 2008, 2009 IN 2010",LJUDSKA UNIVERZA ROGAŠKA SLATINA,26706.59,22700.6,4005.99,,MOST DO IZOBRAZBE (UŽU-MI),OP RČV,ESS,SAVINJSKA,ROGAŠKA SLATINA,2008,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1239,"JR ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV PROJEKTNO UČENJE MLADIH (PUM) IN PROGRAMOV ZA ZVIŠEVANJE SPLOŠNE IN RAČUNALNIŠKE RAVNI PISMENOSTI V LETIH 2008, 2009 IN 2010",LJUDSKA UNIVERZA ROGAŠKA SLATINA,26283.98,22341.38,3942.6,,IZZIVI PODEŽELJA (UŽU-IP),OP RČV,ESS,SAVINJSKA,ROGAŠKA SLATINA,2008,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1240,"JR ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV PROJEKTNO UČENJE MLADIH (PUM) IN PROGRAMOV ZA ZVIŠEVANJE SPLOŠNE IN RAČUNALNIŠKE RAVNI PISMENOSTI V LETIH 2008, 2009 IN 2010",LJUDSKA UNIVERZA ROGAŠKA SLATINA,19051.12,16193.45,2857.67,,RAČUNALNIŠKA PISMENOST ZA ODRASLE (JAVNO VELJAVNI PROGRAM),OP RČV,ESS,SAVINJSKA,ROGAŠKA SLATINA,2008,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1241,JAVNI RAZPIS ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV ZA DVIG RAVNI PISMENOSTI IN PROJEKTNO UČENJE ZA MLAJŠE ODRASLE OD 2010 DO 2013,LJUDSKA UNIVERZA LENDAVA,188920,160582,28338,,"PROGRAMI USPOSABLJANJA ZA ŽIVLJENJSKO USPEŠNOST, RAČUNALNIŠKA PISMENOST ZA ODRASLE, RAČUNALNIŠKO IN DIGITALNO OPISMENJEVANJE, BRANJE ZA ZNANJE, ZA ZABAVO",OP RČV,ESS,POMURSKA,LENDAVA,2010,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1242,JAVNI RAZPIS ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV ZA DVIG RAVNI PISMENOSTI IN PROJEKTNO UČENJE ZA MLAJŠE ODRASLE OD 2010 DO 2013,RAZVOJNO IZOBRAŽEVALNI CENTER NOVO MESTO,458060,389351,68709,,"PROGRAMI USPOSABLJANJA ZA ŽIVLJENJSKO USPEŠNOST, RAČUNALNIŠKA PISMENOST ZA ODRASLE, RAČUNALNIŠKO IN DIGITALNO OPISMENJEVANJE, BRANJE ZA ZNANJE, ZA ZABAVO",OP RČV,ESS,JUGOVZHODNA SLOVENIJA,NOVO MESTO,2010,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1243,JAVNI RAZPIS ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV ZA DVIG RAVNI PISMENOSTI IN PROJEKTNO UČENJE ZA MLAJŠE ODRASLE OD 2010 DO 2013,POMELAJ D.O.O.,33971.44,28875.72,5095.72,,USPOSABLJANJE ZA ŽIVLJENJSKO USPEŠNOST,OP RČV,ESS,POMURSKA,VELIKA POLANA,2010,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1244,JAVNI RAZPIS ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV ZA DVIG RAVNI PISMENOSTI IN PROJEKTNO UČENJE ZA MLAJŠE ODRASLE OD 2010 DO 2013,ZAVOD SALESIANUM,302325,256976.25,45348.75,,PROJEKTNO UČENJE ZA MLAJŠE ODRASLE,OP RČV,ESS,SAVINJSKA,CELJE,2010,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1245,"JR ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV PROJEKTNO UČENJE MLADIH (PUM) IN PROGRAMOV ZA ZVIŠEVANJE SPLOŠNE IN RAČUNALNIŠKE RAVNI PISMENOSTI V LETIH 2008, 2009 IN 2010",ZAVOD SALESIANUM,209357.48,177953.86,31403.62,,PROJEKTNO UČENJE ZA MLADE ODRASLE (PUM),OP RČV,ESS,SAVINJSKA,CELJE,2008,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1246,"JR ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV PROJEKTNO UČENJE MLADIH (PUM) IN PROGRAMOV ZA ZVIŠEVANJE SPLOŠNE IN RAČUNALNIŠKE RAVNI PISMENOSTI V LETIH 2008, 2009 IN 2010",POMELAJ D.O.O.,43848.16,37270.94,6577.22,,IZZIVI PODEŽELJA (UŽU-IP),OP RČV,ESS,POMURSKA,VELIKA POLANA,2008,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1247,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,INVEL D.O.O. ,159485.71,135562.85,23922.86,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,SAVINJSKA,VELENJE,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1248,"JR ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV PROJEKTNO UČENJE MLADIH (PUM) IN PROGRAMOV ZA ZVIŠEVANJE SPLOŠNE IN RAČUNALNIŠKE RAVNI PISMENOSTI V LETIH 2008, 2009 IN 2010",LJUDSKA UNIVERZA NOVA GORICA,44520,37842,6678,,MOST DO IZOBRAZBE (UŽU-MI),OP RČV,ESS,GORIŠKA,NOVA GORICA,2008,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1249,"JR ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV PROJEKTNO UČENJE MLADIH (PUM) IN PROGRAMOV ZA ZVIŠEVANJE SPLOŠNE IN RAČUNALNIŠKE RAVNI PISMENOSTI V LETIH 2008, 2009 IN 2010",MOCIS CENTER ZA IZOBRAŽEVANJE ODRASLIH,34619.04,29426.18,5192.86,,MOST DO IZOBRAZBE (UŽU-MI),OP RČV,ESS,KOROŠKA,SLOVENJ GRADEC,2008,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1250,"JR ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV PROJEKTNO UČENJE MLADIH (PUM) IN PROGRAMOV ZA ZVIŠEVANJE SPLOŠNE IN RAČUNALNIŠKE RAVNI PISMENOSTI V LETIH 2008, 2009 IN 2010",INTER-ES D.O.O.,40687.14,34584.07,6103.07,,MOST DO IZOBRAZBE (UŽU-MI),OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1251,"JR ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV PROJEKTNO UČENJE MLADIH (PUM) IN PROGRAMOV ZA ZVIŠEVANJE SPLOŠNE IN RAČUNALNIŠKE RAVNI PISMENOSTI V LETIH 2008, 2009 IN 2010",INVEL D.O.O. ,44144.8,37523.08,6621.72,,MOST DO IZOBRAZBE (UŽU-MI),OP RČV,ESS,SAVINJSKA,VELENJE,2008,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1252,JAVNI RAZPIS ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV ZA DVIG RAVNI PISMENOSTI IN PROJEKTNO UČENJE ZA MLAJŠE ODRASLE OD 2010 DO 2013,IPIS D.O.O,73500,62475,11025,,"RAČUNALNIŠKA PISMENOST ZA ODRASLE, RAČUNALNIŠKO IN DIGITALNO OPISMENJEVANJE",OP RČV,ESS,GORENJSKA,KRANJ,2010,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1253,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,IPIS D.O.O,136960,116416,20544,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,GORENJSKA,KRANJ,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1254,"JR ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV PROJEKTNO UČENJE MLADIH (PUM) IN PROGRAMOV ZA ZVIŠEVANJE SPLOŠNE IN RAČUNALNIŠKE RAVNI PISMENOSTI V LETIH 2008, 2009 IN 2010",IPIS D.O.O,22534.5,19154.33,3380.17,,RAČUNALNIŠKA PISMENOST ZA ODRASLE (JAVNO VELJAVNI PROGRAM),OP RČV,ESS,GORENJSKA,KRANJ,2008,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1255,JAVNI RAZPIS ZA IZBOR OPERACIJ »USPOSABLJANJE MENTORJEV ZA IZVAJANJE PRAKTIČNEGA USPOSABLJANJA Z DELOM PO IZOBRAŽEVALNIH PROGRAMIH ZA PRIDOBITEV IZOBRAZBE«,GOSPODARSKA ZBORNICA SLOVENIJE - CENTER ZA POSLOVNO USPOSABLJANJE,127742.61,108581.22,19161.39,,USPOSABLJANJE MENTORJEV ZA IZVAJANJE PRAKTIČNEGA USPOSABLJANJA Z DELOM PO IZOBRAŽEVALNIH PROGRAMIH ZA PRIDOBITEV IZOBRAZBE (UM - PUM),OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2012,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1256,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,SPIN D.O.O.,50000,42500,7500,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,GORIŠKA,ŠEMPETER - VRTOJBA,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1257,JAVNI RAZPIS ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV ZA DVIG RAVNI PISMENOSTI IN PROJEKTNO UČENJE ZA MLAJŠE ODRASLE OD 2010 DO 2013,SPIN D.O.O.,91446.85,77729.82,13717.03,,"PROGRAM USPOSABLJANJA ZA ŽIVLJENJSKO USPEŠNOST, RAČUNALNIŠKA PISMENOST ZA ODRASLE",OP RČV,ESS,GORIŠKA,ŠEMPETER - VRTOJBA,2010,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1258,JAVNI RAZPIS ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV ZA DVIG RAVNI PISMENOSTI IN PROJEKTNO UČENJE ZA MLAJŠE ODRASLE OD 2010 DO 2013,SREDNJA ŠOLA  ČRNOMELJ,62100,52785,9315,,"RAČUNALNIŠKA PISMENOST ZA ODRASLE, RAČUNALNIŠKO IN DIGITALNO OPISMENJEVANJE",OP RČV,ESS,JUGOVZHODNA SLOVENIJA,ČRNOMELJ,2010,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1259,JAVNI RAZPIS ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV ZA DVIG RAVNI PISMENOSTI IN PROJEKTNO UČENJE ZA MLAJŠE ODRASLE OD 2010 DO 2013,GOSPODARSKA ZBORNICA SLOVENIJE - CENTER ZA POSLOVNO USPOSABLJANJE,163169.41,138694,24475.41,,"PROGRAMI USPOSABLJANJA ZA ŽIVLJENJSKO USPEŠNOST, RAČUNALNIŠKA PISMENOST ZA ODRASLE, RAČUNALNIŠKO IN DIGITALNO OPISMENJEVANJE",OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2010,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1260,JAVNI RAZPIS ZA IZOBR OPERACIJ USPOSABLJANJE MENTORJEV ZA IZVAJANJE PRAKTIČNEGA USPOSABLJANJA Z DELOM PO IZOBRAŽEVALNIH PROGRAMIH ZA PRIDOBITEV IZOBRAZBE,GRM NOVO MESTO - CENTER BIOTEHNIKE IN TURIZMA,127777,108610.45,19166.55,,ZNANJE - VEZ MED ŠOLAMI IN DELODAJALCI,OP RČV,ESS,JUGOVZHODNA SLOVENIJA,NOVO MESTO,2012,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1261,JAVNI RAZPIS ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV ZA DVIG RAVNI PISMENOSTI IN PROJEKTNO UČENJE ZA MLAJŠE ODRASLE OD 2010 DO 2013,ZASAVSKA LJUDSKA UNIVERZA,96515.1,82037.84,14477.27,,RAČUNALNIŠKO IN DIGITALNO OPISMENJEVANJE,OP RČV,ESS,ZASAVSKA,TRBOVLJE,2010,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1262,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,ZASAVSKA LJUDSKA UNIVERZA,79941.12,67949.95,11991.17,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,ZASAVSKA,TRBOVLJE,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1263,"SOFINANCIRANJE SPODBUD DELODAJALCEM ZA IZVAJANJE PRAKTIČNEGA USPOSABLJANJA Z DELOM PO IZOBRAŽEVALNIH PROGRAMIH ZA PRIDOBITEV IZOBRAZBE V LETIH 2008, 2009 IN 2010",JAVNI SKLAD RS ZA RAZVOJ KADROV IN ŠTIPENDIJE,2266089.78,1926176.31,339913.47,,"SOFINANCIRANJE SPODBUD DELODAJALCEM ZA IZVAJANJE PRAKTIČNEGA USPOSABLJANJA Z DELOM PO IZOBRAŽEVALNIH PROGRAMIH ZA PRIDOBITEV IZOBRAZBE V LETIH 2008, 2009 IN 2010",OP RČV,ESS,PROJEKT Z VPLIVOM V VSE REGIJE,VEČ OBČIN,2009,NEPOSREDNA POTRDITEV,IZOBRAŽEVANJE,OU,
1264,"SOFINANCIRANJE ŠOLNIN ZA ZMANJŠEVANJE IZOBRAZBENEGA PRIMANJKLJAJA V ŠOLSKIH LETIH 2007/2008, 2008/2009 IN 2009/2010",JAVNI SKLAD RS ZA RAZVOJ KADROV IN ŠTIPENDIJE,3277010,2785458.5,491551.5,,"SOFINANCIRANJE ŠOLNIN ZA ZMANJŠEVANJE IZOBRAZBENEGA PRIMANJKLJAJA V ŠOLSKIH LETIH 2007/2008, 2008/2009 IN 2009/2010",OP RČV,ESS,PROJEKT Z VPLIVOM V VSE REGIJE,VEČ OBČIN,2009,NEPOSREDNA POTRDITEV,IZOBRAŽEVANJE,OU,
1265,"SOFINANCIRANJE ŠOLNIN ZA ZMANJŠEVANJE IZOBRAZBENEGA PRIMANJKLJAJA V ŠOLSKIH LETIH 2007/2009, 2009/2010, 2010/2011, 2011/2012 IN 2012/2013",JAVNI SKLAD RS ZA RAZVOJ KADROV IN ŠTIPENDIJE,7360610,6256518.5,1104091.5,,"SOFINANCIRANJE ŠOLNIN ZA ZMANJŠEVANJE IZOBRAZBENEGA PRIMANJKLJAJA V ŠOLSKIH LETIH 2007/2009, 2009/2010, 2010/2011, 2011/2012 IN 2012/2013",OP RČV,ESS,PROJEKT Z VPLIVOM V VSE REGIJE,VEČ OBČIN,2010,NEPOSREDNA POTRDITEV,IZOBRAŽEVANJE,OU,
1266,"SOFINANCIRANJE SPODBUD DELODAJALCEM ZA IZVAJANJE PRAKTIČNEGA USPOSABLJANJA Z DELOM PO IZOBRAŽEVALNIH PROGRAMIH ZA PRIDOBITEV IZOBRAZBE V LETIH 2010, 2011,2012",JAVNI SKLAD RS ZA RAZVOJ KADROV IN ŠTIPENDIJE,15098888,12834054.8,2264833.2,,"SOFINANCIRANJE SPODBUD DELODAJALCEM ZA IZVAJANJE PRAKTIČNEGA USPOSABLJANJA Z DELOM PO IZOBRAŽEVALNIH PROGRAMIH ZA PRIDOBITEV IZOBRAZBE V LETIH 2010, 2011,2012",OP RČV,ESS,PROJEKT Z VPLIVOM V VSE REGIJE,VEČ OBČIN,2010,NEPOSREDNA POTRDITEV,IZOBRAŽEVANJE,OU,
1267,"JR ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV PROJEKTNO UČENJE MLADIH (PUM) IN PROGRAMOV ZA ZVIŠEVANJE SPLOŠNE IN RAČUNALNIŠKE RAVNI PISMENOSTI V LETIH 2008, 2009 IN 2010",ZAVOD ZNANJE POSTOJNA,35600,30260,5340,,MOST DO IZOBRAZBE (UŽU-MI),OP RČV,ESS,NOTRANJSKO-KRAŠKA,POSTOJNA,2008,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1268,"JR ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV PROJEKTNO UČENJE MLADIH (PUM) IN PROGRAMOV ZA ZVIŠEVANJE SPLOŠNE IN RAČUNALNIŠKE RAVNI PISMENOSTI V LETIH 2008, 2009 IN 2010",ZAVOD ZNANJE POSTOJNA,21000,17850,3150,,BEREMO IN PIŠEMO SKUPAJ (UŽU-BIPS),OP RČV,ESS,NOTRANJSKO-KRAŠKA,POSTOJNA,2008,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1269,"JR ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV PROJEKTNO UČENJE MLADIH (PUM) IN PROGRAMOV ZA ZVIŠEVANJE SPLOŠNE IN RAČUNALNIŠKE RAVNI PISMENOSTI V LETIH 2008, 2009 IN 2010",ZAVOD ZNANJE POSTOJNA,17500,14875,2625,,IZZIVI PODEŽELJA (UŽU-IP),OP RČV,ESS,NOTRANJSKO-KRAŠKA,POSTOJNA,2008,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1270,"JR ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV PROJEKTNO UČENJE MLADIH (PUM) IN PROGRAMOV ZA ZVIŠEVANJE SPLOŠNE IN RAČUNALNIŠKE RAVNI PISMENOSTI V LETIH 2008, 2009 IN 2010",ZAVOD ZNANJE POSTOJNA,44700,37995,6705,,MOJ KORAK (UŽU-MK),OP RČV,ESS,NOTRANJSKO-KRAŠKA,POSTOJNA,2008,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1271,"JR ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV PROJEKTNO UČENJE MLADIH (PUM) IN PROGRAMOV ZA ZVIŠEVANJE SPLOŠNE IN RAČUNALNIŠKE RAVNI PISMENOSTI V LETIH 2008, 2009 IN 2010",ZAVOD ZNANJE POSTOJNA,22259,18920.15,3338.85,,RAČUNALNIŠKA PISMENOST ZA ODRASLE (JAVNO VELJAVNI PROGRAM),OP RČV,ESS,NOTRANJSKO-KRAŠKA,POSTOJNA,2008,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1272,JAVNI RAZPIS ZA SOFINANCIRANJE IZOBRAŽEVALNIH PROGRAMOV ZA DVIG RAVNI PISMENOSTI IN PROJEKTNO UČENJE ZA MLAJŠE ODRASLE OD 2010 DO 2013,ZAVOD ZNANJE POSTOJNA,137259.9,116670.91,20588.98,,"PROGRAMI USPOSABLJANJA ZA ŽIVLJENJSKO USPEŠNOST, RAČUNALNIŠKA PISMENOST ZA ODRASLE",OP RČV,ESS,NOTRANJSKO-KRAŠKA,POSTOJNA,2010,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1273,JAVNI RAZPIS ZA PROGRAME SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH OD 2012 DO 2014,ZAVOD ZNANJE POSTOJNA,40023.5,34019.97,6003.52,,IZVAJANJE PROGRAMOV SPLOŠNEGA NEFORMALNEGA IZOBRAŽEVANJA ODRASLIH,OP RČV,ESS,NOTRANJSKO-KRAŠKA,POSTOJNA,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1274,JAVNI RAZPIS: VKLJUČEVANJE GOSTUJOČIH VISOKOŠOLSKIH UČITELJEV V PEDAGOŠKI PROCES V LETIH 2011/2013,DOBA - FAKULTETA ZA UPORABNE  POSLOVNE IN DRUŽBENE ŠTUDIJE MARIBOR,18598,15808.3,2789.7,0,VKLJUČEVANJE GOSTUJOČIH VISOKOŠOLSKIH UČITELJEV V PEDAGOŠKI PROCES V LETIH 2011/2013 NA FAKULTETI ZA UPORABNE POSLOVNE IN DRUŽBENE ŠTUDIJE V MARIBORU,OP RČV,ESS,PODRAVSKA,MARIBOR,2012,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1275,"JAVNI RAZPIS: IMPLEMENTACIJA BOLONJSEKGA PROCESA -VKLJUČEVANJE ZUNANJIH STROKOVNJAKOV  V LETIH 2011, 2012 IN 2013",FAKULTETA ZA UPORABNE DRUŽBENE ŠTUDIJE V  NOVI GORICI,40000,34000,6000,30095.45,SISTEMI V PODPORO ODLOČANJU,OP RČV,ESS,GORIŠKA,NOVA GORICA,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1276,"JAVNI RAZPIS: IMPLEMENTACIJA BOLONJSEKGA PROCESA -VKLJUČEVANJE ZUNANJIH STROKOVNJAKOV  V LETIH 2011, 2012 IN 2013",FAKULTETA ZA UPORABNE DRUŽBENE ŠTUDIJE V  NOVI GORICI,39982,33984.7,5997.3,34985.01,CRIPREDE V AKCIJI,OP RČV,ESS,GORIŠKA,NOVA GORICA,2011,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1277,JAVNI RAZPIS: VKLJUČEVANJE GOSTUJOČIH VISOKOŠOLSKIH UČITELJEV V PEDAGOŠKI PROCES V LETIH 2011/2013,FAKULTETA ZA UPORABNE DRUŽBENE ŠTUDIJE V  NOVI GORICI,6260,5321,939,0,VKLJUČEVANJE GOSTUJOČIH VISOKOŠOLSKIH UČITELJEV V PEDAGOŠKI PROCES V LETIH 2011/2013 NA FAKULTETI ZA UPORABNE IN DRUŽBENE ŠTUDIJE V NOVI GORICI,OP RČV,ESS,GORIŠKA,NOVA GORICA,2012,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
1278,JAVNI RAZPIS: IMPLEMENTACIJA BOLONJSKEGA PROCESA - SOFINANCIRANJE AKTIVNOSTI PRI RAZVIJANJU ŠTUDIJSKIH PROGRAMOV VISOKEGA ŠOLSTVA V LETIH 2008 IN 2009,UNIVERZA NA PRIMORSKEM,48741,41429.85,7311.15,21645.47,SOFINANCIRANJE AKTIVNOSTI PRI RAZVIJANJU ŠTUDIJSKIH PROGRAMOV VISOKEGA ŠOLSTVA V LETIH 2008 IN 2009,OP RČV,ESS,OBALNO-KRAŠKA,KOPER,2008,JAVNI RAZPIS,IZOBRAŽEVANJE,OU,
