beneficiary_id,query_country_code,query_country,query_type,query_state,query_region,query_county,query_city,query_postal_code,query_address,result_country,result_region,result_county,result_city,result_postal_code,result_street,result_number,result_full_address,result_lat,result_long,geocoded,lau
sarcom srl,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Comuna Mihăești,Mihăești,247375,,,"Com. Mihaesti, Vâlcea, 247375, Sat Buleta 150, Mihăești 247375, Romania",45.03768899999999,24.257514,True,171325
rnp romsilva administratia parcului national buila- vanturarita,RO,Romania,project,,,,,,,Romania,Vâlcea County,Costesti,,,,,"Costesti, Romania",45.24587949999999,24.094346,True,169253
sc cegim srl,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Comuna Bujoreni,Râmnicu Vâlcea,247065,,,"57 bis Sat Olteni, Comuna Bujoreni Fabrica Cegim, Râmnicu Vâlcea 247065, Romania",45.13937139999999,24.38933279999999,True,168880
sc haty srl,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Orașul Băbeni,Băbeni,,DN64,,"DN64, Băbeni, Romania",44.96398569999999,24.2426634,True,168372
sc clio srl,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Orașul Băbeni,Băbeni,,,,"Cal. lui Traian, 101, Babeni, Vâlcea, 245100, Băbeni, Romania",44.9639,24.23549999999999,True,168372
vipas construct s.r.l.,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Orașul Băbeni,,,DJ677F,,"DJ677F, Romania",44.93137220000001,24.2201972,True,168372
sc poliprod sa,RO,Romania,project,,,,,,,Romania,Vâlcea County,Horezu,Horezu,245800,,,"Horezu 245800, Romania",45.141246,23.984376,True,168041
orasul horezu reprezentat prin consiliul local,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Orașul Horezu,Horezu,245800,Strada 1 Decembrie,7,"Strada 1 Decembrie 7, Horezu 245800, Romania",45.14547810000001,23.98950960000001,True,168041
d.b.c. srl,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Drăgășani,Drăgășani,245700,Strada Regele Carol,,"Strada Regele Carol, Drăgășani 245700, Romania",44.65958639999999,24.2646254,True,167981
ganne a.t.c.p. sa,RO,Romania,project,,,,,,,Romania,Vâlcea County,Dragasani,Drăgășani,245700,,,"Drăgășani 245700, Romania",44.6236899,24.2682592,True,167981
sc mw srl,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Drăgășani,Drăgășani,245700,,,"Str. Vladimirescu Tudor, 778, Dragasani, Vâlcea, 245700, Drăgășani 245700, Romania",44.6219956,24.2670004,True,167981
municipiul dragasani,RO,Romania,project,,,,,,,Romania,Vâlcea County,Dragasani,Drăgășani,,,,"Drăgășani, Romania",44.6631799,24.2608711,True,167981
d.b.c. s.r.l,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Drăgășani,Drăgășani,245700,Strada Regele Carol,,"Strada Regele Carol, Drăgășani 245700, Romania",44.65958639999999,24.2646254,True,167981
rnp romsilva-administratia parcului national cozia r.a.,RO,Romania,project,,,,,,,Romania,Vâlcea County,Calimanesti,,,,,"Calimanesti, Romania",45.30024539999999,24.2507056,True,167909
rnp romsilva-administratia parcului national cozia,RO,Romania,project,,,,,,,Romania,Vâlcea County,Calimanesti,,,,,"Calimanesti, Romania",45.30024539999999,24.2507056,True,167909
asociatia sanmed,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Râmnicu - Vâlcea,Râmnicu Vâlcea,,Strada Matei Basarab,3,"Strada Matei Basarab 3, Râmnicu Vâlcea, Romania",45.114404,24.3648209,True,167473
s.c. apavil s.a. valcea,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Râmnicu - Vâlcea,Râmnicu Vâlcea,,,,"Str. Carol I, 3-5, Râmnicu Vâlcea, Vâlcea, 240591, Râmnicu Vâlcea, Romania",45.10346850000001,24.3618548,True,167473
kynita s.r.l.,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Râmnicu - Vâlcea,Râmnicu Vâlcea,240042,,,"str. Prundului, nr. 44, Râmnicu Vâlcea 240042, Romania",45.08703499999999,24.378383,True,167473
sc extins srl,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Râmnicu - Vâlcea,Râmnicu Vâlcea,240300,,,"Calea Bucuresti, Nr. 56 A, Râmnicu Vâlcea, Vâlcea, Râmnicu Vâlcea 240300, Romania",45.08894,24.388421,True,167473
sc almarom srl,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Râmnicu - Vâlcea,Râmnicu Vâlcea,,,,"Str. Mihaescu Gib, 58, Râmnicu Vâlcea, Vâlcea, 240131, Râmnicu Vâlcea, Romania",45.10126,24.37236,True,167473
sc cet govora sa,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Râmnicu - Vâlcea,,,,,"Str. Industriilor, 1, Râmnicu Vâlcea, Vâlcea, 240445, Romania",45.0421791,24.285731,True,167473
uat municipiul ramnicu valcea,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Râmnicu - Vâlcea,Râmnicu Vâlcea,,Strada General Praporgescu,14,"Strada General Praporgescu 14, Râmnicu Vâlcea, Romania",45.1071315,24.3654442,True,167473
sc vizal srl,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Râmnicu - Vâlcea,Râmnicu Vâlcea,,,,"Str. Ionescu Danil, 6A, Râmnicu Vâlcea, Vâlcea, 240283, Râmnicu Vâlcea, Romania",45.1130393,24.3623065,True,167473
teonic s.r.l.,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Râmnicu - Vâlcea,Râmnicu Vâlcea,240574,Strada Gib Mihăescu,22,"Strada Gib Mihăescu 22, Râmnicu Vâlcea 240574, Romania",45.10104969999999,24.3721684,True,167473
scoala cu clasele i-viii nr.8 rm.valcea.,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Râmnicu - Vâlcea,Râmnicu Vâlcea,240065,Strada Luceafărului,7,"Strada Luceafărului 7, Râmnicu Vâlcea 240065, Romania",45.09740530000001,24.3718193,True,167473
sc daro proiect srl,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Râmnicu - Vâlcea,Râmnicu Vâlcea,240591,Strada Ioan Referendaru,nr. 1,"Str. Ion, Strada Ioan Referendaru nr. 1, Râmnicu Vâlcea 240591, Romania",45.10165480000001,24.37300639999999,True,167473
sc termorep sa,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Râmnicu - Vâlcea,Râmnicu Vâlcea,240501,Strada Nistor Dumitrescu,14/17,"Strada Nistor Dumitrescu 14/17, Râmnicu Vâlcea 240501, Romania",45.0723191,24.3524265,True,167473
sc conphys srl,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Râmnicu - Vâlcea,Râmnicu Vâlcea,240501,Strada Ştrandului,52,"Strada Ştrandului 52, Râmnicu Vâlcea 240501, Romania",45.07309279999999,24.3483008,True,167473
sc contrust srl,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Râmnicu - Vâlcea,Râmnicu Vâlcea,240505,,,"Ramnicu-Valcea, strada Posada nr. 46, Valcea, Râmnicu Vâlcea 240505, Romania",45.078036,24.346432,True,167473
sc ama systems srl,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Râmnicu - Vâlcea,Râmnicu Vâlcea,240040,Strada Mihai Eminescu,,"Strada Mihai Eminescu, Râmnicu Vâlcea 240040, Romania",45.0952609,24.3642766,True,167473
sc kynita srl,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Râmnicu - Vâlcea,Râmnicu Vâlcea,240042,,,"str. Prundului, nr. 44, Râmnicu Vâlcea 240042, Romania",45.08703499999999,24.378383,True,167473
sc gicerova srl,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Râmnicu - Vâlcea,Râmnicu Vâlcea,,,,"Str. Vladimirescu Tudor, 39, Râmnicu Vâlcea, Vâlcea, Râmnicu Vâlcea, Romania",45.11482609999999,24.3705554,True,167473
sc industrial montaj grup srl,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Râmnicu - Vâlcea,Râmnicu Vâlcea,240445,Strada Industriilor,30,"Strada Industriilor 30, Râmnicu Vâlcea 240445, Romania",45.049906,24.301543,True,167473
sanmed s.r.l.,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Râmnicu - Vâlcea,Râmnicu Vâlcea,,Strada Matei Basarab,3,"Strada Matei Basarab 3, Râmnicu Vâlcea, Romania",45.114404,24.3648209,True,167473
sc alex construct srl,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Râmnicu - Vâlcea,Râmnicu Vâlcea,,,,"Cal. lui Traian, 294, Râmnicu Vâlcea, Vâlcea, 240277, Râmnicu Vâlcea, Romania",45.13583999999999,24.36574,True,167473
sc artoprod srl,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Râmnicu - Vâlcea,Râmnicu Vâlcea,,Strada Regina Maria,17,"Strada Regina Maria 17, Râmnicu Vâlcea, Romania",45.103062,24.369231,True,167473
institutul national de cercetare- dezvoltare pentru tehnologii criogenice si izotopice icsi- rm.valcea,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Râmnicu - Vâlcea,Râmnicu Vâlcea,240002,Strada Uzinei,,"Strada Uzinei, Râmnicu Vâlcea 240002, Romania",45.0454054,24.3047808,True,167473
kynita srl,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Râmnicu - Vâlcea,Râmnicu Vâlcea,240042,,,"str. Prundului, nr. 44, Râmnicu Vâlcea 240042, Romania",45.08703499999999,24.378383,True,167473
s.c. apavil s.a.,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Râmnicu - Vâlcea,Râmnicu Vâlcea,,,,"Str. Carol I, 3-5, Râmnicu Vâlcea, Vâlcea, 240591, Râmnicu Vâlcea, Romania",45.10346850000001,24.3618548,True,167473
fundatia inima pentru inima,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Râmnicu - Vâlcea,Râmnicu Vâlcea,240134,,,"Strada General Magheru, nr. 8, bloc S1, scara C, apt. 17, et. 5, Râmnicu Vâlcea 240134, Romania",45.100586,24.366023,True,167473
ama systems s.r.l.,RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Râmnicu - Vâlcea,Râmnicu Vâlcea,240040,Strada Mihai Eminescu,,"Strada Mihai Eminescu, Râmnicu Vâlcea 240040, Romania",45.0952609,24.3642766,True,167473
confederatia nationala a sindicatelor libere din romania-fratia (cnslr- fratia),RO,Romania,project,,,,,,,Romania,Județul Vâlcea,Municipiul Râmnicu - Vâlcea,Râmnicu Vâlcea,,,,"Cal. lui Traian, 134, Râmnicu Vâlcea, Vâlcea, 240096, Râmnicu Vâlcea, Romania",45.10422,24.3634499,True,167473
trans compani andrei srl,RO,Romania,project,,,,,,,Romania,Județul Olt,Comuna Osica de Sus,Osica,237310,,,"Loc. Osica de Sus,Jud Olt,Gesetzte Markierung bei, Osica 237310, Romania",44.255646,24.31535199999999,True,127983
consiliul local al comunei calmatuiu,RO,Romania,project,,,,,,,Romania,Județul Olt,Comuna Grojdibodu,Grojdibodu,237210,Strada Cristache Sălcianu,110,"Strada Cristache Sălcianu 110, Grojdibodu 237210, Romania",43.7575033,24.2694162,True,127224
organizatia tinerilor cu initiativa,RO,Romania,project,,,,,,,Romania,Județul Olt,Orașul Drăgănești - Olt,Drăgănești-Olt,235400,,,"str. N.Titulescu, bl. D13, parter, Drăgănești-Olt 235400, Romania",44.168022,24.522385,True,125622
sc tricorom srl,RO,Romania,project,,,,,,,Romania,Județul Olt,Municipiul Caracal,Caracal,235200,,,"Str. Alecsandri Vasile, 83C, Caracal, Olt, 235200, Caracal 235200, Romania",44.11631,24.36238,True,125472
sc itr srl,RO,Romania,project,,,,,,,Romania,Județul Olt,Municipiul Caracal,Caracal,235200,Strada Vornicul Ureche,1,"Strada Vornicul Ureche 1, Caracal 235200, Romania",44.11571980000001,24.3646787,True,125472
sc padrino srl,RO,Romania,project,,,,,,,Romania,Olt County,Slatioara,Slatioara,,,,"Slatioara, Romania",44.4178053,24.3274432,True,125374
padrino s.r.l.,RO,Romania,project,,,,,,,Romania,Olt County,Slatioara,Slatioara,,,,"Slatioara, Romania",44.4178053,24.3274432,True,125374
delta aluminiu srl,RO,Romania,project,,,,,,,Romania,Județul Olt,Municipiul Slatina,Slatina,230034,Strada Crișan,31,"Strada Crișan 31, Slatina 230034, Romania",44.437129,24.375564,True,125347
s.c. compania de apa olt s.a.,RO,Romania,project,,,,,,,Romania,Județul Olt,Municipiul Slatina,Slatina,,Strada Artileriei,2,"Strada Artileriei 2, Slatina, Romania",44.4244937,24.3850877,True,125347
s.c. electrocarbon s.r.l.,RO,Romania,project,,,,,,,Romania,Olt County,Slatina,Slatina,,,,"Slatina, Romania",44.4378554,24.3929529,True,125347
pirelli tyres romania srl,RO,Romania,project,,,,,,,Romania,Județul Olt,Municipiul Slatina,Slatina,230150,Strada Drăgănești,35,"Strada Drăgănești 35, Slatina 230150, Romania",44.4142111,24.4044024,True,125347
sc pop industry srl,RO,Romania,project,,,,,,,Romania,Județul Olt,Municipiul Slatina,Slatina,230070,Strada Cireașov,34,"nr., Strada Cireașov 34, Slatina 230070, Romania",44.439657,24.3792881,True,125347
sc a.c.a srl,RO,Romania,project,,,,,,,Romania,Județul Olt,Municipiul Slatina,Slatina,230112,,,"Str. Varianta Oituz Nr.12 , Slatina, Olt, Slatina 230112, Romania",44.43916,24.367686,True,125347
drealcel s.r.l.,RO,Romania,project,,,,,,,Romania,Județul Dolj,Municipiul Craiova,Craiova,200479,Strada Petre Ispirescu,36,"Bloc 13, scara 2, apartament 4, Strada Petre Ispirescu 36, Craiova 200479, Romania",44.31762699999999,23.821068,True,69900
elmafarm srl,RO,Romania,project,,,,,,,Romania,Județul Dolj,Municipiul Craiova,Craiova,,,,"Cart. Lapus, Craiova, Dolj, 200033, Craiova, Romania",44.3225,23.8311,True,69900
ilex com s.r.l.,RO,Romania,project,,,,,,,Romania,Județul Dolj,Municipiul Craiova,Craiova,200440,Calea București,80,"Electroputere Parc, Calea București 80, Craiova 200440, Romania",44.312218,23.831663,True,69900
magic computer service s.r.l.,RO,Romania,project,,,,,,,Romania,Județul Dolj,Municipiul Craiova,Craiova,200061,Bulevardul Carol I,101,"Bulevardul Carol I 101, Craiova 200061, Romania",44.32604080000001,23.8095187,True,69900
magic computer service srl,RO,Romania,project,,,,,,,Romania,Județul Dolj,Municipiul Craiova,Craiova,200061,Bulevardul Carol I,101,"Bulevardul Carol I 101, Craiova 200061, Romania",44.32604080000001,23.8095187,True,69900
netrom comunicatii s.r.l.,RO,Romania,project,,,,,,,Romania,Județul Dolj,Municipiul Craiova,Craiova,200746,Strada Caracal,178,"Strada Caracal 178, Craiova 200746, Romania",44.2982652,23.831056,True,69900
"grup scolar ""george bibescu""",RO,Romania,project,,,,,,,Romania,Județul Dolj,Municipiul Craiova,Craiova,200233,Strada Constantin Brâncoveanu,101,"Strada Constantin Brâncoveanu 101, Craiova 200233, Romania",44.336043,23.790659,True,69900
grupul scolar matei basarab craiova,RO,Romania,project,,,,,,,Romania,Județul Dolj,Municipiul Craiova,Craiova,200463,Strada Vasile Alecsandri,133,"Strada Vasile Alecsandri 133, Craiova 200463, Romania",44.3214427,23.8169039,True,69900
"asociatia ""mereu pentru europa""",RO,Romania,project,,,,,,,Romania,Județul Dolj,Municipiul Craiova,Craiova,200457,Strada Grigore Pleșoianu,2,"Bloc 1 Ap. 3, Strada Grigore Pleșoianu 2, Craiova 200457, Romania",44.3152538,23.8325752,True,69900
asociatia dominou,RO,Romania,project,,,,,,,Romania,Județul Dolj,Municipiul Craiova,Craiova,,Pasajul Lipscani,,"Pasajul Lipscani, Craiova, Romania",44.3164659,23.7968982,True,69900
blue neon s.r.l.,RO,Romania,project,,,,,,,Romania,Județul Dolj,Municipiul Craiova,Craiova,,,,"Bd. Titulescu Nicolae, 46, Craiova, Dolj, 200142, Craiova, Romania",44.32488,23.79004,True,69900
asociatia mereu pentru europa,RO,Romania,project,,,,,,,Romania,Județul Dolj,Municipiul Craiova,Craiova,200457,Strada Grigore Pleșoianu,2,"Bloc 1 Ap. 3, Strada Grigore Pleșoianu 2, Craiova 200457, Romania",44.3152538,23.8325752,True,69900
centrul de excelenta in rinologie,RO,Romania,project,,,,,,,Romania,Județul Dolj,Municipiul Craiova,Craiova,200222,,,"str Toporasi nr 51 bl c2 parter, Craiova 200222, Romania",44.333027,23.771799,True,69900
centrul european pentru promovarea si integrare a romilor,RO,Romania,project,,,,,,,Romania,Județul Dolj,Municipiul Craiova,Craiova,,Strada Maramureș,21,"Strada Maramureș 21, Craiova, Romania",44.3249735,23.8173202,True,69900
cia-services srl,RO,Romania,project,,,,,,,Romania,Dolj County,Craiova,Craiova,,,,"Craiova, Romania",44.342419,23.767118,True,69900
directia generala regionala a finantelor publice craiova,RO,Romania,project,,,,,,,Romania,Județul Dolj,Municipiul Craiova,Craiova,200761,Strada Mitropolit Firmilian,2,"Strada Mitropolit Firmilian 2, Craiova 200761, Romania",44.3153485,23.7971497,True,69900
sc kronect comunicatii srl,RO,Romania,project,,,,,,,Romania,Județul Ilfov,Comuna Tunari,Tunari,077180,,,"Tunari 077180, Romania",44.54985059999999,26.1228396,True,105570
s.c. alseca engineering s.a tunari,RO,Romania,project,,,,,,,Romania,Județul Ilfov,Comuna Tunari,Tunari,077190,Centura București,24,"DNCB 24, Tunari 077190, Romania",44.5384423,26.1346751,True,105570
sc agromec stefanesti sa,RO,Romania,project,,,,,,,Romania,Județul Ilfov,Comuna Ștefăneștii de Jos,"Stefanestii de Jos, Ilfov",077175,,,"Sos Stefanesti nr 11,, Stefanestii de Jos, Ilfov 077175, Romania",44.5198456,26.1927941,True,105419
s.c. agri-expert training center s.r.l.,RO,Romania,project,,,,,,,Romania,Județul Ilfov,Comuna Ștefăneștii de Jos,Ștefăneștii de Jos,,,,"Sos. Stefanestii de Jos, 3, Com. Stefanestii de Jos, Ilfov, 77175, Ștefăneștii de Jos, Romania",44.53045999999999,26.19693,True,105419
fundatia snagov,RO,Romania,project,,,,,,,Romania,Județul Ilfov,Comuna Snagov,Snagov,077165,Șoseaua Snagov,78,"Șoseaua Snagov 78, Snagov 077165, Romania",44.70729149999999,26.17385439999999,True,105160
fundatia dezvoltarea popoarelor,RO,Romania,project,,,,,,,Romania,Județul Ilfov,Comuna Dobroești,Dobroești,077085,Șoseaua Fundeni,180,"nr., Șoseaua Fundeni 180, Dobroești 077085, Romania",44.45986800000001,26.16252699999999,True,179310
s.c. electricom s.a.,RO,Romania,project,,,,,,,Romania,Județul Ilfov,Comuna Dobroești,București,077085,Drumul Dobroești-Fundeni,,"Drumul Dobroești-Fundeni, București 077085, Romania",44.4561841,26.1669413,True,179310
sc decorio plus srl,RO,Romania,project,,,,,,,Romania,Județul Ilfov,Comuna Moara Vlăsiei,"Caciulati, Ilfov",077131,,,"Strada Linia Teilor 48, Caciulati, Ilfov 077131, Romania",44.614339,26.167998,True,104243
hipac romania,RO,Romania,project,,,,,,,Romania,Județul Ilfov,Comuna Dragomirești - Vale,Dragomiresti,077096,,,"Dragomiresti Deal, Dragomiresti Vale, Ilfov, 077095, Dragomiresti 077096, Romania",44.443328,25.9399269,True,102605
sc cord romania srl,RO,Romania,project,,,,,,,Romania,Județul Ilfov,Comuna Dragomirești - Vale,"Dragomiresti-Deal, ILFOV",077096,,,"A1 Business Park, Aleea Camilla nr. 11, Unitatea G2, Dragomiresti-Deal, ILFOV 077096, Romania",44.445996,25.93885,True,102605
sc aldo security srl,RO,Romania,project,,,,,,,Romania,Județul Ilfov,Comuna Dragomirești - Vale,Dragomirești-Deal,077096,,,"A1 Business Park, Aleea Camila 6,, Dragomirești-Deal 077096, Romania",44.44531,25.938363,True,102605
sc inginerie si tehnologie industriala electra srl,RO,Romania,project,,,,,,,Romania,Județul Ilfov,Comuna Dascălu,Gagu,077075,,,"Str. Cozia, nr. 17, Ilfov, Gagu 077075, Romania",44.6100536,26.25251039999999,True,102473
mateo s.r.l.,RO,Romania,project,,,,,,,Romania,Județul Ilfov,Orașul Bragadiru,"Cornetu, Ilfov, Romania",077070,Șoseaua Alexandriei,189,"Șoseaua Alexandriei 189, Cornetu, Ilfov, Romania 077070, Romania",44.341794,25.941103,True,102213
sc valmir service srl,RO,Romania,project,,,,,,,Romania,Județul Ilfov,Comuna Domnești,Domnești,077060,Șoseaua Tudor Vladimirescu,63,"Șos. București, Clinceni, Șoseaua Tudor Vladimirescu 63, Domnești 077060, Romania",44.404354,25.96713,True,102035
sc alstic srl,RO,Romania,project,,,,,,,Romania,Județul Ilfov,Comuna Clinceni,Olteni,,Strada Ghidigheni,,"Strada Ghidigheni, Olteni, Romania",44.39095809999999,25.9795064,True,102035
ircat-co s.r.l.,RO,Romania,project,,,,,,,Romania,Județul Ilfov,Comuna Ciorogârla,Ciorogârla,077055,Calea București,10,"Calea București 10, Ciorogârla 077055, Romania",44.440085,25.924139,True,101957
sc scania romania,RO,Romania,project,,,,,,,Romania,Județul Ilfov,Comuna Ciorogârla,Ciorogârla,077055,Calea București,5,"Calea București 5, Ciorogârla 077055, Romania",44.4394363,25.9269472,True,101957
euro quip international s.r.l.,RO,Romania,project,,,,,,,Romania,Județul Ilfov,Comuna Cernica,Cernica,077037,,,"Str. Viitorului, Nr. 2, Cernica, Ilfov, (intrare din Str. Oxigenului - Sector 3, Bucuresti), Cernica 077037, Romania",44.4155845,26.2242352,True,101742
sc euro quip international srl bucuresti,RO,Romania,project,,,,,,,Romania,Județul Ilfov,Comuna Cernica,Cernica,077037,,,"Str. Viitorului, Nr. 2, Cernica, Ilfov, (intrare din Str. Oxigenului - Sector 3, Bucuresti), Cernica 077037, Romania",44.4155845,26.2242352,True,101742
sc imec amc srl,RO,Romania,project,,,,,,,Romania,Județul Ilfov,Comuna Brănești,Brănești,,,,"Brănești, Romania",44.4649322,26.3508169,True,101298
sc vice com 95 srl,RO,Romania,project,,,,,,,Romania,Județul Ilfov,Comuna Brănești,Brănești,,Strada Negru Vodă,,"Strada Negru Vodă, Brănești, Romania",44.46357,26.34139,True,101298
sc gevalco industrial srl,RO,Romania,project,,,,,,,Romania,Județul Ilfov,Comuna Brănești,,077145,Strada Industriilor,,"Strada Industriilor, 077145, Romania",44.4621724,26.3499409,True,101298
everest international holding sa,RO,Romania,project,,,,,,,Romania,Județul Ilfov,Orașul Voluntari,Afumați,077010,Centura București,,"Sos. de Centura, 8, Voluntari, Ilfov, 77190, DNCB, Afumați 077010, Romania",44.5004981,26.2027663,True,100834
technoelectric s.r.l.,RO,Romania,project,,,,,,,Romania,Județul Ilfov,Comuna Afumați,Afumați,077010,,,"Sos. Bucuresti -Urziceni 63B, Ilfov, Afumați 077010, Romania",44.51235089999999,26.2300384,True,100834
bailong import-export srl,RO,Romania,project,,,,,,,Romania,Județul Ilfov,Comuna Ștefăneștii de Jos,Afumați,077010,,,"DJ100, Afumați 077010, Afumați 077010, Romania",44.53760199999999,26.22151,True,100834
erbasu total construct sa,RO,Romania,project,,,,,,,Romania,Municipiul București,Municipiul București,București,,Bulevardul Uverturii,194-200,"Bulevardul Uverturii 194-200, București, Romania",44.4437413,26.020218,True,179132
end soft design,RO,Romania,project,,,,,,,Romania,Municipiul București,Municipiul București,București,010753,Calea Griviței,192,"Calea Griviței 192, București 010753, Romania",44.45510399999999,26.0627671,True,179132
emex cont s.r.l.,RO,Romania,project,,,,,,,Romania,Municipiul București,Municipiul București,București,,Intrarea Scorușului,11,"Intrarea Scorușului 11, București, Romania",44.3932217,26.1192951,True,179132
elo digital office s.r.l.,RO,Romania,project,,,,,,,Romania,Municipiul București,Municipiul București,București,050471,Bulevardul Eroii Sanitari,25,"Bulevardul Eroii Sanitari 25, București 050471, Romania",44.434298,26.074667,True,179132
editura sigma,RO,Romania,project,,,,,,,Romania,Municipiul București,Municipiul București,București,010182,Strada Mircea Vulcănescu,47,"Strada Mircea Vulcănescu 47, București 010182, Romania",44.44319,26.08502,True,179132
ecas electro s.r.l.,RO,Romania,project,,,,,,,Romania,Municipiul București,Municipiul București,București,,,,"Bd. Pompeiu Dimitrie,Prof., 8, Bucuresti-Sector 2, Bucuresti, 020337, București, Romania",44.4823,26.12269999999999,True,179132
nemetschek romania sales & support s.r.l.,RO,Romania,project,,,,,,,Romania,Municipiul București,Municipiul București,București,030167,Strada Iancu Căpitanu,27,"Strada Iancu Căpitanu 27, București 030167, Romania",44.4435082,26.1212838,True,179132
"municipiul bucuresti, primaria sectorului 4",RO,Romania,project,,,,,,,Romania,Bucharest,Bucharest,Bucharest,,,,"Sector 4, Bucharest, Romania",44.3753564,26.1218478,True,179132
mta srl,RO,Romania,project,,,,,,,Romania,Municipiul București,Municipiul București,București,,,,"Bd. Kogalniceanu Mihail, 49, Bucuresti-Sector 5, Bucuresti, 050104, București, Romania",44.4343,26.0814,True,179132
modulex group s.r.l.,RO,Romania,project,,,,,,,Romania,Municipiul București,Municipiul București,București,031231,Strada Octavian,,"Strada Octavian, București 031231, Romania",44.41559090000001,26.1183593,True,179132
mmap,RO,Romania,project,,,,,,,Romania,Municipiul București,Municipiul București,București,030167,Bulevardul Libertății,12,"Bulevardul Libertății 12, București 030167, Romania",44.4255222,26.0911593,True,179132
"fundatia ""multimedia - pentru democratie locala""",RO,Romania,project,,,,,,,Romania,Municipiul București,Municipiul București,București,012244,,,"Str. Biruintei, 16A, Bucuresti-Sector 1, Bucuresti, 12127, București 012244, Romania",44.47212,26.05387,True,179132
formexpert,RO,Romania,project,,,,,,,Romania,Municipiul București,Municipiul București,București,030167,Strada Academiei,35-37,"Strada Academiei 35-37, București 030167, Romania",44.4373229,26.09783329999999,True,179132
fonduri structurale and management consulting s.r.l.,RO,Romania,project,,,,,,,Romania,Municipiul București,Municipiul București,București,030167,Strada Avram Iancu,22,"Strada Avram Iancu 22, București 030167, Romania",44.4379483,26.1188039,True,179132
focus net s.r.l.,RO,Romania,project,,,,,,,Romania,Municipiul București,Municipiul București,București,,DN4,,"Sos. Oltenitei, 35-37, Bucuresti-Sector 4, Bucuresti, 041293, DN4, București, Romania",44.3973269,26.1123562,True,179132
fluid group hagen s.r.l.,RO,Romania,project,,,,,,,Romania,Municipiul București,Municipiul București,București,030167,,,"Str. Lucaciu Vasile, 30, Bucuresti-Sector 3, Bucuresti, 30695, București 030167, Romania",44.43151,26.11652,True,179132
floradi-invest s.r.l.,RO,Romania,project,,,,,,,Romania,Municipiul București,Municipiul București,București,,Bulevardul Lacul Tei,69,"Bulevardul Lacul Tei 69, București, Romania",44.49295240000001,26.0955805,True,179132
fin expert consulting s.r.l.,RO,Romania,project,,,,,,,Romania,Municipiul București,Municipiul București,București,,Strada Grigore Mora,37,"Strada Grigore Mora 37, București, Romania",44.4645914,26.0876587,True,179132
field star srl,RO,Romania,project,,,,,,,Romania,Municipiul București,Municipiul București,București,,Strada Polonă,,"Strada Polonă, București, Romania",44.4480394,26.1029004,True,179132
fiatest s.r.l.,RO,Romania,project,,,,,,,Romania,Municipiul București,Municipiul București,București,030167,Strada Armenească,23,"Strada Armenească 23, București 030167, Romania",44.4389881,26.111739,True,179132
ferm construct srl,RO,Romania,project,,,,,,,Romania,Municipiul București,Municipiul București,București,014034,Aleea Teișani,137A,"Aleea Teișani 137A, București 014034, Romania",44.536595,26.082868,True,179132
