"Date","Price","Open","High","Low","Change %"
"Oct 15, 2012","4.5777","4.5639","4.5813","4.5587","0.28%"
"Oct 12, 2012","4.5649","4.5649","4.5763","4.5554","-0.08%"
"Oct 11, 2012","4.5687","4.5618","4.5782","4.5543","0.03%"
"Oct 10, 2012","4.5675","4.5785","4.5832","4.5559","-0.21%"
"Oct 09, 2012","4.5773","4.5663","4.5835","4.5580","0.15%"
"Oct 08, 2012","4.5703","4.5665","4.5949","4.5588","0.00%"
"Oct 05, 2012","4.5701","4.5481","4.5827","4.5410","0.35%"
"Oct 04, 2012","4.5540","4.5320","4.5567","4.5246","0.47%"
"Oct 03, 2012","4.5327","4.5206","4.5374","4.5168","0.18%"
"Oct 02, 2012","4.5247","4.5176","4.5328","4.5136","0.07%"
"Oct 01, 2012","4.5214","4.5355","4.5437","4.5100","-0.39%"
"Sep 28, 2012","4.5389","4.5174","4.5449","4.5113","0.42%"
"Sep 27, 2012","4.5200","4.5152","4.5261","4.5064","0.02%"
"Sep 26, 2012","4.5189","4.5058","4.5224","4.5023","0.24%"
"Sep 25, 2012","4.5082","4.5121","4.5219","4.5009","-0.17%"
"Sep 24, 2012","4.5160","4.5062","4.5235","4.5041","0.01%"
"Sep 21, 2012","4.5156","4.5115","4.5263","4.5019","0.06%"
"Sep 20, 2012","4.5131","4.4986","4.5186","4.4932","0.26%"
"Sep 19, 2012","4.5012","4.5016","4.5094","4.4884","-0.10%"
"Sep 18, 2012","4.5057","4.4923","4.5104","4.4854","0.21%"
"Sep 17, 2012","4.4961","4.4971","4.5129","4.4785","-0.12%"
"Sep 14, 2012","4.5016","4.5032","4.5168","4.4834","0.01%"
"Sep 13, 2012","4.5010","4.4853","4.5373","4.4804","0.21%"
"Sep 12, 2012","4.4916","4.4839","4.5038","4.4690","0.16%"
"Sep 11, 2012","4.4846","4.4702","4.4934","4.4655","0.25%"
"Sep 10, 2012","4.4734","4.4731","4.4856","4.4655","-0.13%"
"Sep 07, 2012","4.4791","4.4711","4.4850","4.4658","0.11%"
"Sep 06, 2012","4.4741","4.4810","4.4891","4.4663","-0.28%"
"Sep 05, 2012","4.4865","4.4852","4.5100","4.4709","-0.08%"
"Sep 04, 2012","4.4903","4.4853","4.4999","4.4787","0.02%"
"Sep 03, 2012","4.4893","4.4733","4.4965","4.4629","0.35%"
"Aug 31, 2012","4.4735","4.4582","4.4864","4.4518","0.17%"
"Aug 30, 2012","4.4661","4.4668","4.4768","4.4390","-0.09%"
"Aug 29, 2012","4.4700","4.4497","4.4838","4.4464","0.38%"
"Aug 28, 2012","4.4531","4.4651","4.4717","4.4448","-0.36%"
