country_code,code,sum
AT,AT11,24960197.00
AT,AT12,450049967.00
AT,AT13,410661093.00
AT,AT21,217992095.00
AT,AT22,400053940.00
AT,AT31,373612563.00
AT,AT32,93039168.00
AT,AT33,172971674.00
AT,AT34,92606089.00
BE,BE10,491962369.41
BE,BE21,74762053.01
BE,BE22,58233938.89
BE,BE23,60123393.33
BE,BE24,41419184.76
BE,BE25,53675048.53
BE,BE31,38908570.26
BE,BE32,326298082.84
BE,BE33,163265996.12
BE,BE34,44882778.21
BE,BE35,67425659.60
BG,BG31,692148862.00
BG,BG32,789817754.00
BG,BG33,747256542.00
BG,BG34,1296722562.00
BG,BG41,2809077706.00
BG,BG42,1385771459.00
CY,CY00,841308858.00
CZ,CZ01,0.00
CZ,CZ02,0.00
CZ,CZ03,0.00
CZ,CZ04,0.00
CZ,CZ05,0.00
CZ,CZ06,0.00
CZ,CZ07,0.00
CZ,CZ08,0.00
DE,DE11,254215044.00
DE,DE12,113923267.00
DE,DE13,107956502.00
DE,DE14,81202866.00
DE,DE21,1025167568.00
DE,DE22,227746979.00
DE,DE23,276269290.00
DE,DE24,206365907.00
DE,DE25,162812871.00
DE,DE26,141969659.00
DE,DE27,208380101.00
DE,DE30,2757228830.00
DE,DE40,1846154218.00
DE,DE50,468674027.00
DE,DE60,221473301.00
DE,DE71,855439859.00
DE,DE72,144125507.00
DE,DE73,258335646.00
DE,DE80,1622143624.00
DE,DE91,89772711.00
DE,DE92,175319182.00
DE,DE93,893328188.00
DE,DE94,58549539.00
DE,DEA1,1054449149.00
DE,DEA2,781941142.00
DE,DEA3,307806789.00
DE,DEA4,183009071.00
DE,DEA5,566108624.00
DE,DEB1,112301425.00
DE,DEB2,44991485.00
DE,DEB3,168208827.00
DE,DEC0,211641353.00
DE,DED2,1794380179.00
DE,DED4,1712929642.00
DE,DED5,967872800.00
DE,DEE0,1949479639.00
DE,DEF0,887807777.00
DE,DEG0,2547239035.00
DK,DK01,101855114.00
DK,DK02,72651519.00
DK,DK03,110850062.00
DK,DK04,85525169.00
DK,DK05,121088808.00
EE,EE00,3572872136.00
EL,EL30,3838790838.00
EL,EL41,1017643831.00
EL,EL42,562970451.00
EL,EL43,1127730749.00
EL,EL51,1580321684.00
EL,EL52,3412607177.00
EL,EL53,1224336774.00
EL,EL54,1986041057.00
EL,EL61,2600110635.00
EL,EL62,646521344.00
EL,EL63,2683290125.00
EL,EL64,1250300475.00
EL,EL65,3439307634.00
EL,ELZZ,47086474.00
ES,ES11,4794311979.00
ES,ES12,1241845165.00
ES,ES13,414946244.00
ES,ES21,1285830740.00
ES,ES22,315612533.00
ES,ES23,164083343.00
ES,ES24,811852257.00
ES,ES30,3732735205.00
ES,ES41,2500735645.00
ES,ES42,2629648451.00
ES,ES43,3171258370.00
ES,ES51,3747347926.00
ES,ES52,3622689350.00
ES,ES53,523021638.00
ES,ES61,15246899911.00
ES,ES62,1121835462.00
ES,ES63,111599476.00
ES,ES64,103745367.00
ES,ES70,2609421577.00
FI,FI19,586822136.72
FI,FI1B,205893153.17
FI,FI1C,417685103.85
FI,FI1D,1645786298.89
FI,FI20,1655212.36
FR,FR10,865959263.00
FR,FR21,299799779.00
FR,FR22,361415062.00
FR,FR23,423383494.00
FR,FR24,388260307.00
FR,FR25,330075696.00
FR,FR26,292039662.00
FR,FR30,1328106062.00
FR,FR41,450859403.00
FR,FR42,286584795.00
FR,FR43,266018669.00
FR,FR51,656789097.00
FR,FR52,481530214.00
FR,FR53,378083720.00
FR,FR61,680019779.00
FR,FR62,695628868.00
FR,FR63,217712268.00
FR,FR71,926064111.00
FR,FR72,376727817.00
FR,FR81,520972496.00
FR,FR82,408784575.00
FR,FR83,189924678.00
FR,FR91,733601348.00
FR,FR92,540877160.00
FR,FR93,444991495.00
FR,FR94,1903804922.00
HR,HR03,338598147.00
HR,HR04,477014032.00
HU,HU10,17639641422.00
HU,HU21,2381227207.00
HU,HU22,1927821931.00
HU,HU23,2331958349.00
HU,HU31,3230359314.00
HU,HU32,4705724281.00
HU,HU33,3912331343.00
IE,IE04,0.00
IE,IE05,0.00
IE,IE06,0.00
IT,ITC1,857313478.68
IT,ITC2,65502654.16
IT,ITC3,365896393.03
IT,ITC4,696877847.96
IT,ITF1,290924965.00
IT,ITF2,186274507.16
IT,ITF3,9563786283.76
IT,ITF4,6782793298.43
IT,ITF5,511315735.54
IT,ITF6,4147043481.41
IT,ITG1,5675499487.36
IT,ITG2,1188052881.66
IT,ITH1,90783289.95
IT,ITH2,110480911.07
IT,ITH3,684824569.80
IT,ITH4,223039933.44
IT,ITH5,519829794.29
IT,ITI1,1083896837.87
IT,ITI2,293413678.26
IT,ITI3,261615149.05
IT,ITI4,1187698401.80
LT,LT00,6752062223.00
LU,LU00,23622777.00
LV,LV00,4493771267.00
MT,MT00,833518548.00
NL,NL11,111361353.00
NL,NL12,51303861.00
NL,NL13,69225189.00
NL,NL21,91985830.00
NL,NL22,192829552.00
NL,NL23,49948188.00
NL,NL31,219552484.00
NL,NL32,260527706.00
NL,NL33,432433018.00
NL,NL34,30397790.00
NL,NL41,81706145.00
NL,NL42,67005698.00
PL,PL11,5281939062.86
PL,PL12,13103151238.84
PL,PL21,6017854290.88
PL,PL22,8010621146.34
PL,PL31,4612170603.93
PL,PL32,5433803514.42
PL,PL33,2588015867.00
PL,PL34,2600403019.92
PL,PL41,5553411104.35
PL,PL42,3425111077.29
PL,PL43,1987677897.80
PL,PL51,5869235328.54
PL,PL52,1712624755.07
PL,PL61,3216861494.07
PL,PL62,3837639947.15
PL,PL63,4958502872.37
PT,PT11,0.00
PT,PT15,0.00
PT,PT16,0.00
PT,PT17,0.00
PT,PT18,0.00
PT,PT20,0.00
PT,PT30,0.00
RO,RO11,2640108192.00
RO,RO12,3379893549.00
RO,RO21,2927429623.00
RO,RO22,2771297568.00
RO,RO31,2290088153.00
RO,RO32,4013258731.00
RO,RO41,1994555179.00
RO,RO42,2353193448.00
SE,SE11,40967516.00
SE,SE12,85132904.00
SE,SE21,69838327.00
SE,SE22,122751924.00
SE,SE23,120783211.00
SE,SE31,215236588.00
SE,SE32,201082405.00
SE,SE33,279706031.00
SI,SI03,2517561218.00
SI,SI04,2058565647.00
SK,SK01,1330784613.00
SK,SK02,3320563359.00
SK,SK03,3382520806.00
SK,SK04,3179970640.00
UK,UKC1,81264928.00
UK,UKC2,253875206.00
UK,UKD1,44887941.00
UK,UKD3,383504584.00
UK,UKD4,127049418.00
UK,UKD6,138444742.00
UK,UKD7,355769092.00
UK,UKE1,95084527.00
UK,UKE2,79503977.00
UK,UKE3,377637913.00
UK,UKE4,277543080.00
UK,UKF1,371866592.00
UK,UKF2,119476173.00
UK,UKF3,32668051.00
UK,UKG1,28945368.00
UK,UKG2,80167012.00
UK,UKG3,818784456.00
UK,UKH1,159637854.00
UK,UKH2,92997034.00
UK,UKH3,39115212.00
UK,UKI1,896165655.00
UK,UKI2,182781491.00
UK,UKJ1,69477610.00
UK,UKJ2,111207216.00
UK,UKJ3,28385755.00
UK,UKJ4,55050226.00
UK,UKK1,105121641.00
UK,UKK2,25106768.00
UK,UKK3,474451553.00
UK,UKK4,38229177.00
UK,UKL1,1229312697.00
UK,UKL2,426041545.00
UK,UKM2,209732061.00
UK,UKM3,224497454.00
UK,UKM5,33858104.00
UK,UKM6,155220237.00
UK,UKN0,782511161.00
