NUTS_3_2013_CODE;NUTS_3_2010_CODE;LAU1_NAT_CODE;LAU2_NAT_CODE;CHANGE;NAME_1;NAME_2_LAT;POP;AREA;DEGURBA
FR102;FR102;7704;77342;no;Obsonville;Obsonville;103;7080000;3
FR102;FR102;7704;77458;no;Souppes-sur-Loing;Souppes-sur-Loing;5 561;27630000;3
FR102;FR102;7705;77034;no;Blandy;Blandy;760;13990000;3
FR102;FR102;7705;77096;no;Chartrettes;Chartrettes;2 556;10100000;2
FR102;FR102;7705;77100;no;Le Châtelet-en-Brie;Le Châtelet-en-Brie;4 416;22710000;3
FR102;FR102;7705;77103;no;Châtillon-la-Borde;Châtillon-la-Borde;218;7250000;3
FR102;FR102;7705;77164;no;Échouboulains;Échouboulains;512;20910000;3
FR102;FR102;7705;77165;no;Les Écrennes;Les Écrennes;612;18540000;3
FR102;FR102;7705;77179;no;Féricy;Féricy;593;9330000;3
FR102;FR102;7705;77188;no;Fontaine-le-Port;Fontaine-le-Port;938;7890000;3
FR102;FR102;7705;77266;no;Machault;Machault;722;16280000;3
FR102;FR102;7705;77295;no;Moisenay;Moisenay;1 194;8720000;3
FR102;FR102;7705;77354;no;Pamfou;Pamfou;930;10410000;3
FR102;FR102;7705;77453;no;Sivry-Courtry;Sivry-Courtry;1 016;22470000;3
FR102;FR102;7705;77480;no;Valence-en-Brie;Valence-en-Brie;911;11030000;3
FR102;FR102;7706;77005;no;Annet-sur-Marne;Annet-sur-Marne;3 239;13190000;3
FR102;FR102;7706;77118;no;Claye-Souilly;Claye-Souilly;11 026;15070000;2
FR102;FR102;7706;77139;no;Courtry;Courtry;6 156;4160000;1
FR102;FR102;7706;77363;no;Le Pin;Le Pin;1 183;6700000;3
FR102;FR102;7706;77514;no;Villeparisis;Villeparisis;24 122;8290000;2
FR102;FR102;7706;77517;no;Villevaudé;Villevaudé;1 731;9980000;3
FR102;FR102;7707;77013;no;Aulnoy;Aulnoy;386;14250000;3
FR102;FR102;7707;77028;no;Beautheil;Beautheil;712;18370000;3
FR102;FR102;7707;77042;no;Boissy-le-Châtel;Boissy-le-Châtel;3 110;9950000;3
FR102;FR102;7707;77063;no;La Celle-sur-Morin;La Celle-sur-Morin;1 267;7260000;3
