"query_country_code","lau1_code","sum"
FR,FR103_7814,7842720
FR,FR301_5927,7830743
HR,HR037,7824396
DE,DED42_145210550,7805040
DE,DE931_33515404,7798791
FR,FR301_5954,7781904
BE,BE231,7776960
DE,DE80E_130585825,7775428
DE,DE80D_130575715,7774819
BG,HKV32,7771483
FR,FR717_7397,7752190
FR,FR301_5951,7741829
FR,FR920_97205,7735210
DE,DE40E_12069020,7732093
FR,FR104_9196,7713553
FR,FR263_7196,7704853
FR,FR612_3354,7702403
FR,FR301_5948,7689484
UK,S30000027,7688034
UK,E07000164,7684732
FR,FR920_97221,7684465
FR,FR714_3855,7683241
DE,DEC04_100440115,7682873
UK,E07000168,7675803
PT,PT186_1211,7654297
DE,DED42_145210260,7638588
DE,DED45_145245111,7621152
GR,EL422_5901,7614440
GR,EL526_1203,7598249
DE,DE141_8415014,7596828
FR,FR421_6722,7584362
GR,EL652_4204,7580627
FR,FR301_5923,7562411
DE,DEE0D_150900225,7556920
DE,DEG0D_160685002,7531859
FR,FR716_6946,7530145
FR,FR832_2B17,7529436
DE,DED2E_146270180,7525935
DE,DEA1F_5170024,7522898
FR,FR413_5747,7507143
DE,DE11C_81355002,7505393
FR,FR613_4097,7503062
DE,DE807_13051004,7463160
UK,E06000051,7461260
BG,BLG13,7456617
FR,FR612_3319,7436488
FR,FR920_97230,7415389
UK,E07000138,7397808
DE,DE235_93720137,7393656
FR,FR612_3323,7389589
DE,DEA5B_5974028,7384876
FR,FR302_6292,7369652
DE,DEC03_100430114,7361539
DE,DE40G_120715101,7354535
UK,E07000105,7345898
DE,DEE0C_150890195,7331300
UK,E07000229,7303606
FR,FR532_1797,7299897
DE,DE279_97750152,7299522
BG,VTR26,7298717
FR,FR523_3553,7297145
PT,PT150_802,7295179
FR,FR302_6206,7291996
FR,FR244_3714,7282088
DE,DE40D_120680117,7278705
DE,DEA1E_5166032,7270481
FR,FR813_3448,7270223
DE,DE406_120615112,7269540
IE,IE024_3,7269310
DE,DED2D_146260310,7266972
FR,FR106_9331,7259273
FR,FR623_3114,7236617
FR,FR301_5945,7231523
FR,FR611_2497,7228080
FR,FR301_5996,7214937
BG,VTR31,7211970
FR,FR301_5955,7211470
DE,DEA58_5962004,7210935
FR,FR623_3150,7203389
DE,DED42_145215138,7201174
BG,SFO25,7199791
FR,FR301_5964,7195575
DE,DE915_3152012,7194485
BG,HKV17,7192911
GR,EL412_5401,7158819
DE,DED53_147300230,7153868
DE,DE40A_120650144,7146503
FR,FR242_2899,7131279
FR,FR301_5937,7123338
UK,E07000120,7113637
PT,PT16G_1822,7112676
FR,FR108_9598,7107506
GR,EL307_5206,7094023
FR,FR104_9122,7091497
DE,DE22B_92780148,7085366
DE,DEE0A_150875052,7075804
DE,DED2F_146280160,7075310
FR,FR824_1327,7072202
IE,IE011_6,7070659
FR,FR812_3007,7067121
UK,E07000127,7065861
UK,E07000114,7063012
DE,DED2C_146255231,7055192
BG,SHU19,7053965
FR,FR103_7828,7053619
DE,DE809_13053087,7053614
DE,DE80G_130605023,7047870
FR,FR910_97134,7047744
UK,S30000018,7045790
DE,DED43_145225102,7043663
FR,FR612_3320,7039863
FR,FR714_3845,7037927
PT,PT186_1205,7031397
GR,EL651_4005,7026439
UK,E07000011,7026011
DE,DEB18_7138045,7020718
FR,FR632_2398,7005020
UK,E07000243,7004832
FR,FR107_9499,6992548
PT,PT170_1502,6989987
FR,FR716_6939,6982513
PT,PT16E_606,6962818
DE,DE125_8221000,6946307
DE,DE934_33545403,6944667
FR,FR612_3327,6938960
IE,IE025_3,6936108
FR,FR622_1298,6934727
DE,DEG06_160615004,6929529
DE,DE405_120600269,6924411
FR,FR302_6236,6921774
FR,FR242_2897,6920978
FR,FR301_5978,6913362
DE,DEA5B_5974040,6912310
DE,DEG0A_160655001,6909495
PT,PT16H_506,6908499
DE,DEG0K_16075098,6907827
FR,FR718_7499,6900757
DE,DE239_93760141,6897751
DE,DED42_145215116,6895359
DE,DE93B_3361006,6890224
DE,DE40A_120650356,6881661
DE,DE80C_130565620,6881621
FR,FR105_9291,6879233
DE,DEG0L_160765051,6877998
FR,FR612_3349,6873436
IE,IE023_2,6862751
FR,FR246_4535,6856639
FR,FR302_6259,6854685
FR,FR615_6491,6847951
FR,FR251_1447,6846853
FR,FR623_3118,6844212
FR,FR106_9306,6828535
FR,FR302_6201,6824639
DE,DED2E_146270100,6816017
DE,DE80B_130555517,6815131
DE,DEF0E_10615189,6815046
DE,DE916_31535402,6813079
DE,DEG0H_160725051,6809346
FR,FR633_8737,6801129
FR,FR301_5922,6777576
DE,DEA1F_5170048,6766011
FR,FR106_9397,6749473
NL,NL133,6746326
FR,FR712_714,6745147
FR,FR301_5991,6741125
DE,DEE08_150840235,6725498
UK,UKI2203,6725264
DE,DE725_6535011,6723240
DE,DE237_93745326,6721894
UK,E07000026,6709185
FR,FR232_7636,6696943
DE,DE933_3353040,6696831
UK,UKI2307,6694991
LT,LT008_74,6687389
UK,E06000013,6685651
FR,FR104_9125,6666521
DE,DED2C_146250430,6666509
GR,EL421_6903,6652466
BG,VRC31,6637708
FR,FR613_4021,6629164
DE,DEG0D_160685006,6627676
FR,FR301_5946,6613448
FR,FR511_4406,6611516
GR,EL422_6802,6601641
UK,E06000032,6581907
FR,FR623_3143,6578758
DE,DE40G_12071076,6570510
PT,PT16B_1112,6561777
DE,DE239_93760147,6560663
FR,FR106_9310,6555365
NL,NL422,6552843
GR,EL511_304,6529887
IE,IE024_2,6526481
UK,UKI2107,6517830
UK,S30000036,6511900
FR,FR252_5015,6499021
UK,E07000188,6490818
FR,FR724_6357,6484123
DE,DED2E_146270360,6478706
DE,DE40E_120690306,6473210
DE,DE807_130515112,6466052
DE,DEE0A_150875051,6461147
PT,PT200_4901,6447724
GR,EL633_3904,6446408
PT,PT16F_1007,6435641
BG,VAR16,6434185
FR,FR940_97403,6432457
FR,FR211_815,6427901
DE,DED43_145220260,6423340
DE,DE40G_120715102,6415118
DE,DE939_3359010,6409781
BG,KRZ35,6407795
DE,DED2C_146255207,6388316
FI,FI197_61,6386576
BG,SML10,6381555
DE,DED42_145215115,6378525
DE,DED2F_14628060,6376907
FR,FR623_3148,6369336
FR,FR716_6908,6364812
DE,DED43_14522050,6339360
UK,UKI2305,6339309
FR,FR301_5969,6336469
BG,SFO09,6336098
FR,FR302_6221,6327523
FR,FR432_3997,6319562
PT,PT186_1206,6315065
FR,FR251_1406,6311153
DE,DE243_9463000,6305855
FR,FR301_5918,6301444
PT,PT16I_510,6300113
FR,FR623_3149,6299236
FR,FR301_5957,6295767
GR,EL542_2003,6295187
FR,FR301_5907,6291153
BG,SML38,6288369
DE,DE408_120630244,6282336
DE,DE932_33525402,6281391
BG,MON12,6264521
DE,DEE0D_150905051,6264326
FR,FR411_5433,6248617
FR,FR252_5095,6242496
FR,FR302_6271,6233893
DE,DED42_145210560,6232197
PT,PT11D_1812,6225697
DE,DED42_145210530,6223410
DE,DE80A_130545418,6213945
FR,FR302_6273,6212609
DE,DEE0E_15091241,6203556
DK,DK032_561,6203130
FR,FR421_6709,6194184
FR,FR920_97215,6193833
DE,DEA5C_5978020,6189941
GR,EL522_703,6179341
FR,FR534_8697,6168464
BG,KRZ02,6148267
NL,NL111,6146497
FR,FR622_1297,6140429
FR,FR824_1308,6138389
DE,DEA42_5754008,6134677
NL,NL224,6134489
FR,FR716_6926,6130082
PT,PT150_809,6129316
DE,DED2C_146255212,6126053
DE,DE807_130515121,6124469
BG,PVN21,6118469
UK,E07000148,6116533
DE,DE735_6634013,6116142
DE,DE40H_12072017,6115475
DE,DEB25_72355006,6114382
BE,BE343,6112189
FR,FR302_6256,6109961
BG,GAB12,6108787
UK,UKI2205,6108111
FR,FR627_8113,6104864
DE,DEB36_7316000,6094599
FR,FR513_5332,6090076
FR,FR716_6925,6086680
DE,DEF0B_1058043,6082586
DE,DED42_145210200,6081023
FR,FR301_5966,6068808
DE,DEA38_5570044,6063275
DE,DEA56_5954028,6062093
GR,EL307_5204,6058002
FR,FR626_6598,6045509
FR,FR263_7197,6043512
FR,FR301_5974,6042292
GR,EL422_7001,6040129
DE,DEF05_10515175,6024890
DE,DEG0F_16070048,6011622
FR,FR232_7694,6010866
UK,E06000001,6009890
IE,IE022_2,6005802
DE,DE142_8416041,5997718
FR,FR631_1999,5993155
DE,DE40A_120650332,5971173
BE,BE236,5965082
DE,DE23A_93770146,5962388
FR,FR262_5832,5962008
DE,DEA36_5562024,5957341
DE,DEG0J_160745052,5952716
FR,FR231_2799,5952618
FR,FR624_3299,5948545
FR,FR523_3547,5944702
FR,FR623_3152,5939713
DE,DEB37_7317000,5939408
FR,FR716_6944,5932249
DE,DE40D_120680468,5919936
BG,PVN08,5918143
GR,EL422_6003,5916894
FR,FR107_9495,5915114
UK,E06000008,5912899
FR,FR232_7637,5904875
FI,FI1B1_14,5901229
DE,DE808_130525222,5895839
BG,SFO47,5874125
DE,DEG09_160645009,5873893
DE,DEF0F_1062004,5868732
BE,BE255,5867517
BE,BE353,5864194
FR,FR823_602,5863531
DE,DE24D_94790152,5846824
DE,DE71D_6439004,5846519
BG,VAR14,5841783
FR,FR625_4699,5839185
DE,DE80I_130625216,5823009
DE,DE71B_6437006,5822505
UK,S30000028,5820916
FR,FR713_2697,5818738
DE,DEA37_5566092,5806959
DE,DE23A_93775351,5802499
DE,DE938_33585403,5784917
BE,BE336,5777334
DK,DK031_479,5774642
FR,FR106_9324,5761225
UK,E06000056,5756817
BG,SFO16,5738440
DE,DE40E_120690656,5737155
BG,HKV29,5736355
DE,DEF0E_10615179,5735953
DE,DE409_120640428,5727251
FR,FR920_97229,5722277
BG,BLG53,5721680
FR,FR724_6317,5720562
DE,DEA28_5366036,5713381
DE,DEA44_5762016,5711468
DE,DEG0B_16066094,5696466
DE,DEA36_5562012,5693899
FR,FR813_3418,5691436
DE,DED43_145220250,5688709
BE,BE334,5681779
FR,FR213_5105,5680822
DE,DEG0H_16072022,5669835
FR,FR623_3121,5669734
BG,LOV38,5666359
DE,DE71D_6439015,5660330
DE,DE719_6435029,5658244
FR,FR621_999,5657231
DE,DE225_92720120,5638225
FR,FR413_5739,5637971
GR,EL526_1202,5629232
FR,FR411_5439,5618935
DE,DE80A_13054043,5618420
FR,FR413_5738,5617011
DE,DEG0P_160635006,5616209
DE,DE251_9561000,5611999
FR,FR615_6445,5607550
DE,DEG0A_160655002,5605108
IE,IE012_4,5603670
DE,DE23A_93770154,5601638
DE,DED42_145210370,5599425
FR,FR724_6330,5598465
DE,DE71A_6436007,5593297
BG,PDV42,5591440
FR,FR511_4457,5586066
DE,DE808_130525224,5577090
UK,E06000044,5576670
DE,DE80I_13062059,5575230
UK,E06000025,5572393
BG,PAZ04,5564212
FR,FR232_7641,5562804
FR,FR106_9393,5562671
FR,FR623_3115,5562596
DE,DED42_145215103,5556502
DE,DEE09_15085055,5555910
DE,DE239_93765342,5553244
DE,DED53_147300300,5552269
DE,DEA1C_5158020,5537131
DE,DE80I_13062043,5537069
FR,FR232_7607,5532231
IE,IE023_1,5531123
DE,DEG0M_16077032,5526990
FR,FR623_3111,5525536
BG,RSE13,5525466
DE,DE141_8415061,5523773
DE,DE40B_120660176,5516251
BG,SML18,5509613
DE,DE406_120610320,5505574
BG,VAR01,5504755
BG,KRZ08,5493527
DE,DEA1F_5170008,5487724
DE,DE23A_93775347,5486665
FR,FR615_6419,5472574
DE,DEE08_150840130,5471025
FR,FR910_97143,5470694
DE,DEG0K_160755011,5470139
IE,IE013_3,5469242
DE,DE932_33525407,5465460
BG,KNL41,5464607
FR,FR632_2325,5457876
DE,DED2F_146285209,5448150
FR,FR262_5803,5440217
FR,FR302_6246,5439600
IE,IE024_4,5437887
DE,DEF07_10545488,5436722
DE,DEA1C_5158026,5430087
FR,FR232_7661,5412711
FR,FR611_2434,5409317
UK,E07000141,5407661
FR,FR814_4899,5401647
FR,FR302_6238,5401447
DE,DEF08_1055004,5400427
DE,DEF0C_10590183,5394958
DE,DED45_145240320,5392380
UK,E06000029,5389527
DE,DEG0M_16077036,5387539
BG,PVN23,5386802
FR,FR714_3844,5381270
FR,FR232_7692,5379078
FR,FR623_3144,5375488
FR,FR301_5910,5371972
DE,DEB3G_73365005,5371617
BG,SFO59,5370592
DE,DED2E_146270170,5364503
DE,DED2F_146285219,5352010
DE,DEF09_1056039,5350709
DE,DED42_14521150,5348787
FR,FR920_97236,5337703
DE,DE40B_120660112,5337201
DE,DEF05_10515169,5337097
DE,DEE08_15084315,5333984
DE,DED2F_146285201,5332894
UK,UKI2106,5328800
DE,DE40A_12065084,5327690
FR,FR824_1330,5323294
DE,DEA36_5562016,5321069
GR,EL526_1206,5321042
DE,DEF08_1055012,5313281
FR,FR612_3357,5312777
DE,DEE04_150815051,5311076
BG,SHU18,5311015
DE,DED2D_146265203,5308298
FR,FR411_5407,5303272
UK,E08000002,5301692
DE,DEE08_150845051,5300423
FR,FR615_6434,5285144
FR,FR930_97311,5277210
FR,FR301_5977,5271969
FR,FR222_6011,5269165
FR,FR920_97218,5268632
FR,FR221_297,5259901
FR,FR232_7606,5246045
DE,DEG0D_16068058,5243144
DE,DED43_145225127,5242270
DE,DEE07_15083040,5241472
DE,DEG0M_160775009,5235744
DE,DE143_84175001,5227741
FR,FR813_3447,5220899
FR,FR512_4923,5218476
DE,DE24D_94790112,5218088
DE,DE80E_130585828,5215155
FR,FR714_3824,5206165
FR,FR413_5702,5203113
DE,DEG0B_16066047,5194402
GR,EL541_1902,5187233
DE,DEF08_1055033,5187104
UK,S30000041,5183068
FR,FR106_9339,5176418
DE,DED42_145210500,5174099
DE,DE808_13052018,5167982
FR,FR831_2A73,5159898
FR,FR524_5626,5158896
DE,DE138_83355004,5158019
DE,DEF07_10540168,5151905
FR,FR263_7112,5142534
FR,FR261_2114,5133522
FR,FR523_3596,5129858
FR,FR812_3023,5128744
DE,DEA45_5766016,5128518
BG,RSE33,5123764
DE,DEG0B_160665008,5123548
DE,DEG0P_160635001,5122847
UK,E08000008,5122348
GR,EL543_1808,5121079
UK,E06000005,5116240
FR,FR812_3046,5116196
FR,FR232_7621,5112190
UK,S30000037,5110971
FR,FR714_3899,5102010
DK,DK022_370,5100788
DE,DEE0A_15087412,5090573
DE,DE40C_120675707,5090477
DE,DE40A_120650251,5089690
DE,DED2F_146280410,5080131
DE,DEE07_150835053,5073471
UK,S30000010,5070534
FR,FR613_4023,5061169
FR,FR223_8033,5053368
DE,DEE09_15085228,5053295
FR,FR103_7824,5053197
DE,DEG0B_160665051,5046824
FR,FR264_8998,5046224
DE,DED52_147295307,5045325
DE,DE725_6535001,5045198
DE,DE276_97720223,5041156
DE,DE40H_120720169,5039708
FR,FR511_4407,5025609
FR,FR711_198,5025042
DE,DEF0A_1057057,5020514
DE,DEG0G_160715012,5012408
FR,FR721_399,5010926
FR,FR241_1899,5010851
IE,IE023_4,5007559
DE,DE134_83175007,5005406
UK,E06000002,5001911
FR,FR910_97109,5001855
BG,HKV11,4996361
FR,FR715_4231,4995742
BG,VRC21,4992732
UK,E07000122,4984605
FR,FR831_2A40,4982094
FR,FR302_6219,4965957
FR,FR813_3444,4965696
FR,FR264_8999,4965650
DE,DE808_130525223,4959767
FR,FR511_4435,4954811
DK,DK022_316,4939406
DE,DE211_9161000,4932143
FR,FR302_6244,4930440
FR,FR411_5443,4928622
FR,FR302_6257,4918017
FR,FR433_7096,4915717
BG,RSE08,4913947
DE,DEE0A_15087220,4911824
DE,DEF0C_10595940,4908741
GR,EL413_5702,4904775
DE,DEE04_15081280,4904257
FR,FR524_5642,4903856
DE,DE139_83365001,4891396
DE,DEG0J_160745015,4880316
DE,DED2C_146250380,4878174
UK,E07000196,4875942
FR,FR716_6938,4873322
UK,E06000004,4872887
DE,DEG0C_160675006,4863693
UK,E07000066,4860835
FR,FR714_3810,4860387
DE,DEE0A_15087165,4859219
FR,FR611_2496,4852038
FR,FR718_7433,4849868
DE,DED44_145235112,4849379
DE,DE40I_120735310,4838931
FR,FR533_7904,4837027
DE,DE937_33575404,4836441
FR,FR626_6511,4834410
FR,FR718_7408,4827050
DE,DE718_6434007,4826725
DE,DEG06_160615001,4825474
BG,VAR26,4824328
DE,DEA5C_5978032,4823529
DE,DEE09_15085230,4819525
FR,FR232_7648,4814729
DE,DEF09_1056015,4814345
DE,DE80E_130585822,4809057
FR,FR301_5972,4804167
FR,FR301_5947,4801459
DE,DE943_3403000,4799893
FR,FR301_5914,4793032
DE,DEA58_5962052,4790981
DE,DED2D_146265502,4788166
DE,DEE08_150845053,4787437
UK,E07000169,4786329
DE,DEF0C_10595993,4784918
FR,FR824_1396,4783180
FR,FR822_599,4777594
DE,DE408_120635302,4775305
DE,DED2C_146255218,4774790
FR,FR514_7227,4773007
IE,IE024_1,4771571
FR,FR212_1096,4767787
GR,EL421_6106,4764545
FR,FR532_1799,4755895
DE,DEG06_160615003,4755230
DE,DE27A_97760117,4754223
NL,NL122,4753036
FR,FR714_3840,4750823
DE,DEA45_5766020,4743478
DE,DE40A_120650198,4740328
FR,FR421_6714,4739640
BG,MON11,4738792
DE,DE933_33535401,4738723
FR,FR301_5985,4733007
FR,FR302_6269,4730560
DE,DE40E_12069017,4724924
FR,FR432_3996,4722041
FR,FR614_4797,4714642
FR,FR832_2B09,4714174
FR,FR106_9305,4711543
LT,LT003_23,4710869
IE,IE011_5,4710018
FR,FR940_97406,4708938
FR,FR812_3016,4702552
DK,DK021_259,4693665
BG,VRC32,4693358
FR,FR105_9299,4692484
DE,DE807_13051042,4691466
FR,FR930_97306,4688995
IE,IE011_4,4683655
UK,UKI2304,4670084
FR,FR524_5640,4668601
FR,FR515_8524,4668443
UK,E07000032,4668097
DE,DEF08_1055046,4668041
FR,FR422_6809,4665955
FR,FR930_97315,4665549
BG,BLG52,4659782
DE,DE80C_130565619,4657868
DE,DEC04_100440112,4655725
UK,E07000030,4650959
FR,FR621_907,4650529
FR,FR613_4013,4647039
DK,DK022_390,4645233
FR,FR232_7667,4644348
DE,DE40A_120655502,4641754
FR,FR232_7666,4640399
HU,HU223_5008,4631962
DE,DEG0L_160765006,4629723
DK,DK041_760,4629549
FR,FR713_2696,4626041
DE,DED43_145225136,4623179
FR,FR511_4446,4611939
FR,FR301_5909,4607861
FR,FR413_5798,4602662
GR,EL422_6302,4602547
FR,FR511_4410,4598295
FR,FR411_5424,4594450
FI,FI195_151,4586943
FR,FR221_217,4584543
FR,FR232_7633,4584486
DE,DE21M_91890155,4583519
FR,FR102_7719,4583150
DK,DK50_860,4581696
DE,DE409_120640380,4567324
FR,FR910_97133,4564553
BG,PDV40,4564248
BG,PER51,4561534
FR,FR910_97135,4561080
BG,SFO10,4559932
DE,DEC05_100450117,4558947
DE,DED2D_146265214,4549825
FR,FR432_3919,4545212
FR,FR613_4025,4538318
UK,E07000128,4537325
FR,FR721_334,4537022
FR,FR831_2A06,4533799
FR,FR813_3449,4532125
DE,DE932_3352030,4528685
DE,DEA5B_5974044,4526430
DE,DEE0D_150900415,4525870
FR,FR431_2520,4524176
DE,DED45_145240200,4519630
BG,RAZ11,4515406
DE,DED44_145235117,4511411
UK,E07000134,4509782
DE,DED2E_146275225,4509244
AT,AT321,4507081
DE,DEG0G_160715008,4483351
DE,DE80G_130605022,4476949
DE,DE406_12061020,4469671
FR,FR511_4431,4469361
DE,DED52_147295301,4462797
DE,DE40C_120670440,4462207
FR,FR716_6951,4461398
FR,FR302_6237,4455330
DE,DEG0P_16063097,4438065
FR,FR812_3040,4435360
FR,FR253_6115,4432924
DE,DED44_145235137,4432902
BG,SHU10,4424533
FR,FR716_6952,4419369
GR,EL542_2002,4411985
FR,FR723_4329,4411724
FR,FR421_6743,4409010
DE,DE80A_130545414,4408850
FR,FR251_1446,4408104
DE,DE24B_94770142,4406462
DE,DEE07_15083411,4398422
DE,DEG07_160625052,4396853
DE,DEE05_15082377,4396347
FR,FR106_9394,4395551
DE,DE22C_92790122,4393364
DE,DE737_6636016,4382271
FR,FR524_5602,4379336
DE,DEG06_160615013,4379005
UK,E08000005,4378921
BG,VRC28,4378192
FR,FR532_1746,4377217
UK,S30000014,4371480
DE,DEA36_5562008,4364918
DE,DEA37_5566012,4363479
DE,DE80D_13057097,4362550
FR,FR421_6703,4361997
BG,VTR13,4358528
FR,FR812_3009,4353637
FR,FR302_6233,4351238
FR,FR716_6903,4350708
DE,DE736_6635002,4350500
FR,FR232_7693,4350008
BG,SZR38,4339117
UK,E07000143,4338787
DE,DEG06_160615006,4323803
FR,FR524_5628,4322752
FR,FR422_6831,4322205
BG,JAM03,4322154
FR,FR222_6020,4321167
FR,FR823_694,4320086
UK,E07000219,4319869
DE,DE40A_120650225,4313353
FR,FR920_97204,4311347
FR,FR723_4399,4307633
FR,FR432_3926,4302197
DE,DED43_145220240,4299374
FR,FR413_5711,4299286
FR,FR625_4698,4295796
FR,FR724_6399,4294048
DE,DED2E_146275210,4286328
DE,DEF0D_1060005,4285961
FR,FR413_5730,4283875
DE,DED42_14521170,4281510
FR,FR232_7616,4278770
BE,BE253,4275904
FR,FR716_6940,4271646
FR,FR930_97301,4269041
DE,DED45_145240230,4263820
FR,FR815_6603,4262619
FR,FR251_1428,4258825
GR,EL644_2702,4253375
UK,E06000045,4252275
FR,FR302_6203,4250274
DE,DED43_145220300,4250250
DE,DE736_6635011,4250021
UK,E07000071,4249678
FR,FR711_199,4249388
BG,SHU25,4249062
UK,E07000137,4245586
DE,DEE0E_15091160,4241811
DE,DED43_145225108,4236724
DE,DED42_145215405,4229351
FR,FR302_6272,4227041
BG,LOV36,4226501
PT,PT150_803,4225011
UK,E06000027,4223179
FR,FR511_4409,4215298
FR,FR264_8930,4214430
FR,FR714_3834,4214254
FR,FR716_6943,4212066
FR,FR712_703,4211014
FR,FR714_3809,4210680
UK,E07000029,4209270
FR,FR414_8825,4208939
BG,TGV23,4206960
FR,FR831_2A48,4205905
GR,EL533_1703,4201042
FR,FR521_2228,4199449
FR,FR251_1414,4199314
DE,DE229_92760117,4195103
DE,DE214_91710111,4192515
BG,PAZ06,4191268
DE,DED43_145220330,4183990
FR,FR714_3850,4183748
FR,FR251_1434,4180591
PT,PT184_204,4173051
DE,DE118_81255004,4172895
FR,FR413_5704,4172771
FR,FR718_7496,4172088
UK,E06000019,4169933
FR,FR211_835,4169684
DE,DE26B_96780174,4155784
FR,FR302_6275,4153262
FR,FR812_3001,4151813
FR,FR251_1435,4151301
FR,FR534_8613,4150279
FR,FR413_5733,4148817
FR,FR812_3032,4148194
DE,DEG0I_16073042,4147594
DE,DED2D_146265503,4143435
DE,DE409_120640227,4143007
DE,DE237_93745327,4142464
BG,PAZ14,4138334
FR,FR811_1120,4136326
FR,FR106_9312,4135310
UK,E07000118,4134720
FR,FR532_1737,4133981
DE,DED45_14524020,4127172
FR,FR231_2727,4125457
FR,FR422_6803,4121261
DE,DEA46_5770008,4116108
FR,FR413_5721,4114282
FR,FR724_6323,4110915
DE,DEA37_5566076,4109749
DE,DE23A_93770116,4104288
FR,FR413_5750,4103493
FR,FR612_3322,4099447
DE,DE245_94715401,4099298
DE,DED2D_146265228,4096019
DE,DEE0E_15091060,4092809
BG,PAZ32,4089325
FR,FR715_4297,4088346
FR,FR511_4413,4087811
DE,DE937_3357051,4086921
FR,FR302_6217,4084052
DE,DEF05_10515172,4076911
DE,DEE0B_15088295,4061534
DE,DEE07_150835054,4058993
DE,DE237_93745323,4058449
DE,DE938_3358004,4057149
FR,FR724_6358,4056901
FR,FR511_4450,4054457
DE,DED2C_146250120,4049663
DE,DE40I_120735306,4048179
FR,FR212_1017,4046647
BE,BE345,4035725
DE,DE21H_91840130,4035448
FR,FR715_4208,4034695
FR,FR522_2938,4030117
AT,AT331,4019567
FR,FR411_5425,4019395
DE,DE40F_120700173,4019189
DE,DE80D_130575719,4019175
DE,DEA58_5962036,4017236
DE,DEG0J_16074044,4015898
FR,FR514_7240,4013827
DE,DE80D_130575726,4013642
FR,FR623_3130,4012614
FR,FR511_4454,4011401
FR,FR414_8823,4010480
FR,FR832_2B45,4010239
DE,DEF0A_10575755,4007594
FR,FR413_5742,4007416
FR,FR826_8413,4003809
DE,DEG0H_16072012,3995585
FR,FR421_6705,3994811
BG,HKV30,3994652
FR,FR301_5987,3992482
DE,DE11D_81365007,3991935
BG,PVN27,3990627
FR,FR712_719,3976288
DE,DEG0L_16076091,3975671
FR,FR222_6029,3974071
FR,FR261_2109,3972465
FR,FR714_3823,3971615
DE,DE809_130535311,3970929
DE,DE149_84375004,3966219
FR,FR413_5720,3965890
FR,FR421_6724,3964718
DE,DED43_145225113,3959475
DE,DEA43_5758012,3958614
FR,FR211_818,3957657
FR,FR512_4916,3957082
FR,FR715_4298,3956908
DE,DEA5B_5974008,3954363
FR,FR301_5915,3954005
FR,FR522_2939,3950953
FR,FR413_5751,3950481
FR,FR714_3856,3950159
FR,FR533_7907,3949781
FR,FR411_5440,3948123
FR,FR723_4326,3945145
DE,DE80C_130565618,3944086
FR,FR302_6268,3942280
FR,FR232_7613,3941969
FR,FR910_97107,3937137
DE,DEG0C_160675003,3935986
FR,FR411_5435,3934795
FR,FR107_9420,3931118
DE,DEG0K_16075062,3926505
DE,DEG0J_160745005,3925809
FR,FR103_7816,3920465
DE,DE80E_130585829,3919993
DE,DED2D_146265227,3919371
DE,DEE07_150835051,3917827
FR,FR411_5442,3916384
FR,FR231_2718,3916247
DE,DE137_83275006,3909855
FR,FR223_8040,3909556
DE,DE40I_120730572,3907498
DE,DEA57_5958032,3905401
FR,FR511_4430,3905257
DE,DED52_147290140,3904036
FR,FR615_6423,3904020
FR,FR411_5497,3902689
DE,DEC05_100450114,3901264
FR,FR523_3524,3898523
DK,DK031_430,3895397
FR,FR103_7833,3891022
DE,DE267_96740147,3886096
PT,PT16I_1417,3885041
DE,DED2F_146285239,3883465
FR,FR212_1028,3881868
BG,BLG28,3877978
UK,E06000030,3876827
DE,DEG0F_160705007,3876334
DE,DED52_147295308,3873432
FR,FR522_2951,3871476
DE,DED42_145210410,3871436
DE,DEG0M_16077056,3870822
DE,DE916_3153005,3868081
FR,FR232_7619,3867241
DE,DED42_14521050,3866969
BG,PDV07,3866309
DE,DEG0F_16070032,3865135
DK,DK032_575,3862725
FR,FR940_97426,3860402
FR,FR231_2732,3846495
FR,FR431_2535,3841956
FR,FR103_7813,3841590
GR,EL653_4303,3839691
FR,FR612_3338,3837022
DE,DED45_145240250,3836741
FR,FR302_6204,3835578
DE,DEG06_160615008,3835348
FR,FR910_97124,3834189
DE,DEC02_100420114,3829490
FR,FR718_7430,3826415
DE,DED43_145225126,3823005
DE,DE27D_97790131,3820186
DE,DED52_14729080,3816427
DE,DEG0C_16067019,3816096
FR,FR264_8919,3813363
FR,FR614_4715,3812204
DE,DEC02_100420113,3811785
FR,FR232_7639,3811127
FR,FR531_1630,3810202
DE,DED2F_14628050,3809236
DE,DED2C_146255501,3805444
FR,FR263_7107,3805309
UK,UKI2102,3795904
FR,FR301_5925,3791219
FR,FR627_8117,3789277
DE,DED42_145210160,3785623
DE,DED43_145220460,3785484
DE,DE279_97750135,3784090
FR,FR301_5901,3783973
DE,DEF07_10545494,3783789
FR,FR714_3841,3781156
FR,FR627_8112,3780054
FR,FR813_3414,3773435
FR,FR102_7799,3771795
DE,DEC06_100460117,3769293
FR,FR532_1721,3769076
FR,FR302_6245,3768091
DE,DE734_6633026,3764583
DE,DED42_145210670,3764039
FR,FR301_5908,3761122
GR,EL422_6301,3760362
DE,DED2F_146285240,3760174
FR,FR106_9325,3751956
DE,DED44_14523010,3747580
DE,DE268_96750141,3742242
UK,S30000022,3740955
DE,DEG0P_16063098,3740293
UK,E07000119,3737994
DE,DE236_93730112,3734225
FR,FR531_1697,3734001
