"query_country_code","lau2_code","sum"
ES,ES111_15016,7730566
PT,PT182_121206,7730240
ES,ES618_41082,7729527
ES,ES423_16133,7726506
PL,PL121_114251907,7726010
PL,PL345_320391209,7725122
DE,DEG0C_16067053,7721822
PT,PT16C_140115,7718840
PL,PL117_110191504,7718635
IT,ITG17_087037,7718294
IT,ITG17_087051,7716544
FR,FR104_91174,7713553
PL,PL214_212201402,7711974
PL,PL128_114272504,7710285
UK,UKI11_E05000641,7707841
ES,ES616_23025,7707225
IT,ITF45_075086,7706308
LV,LV005_0681801,7705820
PL,PL215_212220703,7705483
FR,FR263_71153,7704853
FR,FR107_94065,7704082
IT,ITF63_079087,7703466
GR,EL642_29010201,7703182
ES,ES618_41032,7702977
CZ,CZ032_559300,7702925
IT,ITF61_078132,7701330
HU,HU2481,7698637
PL,PL312_306100312,7695834
DE,DEG0K_16075009,7693464
IT,ITF35_065146,7692376
ES,ES532_07044,7692079
IT,ITF61_078154,7692067
AT,AT212_20305,7690739
UK,UKL17_W05000576,7686456
FR,FR920_97218,7684465
IT,ITF32_062022,7683388
ES,ES532_07022,7683174
DE,DEC04_10044115,7682873
ES,ES212_20071,7679970
SK,SK031_517950,7679761
HU,HU1301,7678846
ES,ES513_25217,7675947
SK,SK022_512885,7674973
CZ,CZ020_539244,7674611
PL,PL122_114262604,7671294
NL,NL322_0361,7669797
FR,FR301_59636,7668476
PT,PT111_161015,7668448
ES,ES616_23066,7666684
IT,ITF65_080054,7663706
RO,RO412_82617,7661388
ES,ES212_20059,7659884
FI,FI1D1_178,7650756
IT,ITF45_075021,7650560
PT,PT182_120303,7650109
PT,PT200_450203,7649774
ES,ES512_17160,7649632
BG,BG341_35033,7648931
GR,EL432_72010108,7648462
RO,RO412_82430,7646478
IT,ITF63_079127,7641212
ES,ES425_45199,7640487
IT,ITG26_091010,7640383
ES,ES300_28073,7639398
DE,DED42_14521260,7638588
LT,LT006_7115,7637892
FR,FR511_44103,7637643
ES,ES521_03041,7637437
PL,PL418_430612603,7636867
PL,PL122_114263308,7635338
ES,ES511_08022,7634347
LT,LT00A_8603,7634224
IT,ITG28_095006,7634071
HR,HR033_05207,7632537
PT,PT200_460104,7627435
RO,RO313_67167,7623766
IT,ITG17_087053,7621626
LT,LT004_3910,7620382
EE,EE001_0295,7617984
GR,EL652_42020203,7616606
LT,LT007_8715,7616295
PT,PT115_170903,7615595
HU,HU0231,7614895
SK,SK042_599972,7614269
IT,ITF65_080055,7609453
ES,ES114_36015,7608872
UK,UKM34_S31000611,7606392
BG,BG412_27303,7604899
EE,EE006_0770,7602836
FI,FI1C1_895,7602134
HU,HU3256,7599630
IT,ITG13_083003,7596956
DE,DE141_08415014,7596828
BG,BG314_37376,7596657
ES,ES612_11025,7595745
SK,SK022_514268,7595238
PT,PT113_030840,7588225
PL,PL615_604081202,7587319
FR,FR421_67447,7584362
GR,EL632_37040407,7582729
ES,ES620_30007,7582574
ES,ES114_36046,7581964
CZ,CZ053_580376,7581527
NL,NL341_0715,7580917
ES,ES617_29032,7579515
BG,BG313_37798,7578487
PL,PL312_306102006,7577592
PL,PL311_306091502,7577315
IT,ITF45_075010,7577172
FI,FI197_980,7575685
GR,EL527_13010401,7575099
PT,PT200_420403,7574387
PL,PL311_306091507,7573579
UK,UKL22_W05000854,7573283
SK,SK041_543578,7572725
ES,ES111_15093,7570172
PL,PL332_326530905,7569652
GR,EL543_18020101,7565388
IT,ITF45_075007,7563159
PT,PT115_131114,7557158
PT,PT200_430113,7556963
DE,DEE0D_15090225,7556920
PL,PL343_320371109,7555486
RO,RO316_130892,7553091
ES,ES611_04088,7552882
ES,ES425_45066,7549887
SI,SI023_201,7549579
IT,ITH35_027029,7548960
DE,DE937_03357018,7547330
BE,BE221_71016,7546433
GR,EL411_53010707,7546331
PL,PL516_502020906,7546035
PT,PT162_060508,7544809
HU,HU2695,7541894
BG,BG341_72151,7540965
IT,ITF65_080009,7539406
IT,ITF63_079130,7538835
IT,ITF32_062035,7537447
IT,ITF34_064078,7537268
PL,PL225_224441712,7535782
CZ,CZ020_541991,7534912
PL,PL516_502021102,7532691
RO,RO122_42101,7532616
GR,EL623_35010408,7531003
UK,UKD32_E05000657,7530970
FR,FR716_69256,7530145
FR,FR832_2B096,7529436
SI,SI014_151,7528599
PL,PL417_430591501,7527155
GR,EL524_10040101,7526822
DE,DED2E_14627180,7525935
ES,ES417_42094,7523869
GR,EL307_51040201,7523244
DE,DEA1F_05170024,7522898
PL,PL518_502041705,7522089
IT,ITI43_058032,7519420
PT,PT161_011706,7519220
ES,ES425_45205,7519103
RO,RO111_26975,7515255
PT,PT116_011302,7515081
PT,PT162_060327,7514682
ES,ES523_46019,7513954
ES,ES424_19024,7513471
IT,ITG18_088008,7513178
SI,SI012_028,7509070
IT,ITF45_075045,7508770
PL,PL224_224460403,7507139
PL,PL128_114270702,7504966
UK,UKI12_E05000537,7503219
FR,FR613_40088,7503062
CZ,CZ051_564117,7498143
RO,RO122_42058,7496283
SK,SK041_544213,7494111
GR,EL631_38030701,7491461
HU,HU1473,7490981
LT,LT001_3380,7490559
PL,PL416_430571806,7489261
RO,RO313_65681,7488264
UK,UKD43_E05005155,7486953
LT,LT007_8770,7484980
PT,PT16B_100110,7482299
ES,ES618_41098,7482040
BG,BG341_11538,7481678
PL,PL414_430580306,7481296
AT,AT213_20901,7480025
IT,ITF45_075069,7479985
PL,PL518_502041405,7476908
GR,EL305_49100201,7476368
IT,ITF35_065136,7476343
IT,ITF63_079142,7474818
SI,SI011_105,7472598
LT,LT007_9497,7472353
ES,ES523_46223,7472016
PT,PT185_141625,7471447
ES,ES612_11029,7471263
ES,ES511_08033,7466276
BG,BG412_67372,7465889
SK,SK041_524603,7465758
HU,HU0359,7464068
CZ,CZ080_598135,7463375
DE,DE807_13051004,7463160
GR,EL434_74010601,7462357
RO,RO226_178607,7461680
PT,PT162_060206,7460934
IT,ITF43_073020,7457765
ES,ES620_30011,7456647
IT,ITF31_061020,7454134
CZ,CZ041_554812,7453942
PT,PT169_050503,7453665
CZ,CZ051_561631,7450910
SK,SK031_518051,7450839
RO,RO122_40606,7449527
IT,ITC4C_015070,7448534
LT,LT002_4613,7448505
PL,PL422_432630905,7445956
PL,PL312_306102007,7445625
GR,EL305_49130201,7444125
PL,PL614_604071704,7443669
IT,ITI12_046033,7443292
ES,ES511_08156,7442501
ES,ES431_06080,7441953
RO,RO316_133090,7439579
PL,PL312_306100206,7438489
IT,ITF32_062012,7436196
ES,ES422_13019,7435750
ES,ES212_20009,7435492
PL,PL634_622401505,7433128
PT,PT184_020502,7432227
UK,UKD12_E05003163,7431574
SI,SI017_066,7430251
PL,PL411_430602804,7428438
CZ,CZ072_592081,7427283
RO,RO116_139884,7425383
ES,ES112_27039,7424800
SK,SK041_529133,7423627
PT,PT184_020510,7417118
FR,FR920_97226,7415389
IT,ITF34_064015,7413005
PL,PL522_516320504,7412259
PL,PL311_306091905,7411449
CZ,CZ020_534935,7409390
SK,SK041_525405,7406392
PT,PT111_160815,7406116
IT,ITG16_086016,7405172
IT,ITF32_062026,7403675
GR,EL631_38031007,7403671
PL,PL422_432631704,7402842
ES,ES111_15051,7401698
CZ,CZ042_562858,7399637
CY,CY000_1015,7398761
SI,SI017_121,7396764
GR,EL512_06040001,7396622
PT,PT116_010928,7394378
PL,PL411_430600203,7394248
PL,PL414_430583003,7393753
DE,DE235_09372137,7393656
UK,UKK30_E05008267,7393383
PT,PT116_011314,7392677
SK,SK032_515078,7392151
ES,ES431_06141,7389005
IT,ITF45_075018,7388880
PT,PT162_060513,7388634
PL,PL344_320380503,7387764
IT,ITF61_078149,7386321
EE,EE001_0868,7386235
ES,ES616_23093,7386129
HU,HU1629,7385290
DE,DEA5B_05974028,7384876
PT,PT113_131806,7383924
ES,ES521_03128,7383774
ES,ES613_14067,7380130
GR,EL514_02050101,7379954
IT,ITI41_056050,7378032
HU,HU3416,7377155
CZ,CZ031_549771,7377025
CY,CY000_1251,7376319
PT,PT16C_140801,7375006
PL,PL311_306091903,7374130
PL,PL215_212221106,7372652
PL,PL615_604080702,7371738
SE,SE322_2309,7371731
FR,FR302_62119,7369652
HU,HU0216,7369012
GR,EL651_41010103,7366890
SE,SE123_0580,7364461
ES,ES511_08196,7363603
PL,PL323_318331702,7363390
ES,ES413_24202,7362508
HU,HU1828,7361949
DE,DEC03_10043114,7361539
UK,UKM27_S31000379,7360337
BG,BG413_62699,7359192
HU,HU1315,7358372
CZ,CZ071_540382,7357979
PL,PL417_430590407,7357581
GR,EL652_42020102,7356949
IT,ITG16_086001,7355126
FR,FR103_78440,7354835
PT,PT172_150306,7354572
LT,LT006_5401,7354071
IT,ITC11_001191,7352377
IT,ITH55_037019,7351100
HR,HR04A_02844,7348942
IT,ITG11_081010,7344920
PL,PL315_306120710,7343645
PL,PL312_306100209,7342771
ES,ES431_06039,7340718
GR,EL522_07040201,7340560
SK,SK042_526096,7338141
BE,BE242_24062,7338111
CZ,CZ071_514055,7337436
CZ,CZ020_533807,7336046
UK,UKI22_E05000109,7335862
ES,ES111_15052,7335627
RO,RO222_47453,7334817
DE,DE80A_13054126,7334589
PL,PL417_430590401,7333271
GR,EL611_26010501,7331984
IT,ITG16_086018,7331361
DE,DEE0C_15089195,7331300
DE,DED2F_14628040,7327433
CZ,CZ052_574341,7326950
ES,ES523_46060,7325921
HU,HU1289,7325017
GR,EL653_43040403,7324920
HU,HU2285,7323052
HU,HU2933,7322535
PL,PL122_114262905,7320318
PL,PL312_306101805,7320316
ES,ES418_47010,7320289
CZ,CZ063_568988,7318286
LT,LT00A_4157,7314983
RO,RO122_40688,7312325
PL,PL332_326531202,7310097
NL,NL324_0392,7309905
PT,PT16C_141912,7308150
CZ,CZ064_582972,7305418
IT,ITF33_063022,7302607
RO,RO312_103032,7301664
FR,FR532_17299,7299897
DE,DE279_09775152,7299522
PT,PT171_111607,7297274
IT,ITF61_078070,7297038
PT,PT161_010109,7296548
PL,PL515_502011004,7295593
IT,ITF61_078101,7295125
ES,ES111_15045,7294328
PL,PL128_114272308,7293735
RO,RO125_119894,7292463
FR,FR301_59279,7291572
ES,ES709_38044,7290846
FI,FI1C3_560,7290039
CZ,CZ072_545236,7289509
FR,FR930_97308,7289383
PL,PL122_114262908,7287291
PT,PT171_110712,7287136
PT,PT184_021306,7286978
PT,PT184_020508,7286196
PT,PT111_161001,7285827
ES,ES612_11010,7284495
UK,UKL15_W05000659,7283882
ES,ES130_39052,7283379
IT,ITF61_078009,7283354
ES,ES611_04024,7283136
FI,FI193_249,7282489
IT,ITF62_101025,7282440
ES,ES213_48080,7281497
ES,ES523_46249,7281369
PT,PT163_100922,7279726
PL,PL314_306110811,7279080
DE,DE40D_12068117,7278705
PT,PT162_060310,7278278
LT,LT00A_4115,7275195
UK,UKF14_E05001822,7274626
IT,ITF44_074020,7271045
DE,DEA1E_05166032,7270481
IT,ITF61_078083,7270444
LT,LT00A_4194,7269073
ES,ES511_08054,7267499
MT,MT001_MT01544,7267058
DE,DED2D_14626310,7266972
PL,PL614_604070407,7265786
RO,RO212_39872,7264853
PT,PT172_150304,7264255
PL,PL115_110171610,7262329
PL,PL122_114261503,7261442
PL,PL312_306102005,7260626
CZ,CZ071_590029,7259682
FR,FR106_93071,7259273
FR,FR251_14333,7258095
RO,RO213_95355,7256784
GR,EL611_26030101,7255513
AT,AT224_61713,7254969
ES,ES111_15043,7253022
PT,PT113_030846,7250009
PL,PL411_430603105,7247302
PL,PL332_326530204,7247056
PL,PL422_432631702,7246773
IT,ITF45_075097,7246137
PL,PL422_432630908,7244440
PT,PT163_101516,7244142
PL,PL311_306090119,7241707
PL,PL344_320381308,7241441
FI,FI1B1_638,7239370
AT,AT225_61021,7236306
IT,ITF61_078079,7233623
PT,PT111_160905,7233363
ES,ES616_23903,7232468
ES,ES512_17180,7232427
PT,PT113_131432,7230720
GR,EL653_44050401,7230027
PL,PL423_432641408,7229635
HU,HU2072,7229081
PT,PT163_101515,7228447
CZ,CZ041_537918,7228436
PL,PL416_430572003,7228319
FR,FR611_24322,7228080
DE,DE11C_08135019,7227770
IT,ITF32_062040,7226560
IT,ITH35_027033,7222333
RO,RO314_103238,7220165
PL,PL344_320380304,7218786
PT,PT113_030830,7218271
PT,PT113_030854,7218161
IT,ITF32_062068,7216622
CZ,CZ071_540030,7215955
FR,FR301_59526,7214937
ES,ES617_29097,7214462
IT,ITC41_012026,7213814
ES,ES513_25137,7212880
CZ,CZ032_553786,7212129
DE,DEA58_05962004,7210935
IT,ITF34_064023,7210900
PL,PL331_326521105,7207767
PL,PL323_318330202,7206672
GR,EL653_43040105,7206366
PL,PL516_502021603,7204417
PT,PT114_130604,7202151
IT,ITF45_075002,7200897
BG,BG421_40717,7195927
ES,ES212_20017,7194704
DE,DE915_03152012,7194485
GR,EL515_04010002,7193455
UK,UKL15_W05000701,7191546
PL,PL423_432640503,7191441
IT,ITG12_082055,7191425
BG,BG344_18157,7190759
PT,PT172_150406,7190205
GR,EL527_13020101,7188917
HU,HU0219,7187840
PL,PL515_502010605,7187240
CZ,CZ071_535532,7186517
ES,ES611_04017,7184410
ES,ES614_18039,7183914
ES,ES112_27050,7183896
PL,PL414_430580902,7178536
PT,PT162_060510,7178126
LT,LT006_7184,7177530
PL,PL423_432641204,7177208
FR,FR813_34154,7176969
PT,PT164_061206,7175320
DE,DEG0L_16076036,7170338
PL,PL312_306101806,7168823
LV,LV008_0964700,7168674
PT,PT172_150804,7164924
IT,ITF46_071054,7164542
IT,ITF61_078104,7162672
PL,PL635_622420607,7162659
CZ,CZ080_598356,7159965
PL,PL432_408140402,7156439
DE,DED53_14730230,7153868
SE,SE312_2085,7152813
PL,PL635_622421405,7149396
PL,PL634_622401103,7148812
LT,LT004_4834,7148235
SK,SK021_504459,7148132
IT,ITF35_065076,7148000
PT,PT182_120702,7147980
DE,DE40A_12065144,7146503
GR,EL632_37040107,7144421
PL,PL315_306121103,7142445
ES,ES211_01058,7141681
PT,PT118_171303,7140930
IT,ITI31_041013,7140052
SI,SI012_055,7139236
IT,ITG12_082045,7137978
PL,PL121_114252007,7137353
IT,ITG13_083108,7135897
IT,ITF32_062038,7134755
ES,ES416_40063,7134481
PL,PL116_110180903,7134079
ES,ES111_15074,7133836
PT,PT164_061614,7132939
FR,FR242_28085,7131279
IT,ITI45_060019,7129195
IT,ITF33_063039,7127511
PT,PT172_151201,7126596
ES,ES521_03076,7126181
ES,ES300_28040,7124740
FR,FR301_59410,7123338
PL,PL122_114262203,7122482
PL,PL515_502010103,7122409
PL,PL332_326530607,7118600
PL,PL332_326530305,7117873
PT,PT16C_140102,7117456
PL,PL117_110191303,7114780
ES,ES511_08230,7112853
PL,PL515_502012605,7112152
PL,PL325_318350606,7111644
LT,LT008_7815,7111185
ES,ES709_38042,7110655
PT,PT112_030284,7110644
DE,DEF07_01054088,7109854
PL,PL114_110152007,7109628
PT,PT16C_140802,7108502
PL,PL121_114252703,7108033
CZ,CZ080_598879,7107943
LT,LT008_6855,7107541
FR,FR108_95585,7107506
CZ,CZ064_586358,7106860
PL,PL614_604071601,7104368
ES,ES425_45014,7103678
PT,PT183_070406,7103670
GR,EL305_49020201,7102806
DE,DE136_08326074,7101483
PL,PL311_306090108,7101308
IT,ITI44_059005,7097763
SK,SK032_516830,7096441
UK,UKI11_E05000005,7096262
SK,SK032_508853,7095692
PL,PL129_114290312,7095502
LT,LT006_3245,7094625
GR,EL307_52060000,7094023
GR,EL431_71080401,7092354
PL,PL224_224460903,7092335
PT,PT172_150310,7092177
BE,BE251_31005,7091784
PL,PL312_306100210,7089684
EE,EE004_0639,7089517
IT,ITF65_080001,7089130
ES,ES300_28096,7088741
IT,ITF45_075027,7086692
DE,DE22B_09278148,7085366
IT,ITF51_076099,7083408
IT,ITF31_061042,7083066
HU,HU2741,7080795
PL,PL416_430570601,7080434
PT,PT182_121204,7080059
PT,PT163_100910,7079023
CZ,CZ080_597350,7078556
ES,ES523_46051,7077369
PT,PT116_010917,7076812
PT,PT115_130518,7076757
GR,EL652_42020207,7075654
DE,DED2F_14628160,7075310
GR,EL543_18010603,7073886
IT,ITF65_080065,7071111
GR,EL411_53010402,7066613
PL,PL423_432640206,7064963
EE,EE008_0143,7064667
PT,PT161_011504,7063966
ES,ES521_03106,7061937
ES,ES616_23027,7061770
PL,PL114_110152005,7061501
PL,PL122_114261104,7059258
IT,ITF35_065061,7056893
IT,ITF45_075077,7056831
FI,FI1D7_273,7055351
PL,PL515_502011201,7054630
ES,ES616_23063,7054374
SI,SI014_107,7054288
PL,PL227_224491202,7054098
PL,PL312_306100406,7053648
DE,DE809_13053087,7053614
IT,ITF45_075091,7050923
PL,PL431_408130601,7048002
SK,SK022_506010,7047351
IT,ITF33_063046,7046569
PT,PT116_011301,7044482
PT,PT113_131416,7043972
IT,ITF32_062009,7043344
ES,ES112_27032,7043059
HU,HU1018,7042549
UK,UKI12_E05000583,7041635
IT,ITG12_082063,7038576
ES,ES431_06072,7035110
LT,LT00A_4139,7034933
ES,ES521_03005,7034413
CZ,CZ071_503657,7031904
PT,PT16B_111312,7030769
IT,ITH43_031007,7030065
ES,ES130_39035,7029543
HR,HR04B_01031,7028989
GR,EL644_27060309,7027690
PL,PL215_212220702,7026767
PL,PL122_114262205,7026184
GR,EL651_40010409,7026027
LT,LT006_6546,7025731
SE,SE311_1737,7024756
BG,BG341_23090,7024675
LT,LT00A_8124,7022900
DE,DEB18_07138045,7020718
FI,FI197_211,7020224
ES,ES212_20019,7019530
GR,EL421_64010201,7018807
DE,DEG0D_16068014,7016354
IT,ITF32_062030,7016185
PT,PT116_011304,7016166
ES,ES432_10177,7015491
IT,ITI17_050029,7012547
CZ,CZ020_531138,7011356
PT,PT172_150603,7011065
PL,PL326_318361201,7010346
EE,EE004_0371,7009766
HU,HU2455,7009616
GR,EL631_38030806,7008613
LT,LT005_3604,7007656
PL,PL432_408141005,7006416
PL,PL117_110191503,7006025
FR,FR632_23096,7005020
GR,EL515_05030201,7001756
PL,PL515_502010702,6999220
GR,EL645_31010801,6998144
CZ,CZ064_583081,6997397
PL,PL115_110170104,6995683
PL,PL121_114252702,6992736
FR,FR107_94081,6992548
CZ,CZ064_581291,6989407
PL,PL224_224460604,6988977
RO,RO421_10104,6988900
GR,EL422_60010105,6987234
PL,PL344_320380308,6984465
PT,PT163_101608,6982207
PL,PL615_604080804,6982122
GR,EL531_14020205,6978815
HU,HU0405,6977511
CZ,CZ080_569631,6977269
FI,FI1B1_106,6975237
RO,RO314_103639,6974877
PL,PL522_516320202,6973622
SK,SK031_517658,6972534
SK,SK031_518085,6972081
IT,ITF63_079146,6972054
ES,ES431_06109,6971967
PL,PL614_604070202,6970561
ES,ES707_38016,6970183
CZ,CZ020_530000,6970175
PL,PL332_326530904,6970095
ES,ES511_08238,6969313
GR,EL632_37040414,6969098
ES,ES617_29096,6967846
PL,PL332_326530603,6965747
CZ,CZ072_588601,6965048
ES,ES425_45119,6964478
PT,PT165_182306,6963796
EE,EE004_0403,6962712
PL,PL432_408141108,6962634
PL,PL116_110181101,6960067
PL,PL411_430602802,6958570
PL,PL344_320380704,6957915
PL,PL216_212231808,6955416
HU,HU0852,6954794
PT,PT116_011313,6954124
NL,NL342_0664,6953865
PL,PL635_622420608,6953372
CZ,CZ064_586081,6953332
IT,ITF35_065021,6953074
ES,ES422_13011,6949865
PT,PT115_170505,6947515
ES,ES615_21076,6947497
AT,AT125_31037,6946935
DE,DE125_08221000,6946307
RO,RO415_167794,6944248
IT,ITF45_075068,6943688
ES,ES531_07046,6943189
FI,FI196_214,6942065
IT,ITF46_071035,6939175
EE,EE004_0550,6937730
ES,ES613_14039,6937569
FR,FR622_12202,6934727
ES,ES521_03021,6934722
HR,HR042_05410,6932486
ES,ES422_13058,6931525
IT,ITC11_001164,6930655
PL,PL635_622420906,6929229
FI,FI1D6_425,6929192
PL,PL121_114251911,6928956
CZ,CZ020_532011,6927841
SK,SK032_508608,6926827
BG,BG321_44793,6926161
IT,ITF31_061101,6926081
SK,SK041_523933,6925441
PL,PL312_306102010,6925159
SI,SI017_203,6924883
DE,DE405_12060269,6924411
GR,EL527_13050103,6922107
PT,PT115_130303,6921513
PL,PL416_430571804,6921143
FR,FR242_28134,6920978
RO,RO424_158314,6919695
IT,ITI21_054027,6919677
PL,PL117_110191509,6917275
CZ,CZ041_555762,6916873
PT,PT182_120802,6915032
HU,HU2053,6914177
AT,AT127_30604,6913529
CZ,CZ064_586803,6913224
ES,ES521_03089,6912740
DE,DEA5B_05974040,6912310
PT,PT16B_101208,6910794
CZ,CZ041_560600,6908695
DE,DEG0K_16075098,6907827
PL,PL344_320381402,6907456
PL,PL418_430611603,6904090
PL,PL22B_224501604,6902669
PL,PL515_502011005,6902610
PL,PL122_114263503,6901153
FR,FR718_74010,6900757
UK,UKF11_E05001769,6899201
PT,PT161_010313,6898103
IT,ITF61_078146,6897784
DE,DE239_09376141,6897751
SK,SK010_504980,6897479
PL,PL114_110152102,6893762
PL,PL312_306102012,6893093
CZ,CZ072_585327,6891951
DE,DE93B_03361006,6890224
IT,ITF32_062064,6890001
SE,SE123_0581,6888818
ES,ES111_15089,6888251
PT,PT113_031120,6884227
GR,EL411_53010102,6882107
DE,DE40A_12065356,6881661
FR,FR105_92024,6879233
PL,PL331_326520507,6878997
IT,ITF46_071018,6878658
PL,PL517_502030207,6877026
ES,ES616_23074,6876677
PT,PT111_160906,6873499
IT,ITF32_062015,6872119
IT,ITF45_075053,6872016
PL,PL224_224460404,6871003
IT,ITC11_001265,6868530
GR,EL543_18040201,6868325
SE,SE311_1785,6867897
GR,EL612_22040101,6866908
SK,SK031_510734,6866771
PT,PT113_031233,6865203
MT,MT001_MT01310,6864092
FR,FR930_97357,6863725
RO,RO223_60721,6862290
FI,FI1C1_445,6861196
PT,PT171_110502,6860986
SK,SK021_507776,6860938
PT,PT16B_101203,6860383
PL,PL116_110180906,6858615
DE,DE80E_13058028,6858023
SK,SK021_504131,6856860
PT,PT16C_140111,6856053
BG,BG423_66264,6855154
GR,EL522_07080201,6853503
PL,PL411_430601906,6853334
HU,HU2475,6852376
RO,RO212_38982,6852255
CZ,CZ053_577995,6850950
PT,PT161_010807,6850292
LT,LT009_4522,6849923
FR,FR615_64122,6847951
FI,FI1D1_213,6847721
HU,HU3282,6846469
FI,FI1C1_430,6841837
ES,ES114_36901,6841541
GR,EL651_41040201,6840274
IT,ITG16_086002,6839834
GR,EL632_37040412,6837606
ES,ES220_31097,6836558
ES,ES111_15014,6836539
IT,ITH35_027008,6835081
CZ,CZ031_598593,6830245
LV,LV008_0705500,6830027
ES,ES300_28132,6829577
FR,FR106_93007,6828535
HU,HU2278,6828209
IT,ITF35_065043,6827918
IT,ITF32_062060,6826976
PT,PT111_160615,6825427
UK,UKD43_E05005291,6824948
IT,ITF34_064034,6822961
PL,PL116_110180907,6819463
IT,ITI21_054001,6819444
IT,ITG13_083106,6818143
FI,FI1D2_534,6817851
ES,ES432_10062,6817584
IT,ITF46_071001,6817302
DE,DED2E_14627100,6816017
PL,PL615_604081203,6814238
IT,ITG12_082046,6810918
LT,LT003_5634,6809245
FR,FR832_2B303,6808960
CZ,CZ064_584363,6807416
ES,ES613_14015,6806299
DE,DEE0B_15088340,6805764
UK,UKK30_E05008220,6802180
PT,PT114_131711,6800498
RO,RO413_112548,6800290
RO,RO112_34903,6799509
PL,PL622_628560105,6798019
PL,PL216_212231503,6796862
RO,RO312_104181,6795984
IT,ITI11_045003,6795613
DE,DE916_03153004,6795354
UK,UKI12_E05000367,6790410
PL,PL416_430571206,6788241
PL,PL517_502032403,6787758
ES,ES613_14036,6787556
PL,PL121_114253703,6787512
PL,PL312_306100308,6787229
SI,SI012_196,6785461
PL,PL332_326530205,6784917
ES,ES521_03092,6783506
PL,PL517_502032108,6782217
PL,PL312_306100611,6781015
PL,PL324_318340907,6780709
IT,ITG25_090052,6779813
ES,ES521_03053,6779015
ES,ES618_41037,6778661
PT,PT114_130602,6778274
PL,PL332_326531305,6776668
PL,PL516_502021104,6776306
IT,ITG12_082067,6774609
PL,PL315_306120706,6773009
PL,PL622_628560104,6771888
ES,ES615_21040,6771208
RO,RO422_50889,6770799
PL,PL332_326531301,6770075
PL,PL116_110181102,6768118
LT,LT00A_8575,6768061
DE,DEA1F_05170048,6766011
PL,PL312_306100309,6764263
CZ,CZ032_553549,6764102
ES,ES616_23039,6761379
PL,PL414_430583001,6759971
PL,PL332_326530906,6759360
PL,PL332_326531203,6759348
RO,RO122_41854,6758612
PL,PL122_114262612,6750168
FR,FR106_93055,6749473
GR,EL611_26020301,6749134
PL,PL414_430582704,6749054
ES,ES521_03083,6748935
ES,ES618_41902,6747330
IT,ITF61_078143,6746936
ES,ES511_08136,6746785
PL,PL214_212200104,6745852
PL,PL425_432660405,6744511
PL,PL312_306102003,6741393
FR,FR301_59295,6741125
PL,PL116_110180905,6739761
IT,ITF32_062062,6739419
ES,ES615_21023,6738222
HU,HU2401,6737687
UK,UKL13_W05000131,6736396
FI,FI1C1_202,6731910
PT,PT171_111503,6731360
ES,ES432_10089,6731333
PL,PL215_212220704,6731053
PL,PL432_408140408,6730590
RO,RO214_124411,6727974
SI,SI023_044,6727718
PL,PL128_114270706,6726909
GR,EL651_40010407,6726135
SK,SK032_557307,6726102
DE,DEE08_15084235,6725498
UK,UKG37_E05001283,6725053
HU,HU1535,6725005
PL,PL411_430601907,6724717
CZ,CZ071_506761,6724479
DE,DE725_06535011,6723240
PL,PL122_114262906,6722284
DE,DE80D_13057022,6722040
PL,PL414_430580304,6720866
ES,ES511_08172,6720019
ES,ES425_45019,6719241
IT,ITF45_075072,6718890
PT,PT171_111109,6716812
FI,FI1D6_139,6716805
BG,BG411_11394,6715431
IT,ITF65_080018,6714693
CZ,CZ063_591998,6714054
HU,HU1402,6711747
FR,FR301_59172,6710477
GR,EL541_21030106,6710038
GR,EL611_26040303,6709031
LT,LT00A_8129,6707546
PL,PL215_212220706,6707004
GR,EL305_49030101,6706099
ES,ES422_13052,6705136
DE,DE237_09374129,6700924
GR,EL431_71080101,6700090
GR,EL411_53010404,6697600
DE,DE933_03353040,6696831
PT,PT150_081307,6695904
PL,PL227_224491204,6695488
BG,BG325_73496,6692102
ES,ES617_29088,6691453
GR,EL644_27010103,6690938
PL,PL122_114263302,6690319
PL,PL615_604081104,6686889
CZ,CZ080_598569,6686799
IT,ITF62_101019,6685815
GR,EL623_35010410,6683765
LT,LT003_8888,6680018
RO,RO316_132075,6675038
IT,ITF62_101014,6674364
FI,FI194_005,6673989
IT,ITG12_082015,6670382
PL,PL324_318340409,6670172
IT,ITF35_065082,6669141
PL,PL312_306102011,6668626
SE,SE232_1488,6666847
FR,FR104_91549,6666521
DE,DED2C_14625430,6666509
HU,HU0714,6665510
PT,PT113_131430,6664415
PT,PT115_130511,6664183
GR,EL632_37040413,6662282
ES,ES614_18132,6660556
PT,PT114_130404,6660194
PL,PL425_432660606,6660065
IT,ITG13_083035,6658887
CZ,CZ063_591211,6657976
ES,ES613_14040,6657252
RO,RO126_145499,6657214
HU,HU1568,6655793
HU,HU1737,6654388
DE,DE40G_12071032,6653334
PL,PL12A_114302803,6653331
PL,PL129_114291706,6652870
GR,EL421_69030000,6652466
UK,UKL13_W05000918,6651624
IT,ITC11_001125,6651303
RO,RO423_89561,6651153
LT,LT007_9485,6648386
RO,RO316_132404,6648209
PT,PT181_021111,6648073
GR,EL541_21030117,6647677
PL,PL614_604071404,6646836
PL,PL615_604080807,6646563
LT,LT005_7329,6643967
ES,ES418_47103,6643658
GR,EL305_49120101,6642984
IT,ITF43_073010,6640694
GR,EL653_43040102,6639003
IT,ITF46_071017,6637383
PL,PL215_212220510,6635185
