NUTS_3;LAU1_NAT_CODE;LAU2_NAT_CODE;CHANGE;NAME_1;NAME_2_LAT;POP;AREA;
DE111;n.a.;08111000;no;Stuttgart, Landeshauptstadt;Stuttgart, Landeshauptstadt;601646;207350000;
DE112;081155001;08115001;no;Aidlingen;Aidlingen;9046;26560000;
DE112;081155004;08115002;no;Altdorf;Altdorf;4542;17470000;
DE112;n.a.;08115003;no;Böblingen, Stadt;Böblingen, Stadt;46198;39040000;
DE112;081155005;08115004;no;Bondorf;Bondorf;5853;17550000;
DE112;081155003;08115010;no;Deckenpfronn;Deckenpfronn;3102;11410000;
DE112;081155002;08115013;no;Ehningen;Ehningen;8005;17800000;
DE112;081155002;08115015;no;Gärtringen;Gärtringen;12076;20210000;
DE112;081155005;08115016;no;Gäufelden;Gäufelden;9332;20070000;
DE112;081155003;08115021;no;Herrenberg, Stadt;Herrenberg, Stadt;31324;65710000;
DE112;081155004;08115022;no;Hildrizhausen;Hildrizhausen;3572;12160000;
DE112;081155004;08115024;no;Holzgerlingen, Stadt;Holzgerlingen, Stadt;12753;13380000;
DE112;n.a.;08115028;no;Leonberg, Stadt;Leonberg, Stadt;45236;48730000;
DE112;n.a.;08115029;no;Magstadt;Magstadt;8804;19130000;
DE112;081155005;08115034;no;Mötzingen;Mötzingen;3692;8150000;
DE112;081155003;08115037;no;Nufringen;Nufringen;5330;10040000;
DE112;n.a.;08115041;no;Renningen, Stadt;Renningen, Stadt;17259;31140000;
DE112;n.a.;08115042;no;Rutesheim, Stadt;Rutesheim, Stadt;10226;16220000;
DE112;n.a.;08115044;no;Schönaich;Schönaich;9755;14160000;
DE112;n.a.;08115045;no;Sindelfingen, Stadt;Sindelfingen, Stadt;60475;50850000;
DE112;081155006;08115046;no;Steinenbronn;Steinenbronn;6053;9720000;
DE112;081155006;08115048;no;Waldenbuch, Stadt;Waldenbuch, Stadt;8510;22700000;
DE112;n.a.;08115050;no;Weil der Stadt, Stadt;Weil der Stadt, Stadt;18942;43170000;
DE112;n.a.;08115051;no;Weil im Schönbuch;Weil im Schönbuch;9902;26120000;
DE112;n.a.;08115052;no;Weissach;Weissach;7458;22190000;
DE112;081155005;08115053;no;Jettingen;Jettingen;7594;21110000;
DE112;081155001;08115054;no;Grafenau;Grafenau;6577;13050000;
DE113;081165006;08116004;no;Altbach;Altbach;5874;3350000;
DE113;081165003;08116005;no;Altdorf;Altdorf;1487;3250000;
DE113;081165003;08116006;no;Altenriet;Altenriet;1935;3350000;
DE113;081165007;08116007;no;Baltmannsweiler;Baltmannsweiler;5520;18540000;
DE113;081165003;08116008;no;Bempflingen;Bempflingen;3347;6270000;
DE113;081165004;08116011;no;Beuren;Beuren;3374;11690000;
DE113;081165008;08116012;no;Bissingen an der Teck;Bissingen an der Teck;3527;17060000;
DE113;081165006;08116014;no;Deizisau;Deizisau;6470;5170000;
DE113;n.a.;08116015;no;Denkendorf;Denkendorf;10509;13060000;
DE113;081165001;08116016;no;Dettingen unter Teck;Dettingen unter Teck;5614;15130000;
DE113;081165002;08116018;no;Erkenbrechtsweiler;Erkenbrechtsweiler;2110;6930000;
DE113;n.a.;08116019;no;Esslingen am Neckar, Stadt;Esslingen am Neckar, Stadt;91463;46420000;
DE113;081165005;08116020;no;Frickenhausen;Frickenhausen;8769;11350000;
DE113;081165005;08116022;no;Großbettlingen;Großbettlingen;4139;4230000;
DE113;081165007;08116027;no;Hochdorf;Hochdorf;4702;7750000;
DE113;081165008;08116029;no;Holzmaden;Holzmaden;2098;3100000;
DE113;081165001;08116033;no;Kirchheim unter Teck, Stadt;Kirchheim unter Teck, Stadt;39786;40470000;
DE113;081165009;08116035;no;Köngen;Köngen;9648;12520000;
DE113;081165004;08116036;no;Kohlberg;Kohlberg;2280;4390000;
DE113;081165007;08116037;no;Lichtenwald;Lichtenwald;2468;10800000;
DE113;081165003;08116041;no;Neckartailfingen;Neckartailfingen;3777;8260000;
DE113;081165003;08116042;no;Neckartenzlingen;Neckartenzlingen;6141;9030000;
DE113;081165008;08116043;no;Neidlingen;Neidlingen;1826;12620000;
DE113;081165004;08116046;no;Neuffen, Stadt;Neuffen, Stadt;6205;17450000;
DE113;n.a.;08116047;no;Neuhausen auf den Fildern;Neuhausen auf den Fildern;11384;12470000;
DE113;081165001;08116048;no;Notzingen;Notzingen;3528;7700000;
DE113;081165005;08116049;no;Nürtingen, Stadt;Nürtingen, Stadt;40345;46900000;
DE113;081165005;08116050;no;Oberboihingen;Oberboihingen;5387;6310000;
DE113;081165008;08116053;no;Ohmden;Ohmden;1707;5550000;
DE113;081165002;08116054;no;Owen, Stadt;Owen, Stadt;3474;9700000;
DE113;081165006;08116056;no;Plochingen, Stadt;Plochingen, Stadt;14115;10650000;
DE113;081165007;08116058;no;Reichenbach an der Fils;Reichenbach an der Fils;7817;7430000;
DE113;081165003;08116063;no;Schlaitdorf;Schlaitdorf;1765;7310000;
DE113;081165005;08116068;no;Unterensingen;Unterensingen;4630;7560000;
DE113;081165008;08116070;no;Weilheim an der Teck, Stadt;Weilheim an der Teck, Stadt;9497;26510000;
DE113;081165009;08116071;no;Wendlingen am Neckar, Stadt;Wendlingen am Neckar, Stadt;15999;12150000;
DE113;n.a.;08116072;no;Wernau (Neckar), Stadt;Wernau (Neckar), Stadt;12316;10900000;
DE113;081165005;08116073;no;Wolfschlugen;Wolfschlugen;6302;7120000;
DE113;n.a.;08116076;no;Aichwald;Aichwald;7632;14680000;
DE113;n.a.;08116077;no;Filderstadt, Stadt;Filderstadt, Stadt;44099;38550000;
DE113;n.a.;08116078;no;Leinfelden-Echterdingen, Stadt;Leinfelden-Echterdingen, Stadt;37074;29890000;
DE113;081165002;08116079;no;Lenningen;Lenningen;8259;41440000;
DE113;n.a.;08116080;no;Ostfildern, Stadt;Ostfildern, Stadt;35932;22810000;
DE113;n.a.;08116081;no;Aichtal, Stadt;Aichtal, Stadt;9778;23640000;
DE114;081175008;08117001;no;Adelberg;Adelberg;2004;9490000;
DE114;081175009;08117002;no;Aichelberg;Aichelberg;1288;4010000;
DE114;081175010;08117003;no;Albershausen;Albershausen;4335;6500000;
DE114;081175001;08117006;no;Bad Ditzenbach;Bad Ditzenbach;3682;25460000;
DE114;081175004;08117007;no;Bad Überkingen;Bad Überkingen;3833;24020000;
DE114;081175008;08117009;no;Birenbach;Birenbach;1860;2500000;
DE114;n.a.;08117010;no;Böhmenkirch;Böhmenkirch;5455;51090000;
DE114;081175008;08117011;no;Börtlingen;Börtlingen;1762;8260000;
DE114;081175009;08117012;no;Bad Boll;Bad Boll;5191;10950000;
DE114;081175001;08117014;no;Deggingen;Deggingen;5458;22700000;
DE114;081175006;08117015;no;Donzdorf, Stadt;Donzdorf, Stadt;10824;39820000;
DE114;081175007;08117016;no;Drackenstein;Drackenstein;427;5690000;
DE114;081175009;08117017;no;Dürnau;Dürnau;2105;5370000;
DE114;081175002;08117018;no;Ebersbach an der Fils, Stadt;Ebersbach an der Fils, Stadt;15330;26270000;
DE114;081175003;08117019;no;Eislingen/ Fils, Stadt;Eislingen/ Fils, Stadt;20208;16410000;
DE114;081175011;08117020;no;Eschenbach;Eschenbach;2188;4800000;
DE114;081175009;08117023;no;Gammelshausen;Gammelshausen;1475;3310000;
DE114;081175004;08117024;no;Geislingen an der Steige, Stadt;Geislingen an der Steige, Stadt;26922;75830000;
DE114;081175006;08117025;no;Gingen an der Fils;Gingen an der Fils;4394;10010000;
DE114;081175005;08117026;no;Göppingen, Stadt;Göppingen, Stadt;57068;59220000;
DE114;081175007;08117028;no;Gruibingen;Gruibingen;2086;23050000;
DE114;081175009;08117029;no;Hattenhofen;Hattenhofen;2942;7640000;
DE114;081175011;08117030;no;Heiningen;Heiningen;5319;12460000;
DE114;081175007;08117031;no;Hohenstadt;Hohenstadt;724;11640000;
DE114;081175004;08117033;no;Kuchen;Kuchen;5613;8950000;
DE114;081175007;08117035;no;Mühlhausen im Täle;Mühlhausen im Täle;993;6330000;
DE114;081175003;08117037;no;Ottenbach;Ottenbach;2460;11900000;
DE114;081175008;08117038;no;Rechberghausen;Rechberghausen;5409;6400000;
DE114;081175003;08117042;no;Salach;Salach;7827;8320000;
DE114;081175005;08117043;no;Schlat;Schlat;1761;9680000;
DE114;081175002;08117044;no;Schlierbach;Schlierbach;3843;10970000;
DE114;081175006;08117049;no;Süßen, Stadt;Süßen, Stadt;9932;12790000;
DE114;081175010;08117051;no;Uhingen, Stadt;Uhingen, Stadt;13721;24790000;
DE114;081175005;08117053;no;Wäschenbeuren;Wäschenbeuren;3986;12950000;
DE114;081175005;08117055;no;Wangen;Wangen;3183;9680000;
DE114;081175007;08117058;no;Wiesensteig, Stadt;Wiesensteig, Stadt;2203;23400000;
DE114;081175009;08117060;no;Zell unter Aichelberg;Zell unter Aichelberg;3027;6390000;
DE114;081175006;08117061;no;Lauterstein, Stadt;Lauterstein, Stadt;2684;23320000;
DE115;081185005;08118001;no;Affalterbach;Affalterbach;4567;10150000;
DE115;n.a.;08118003;no;Asperg, Stadt;Asperg, Stadt;13024;5800000;
DE115;081185005;08118006;no;Benningen am Neckar;Benningen am Neckar;5697;4870000;
DE115;081185001;08118007;no;Besigheim, Stadt;Besigheim, Stadt;11681;16830000;
DE115;081185003;08118010;no;Bönnigheim, Stadt;Bönnigheim, Stadt;7579;20140000;
DE115;n.a.;08118011;no;Ditzingen, Stadt;Ditzingen, Stadt;24535;30390000;
DE115;081185008;08118012;no;Eberdingen;Eberdingen;6438;26210000;
DE115;081185005;08118014;no;Erdmannhausen;Erdmannhausen;4710;8710000;
DE115;081185003;08118015;no;Erligheim;Erligheim;2645;6190000;
DE115;081185001;08118016;no;Freudental;Freudental;2451;3070000;
DE115;081185001;08118018;no;Gemmrigheim;Gemmrigheim;3878;8230000;
DE115;n.a.;08118019;no;Gerlingen, Stadt;Gerlingen, Stadt;18952;17010000;
DE115;n.a.;08118021;no;Großbottwar, Stadt;Großbottwar, Stadt;8200;25510000;
DE115;081185006;08118027;no;Hemmingen;Hemmingen;7372;12340000;
DE115;081185001;08118028;no;Hessigheim;Hessigheim;2237;5030000;
DE115;081185003;08118040;no;Kirchheim am Neckar;Kirchheim am Neckar;5230;8530000;
DE115;n.a.;08118046;no;Kornwestheim, Stadt;Kornwestheim, Stadt;31098;14650000;
DE115;081185001;08118047;no;Löchgau;Löchgau;5381;10950000;
DE115;n.a.;08118048;no;Ludwigsburg, Stadt;Ludwigsburg, Stadt;87460;43350000;
DE115;081185005;08118049;no;Marbach am Neckar, Stadt;Marbach am Neckar, Stadt;15556;18060000;
DE115;n.a.;08118050;no;Markgröningen, Stadt;Markgröningen, Stadt;14457;28160000;
DE115;n.a.;08118051;no;Möglingen;Möglingen;10578;9930000;
DE115;081185001;08118053;no;Mundelsheim;Mundelsheim;3149;10200000;
DE115;081185007;08118054;no;Murr;Murr;6237;7790000;
DE115;081185008;08118059;no;Oberriexingen, Stadt;Oberriexingen, Stadt;3110;8160000;
DE115;n.a.;08118060;no;Oberstenfeld;Oberstenfeld;7867;21100000;
DE115;081185004;08118063;no;Pleidelsheim;Pleidelsheim;6250;10180000;
DE115;081185006;08118067;no;Schwieberdingen;Schwieberdingen;11230;14870000;
DE115;081185008;08118068;no;Sersheim;Sersheim;5281;11480000;
DE115;081185007;08118070;no;Steinheim an der Murr, Stadt;Steinheim an der Murr, Stadt;12011;23180000;
DE115;081185002;08118071;no;Tamm;Tamm;12282;8780000;
DE115;081185008;08118073;no;Vaihingen an der Enz, Stadt;Vaihingen an der Enz, Stadt;28853;73420000;
DE115;081185001;08118074;no;Walheim;Walheim;2946;6140000;
DE115;n.a.;08118076;no;Sachsenheim, Stadt;Sachsenheim, Stadt;17517;57920000;
DE115;081185002;08118077;no;Ingersheim;Ingersheim;5999;11550000;
DE115;081185004;08118078;no;Freiberg am Neckar, Stadt;Freiberg am Neckar, Stadt;15782;13140000;
DE115;081185002;08118079;no;Bietigheim-Bissingen, Stadt;Bietigheim-Bissingen, Stadt;42791;31290000;
DE115;n.a.;08118080;no;Korntal-Münchingen, Stadt;Korntal-Münchingen, Stadt;18561;20710000;
DE115;n.a.;08118081;no;Remseck am Neckar, Stadt;Remseck am Neckar, Stadt;23282;22820000;
DE116;n.a.;08119001;no;Alfdorf;Alfdorf;7136;68520000;
DE116;081195001;08119003;no;Allmersbach im Tal;Allmersbach im Tal;4770;7960000;
DE116;081195001;08119004;no;Althütte;Althütte;4124;18150000;
DE116;081195001;08119006;no;Auenwald;Auenwald;6925;19760000;
DE116;081195001;08119008;no;Backnang, Stadt;Backnang, Stadt;35415;39400000;
DE116;081195001;08119018;no;Burgstetten;Burgstetten;3418;10290000;
DE116;n.a.;08119020;no;Fellbach, Stadt;Fellbach, Stadt;44354;27700000;
DE116;081195004;08119024;no;Großerlach;Großerlach;2491;27140000;
DE116;081195005;08119037;no;Kaisersbach;Kaisersbach;2650;27940000;
DE116;081195001;08119038;no;Kirchberg an der Murr;Kirchberg an der Murr;3722;13220000;
DE116;n.a.;08119041;no;Korb;Korb;10401;8450000;
DE116;081195006;08119042;no;Leutenbach;Leutenbach;10823;14730000;
DE116;n.a.;08119044;no;Murrhardt, Stadt;Murrhardt, Stadt;13968;71130000;
DE116;081195001;08119053;no;Oppenweiler;Oppenweiler;4140;19810000;
DE116;081195002;08119055;no;Plüderhausen;Plüderhausen;9377;26130000;
DE116;n.a.;08119061;no;Rudersberg;Rudersberg;11436;39370000;
DE116;081195003;08119067;no;Schorndorf, Stadt;Schorndorf, Stadt;39372;56830000;
DE116;081195006;08119068;no;Schwaikheim;Schwaikheim;9373;9220000;
DE116;081195004;08119069;no;Spiegelberg;Spiegelberg;2174;28220000;
DE116;081195004;08119075;no;Sulzbach an der Murr;Sulzbach an der Murr;5367;40110000;
DE116;081195002;08119076;no;Urbach;Urbach;8612;20760000;
DE116;n.a.;08119079;no;Waiblingen, Stadt;Waiblingen, Stadt;52776;42760000;
DE116;081195001;08119083;no;Weissach im Tal;Weissach im Tal;7096;14130000;
DE116;081195005;08119084;no;Welzheim, Stadt;Welzheim, Stadt;11059;37990000;
DE116;081195006;08119085;no;Winnenden, Stadt;Winnenden, Stadt;27504;28050000;
DE116;081195003;08119086;no;Winterbach;Winterbach;7714;17130000;
DE116;081195001;08119087;no;Aspach;Aspach;8286;35460000;
DE116;n.a.;08119089;no;Berglen;Berglen;6059;25870000;
DE116;n.a.;08119090;no;Remshalden;Remshalden;13396;15150000;
DE116;n.a.;08119091;no;Weinstadt, Stadt;Weinstadt, Stadt;26444;31710000;
DE116;n.a.;08119093;no;Kernen im Remstal;Kernen im Remstal;15314;15050000;
DE117;n.a.;08121000;no;Heilbronn, Stadt;Heilbronn, Stadt;122415;99880000;
DE118;081255012;08125001;no;Abstatt;Abstatt;4507;9660000;
DE118;081255001;08125005;no;Bad Friedrichshall, Stadt;Bad Friedrichshall, Stadt;18837;24700000;
DE118;081255002;08125006;no;Bad Rappenau, Stadt;Bad Rappenau, Stadt;20594;73550000;
DE118;n.a.;08125007;no;Bad Wimpfen, Stadt;Bad Wimpfen, Stadt;6850;19380000;
DE118;081255012;08125008;no;Beilstein, Stadt;Beilstein, Stadt;6120;25250000;
DE118;081255003;08125013;no;Brackenheim, Stadt;Brackenheim, Stadt;15279;45750000;
DE118;081255003;08125017;no;Cleebronn;Cleebronn;2715;17090000;
DE118;081255014;08125021;no;Eberstadt;Eberstadt;3150;12500000;
DE118;081255014;08125024;no;Ellhofen;Ellhofen;3335;5860000;
DE118;081255004;08125026;no;Eppingen, Stadt;Eppingen, Stadt;21362;88590000;
DE118;081255008;08125027;no;Erlenbach;Erlenbach;4949;12730000;
DE118;081255005;08125030;no;Flein;Flein;6644;8470000;
DE118;081255004;08125034;no;Gemmingen;Gemmingen;4934;19080000;
DE118;081255010;08125038;no;Güglingen, Stadt;Güglingen, Stadt;6108;16270000;
DE118;n.a.;08125039;no;Gundelsheim, Stadt;Gundelsheim, Stadt;7223;38450000;
DE118;081255012;08125046;no;Ilsfeld;Ilsfeld;8500;26510000;
DE118;081255004;08125047;no;Ittlingen;Ittlingen;2423;14110000;
DE118;081255007;08125048;no;Jagsthausen;Jagsthausen;1548;17670000;
DE118;081255002;08125049;no;Kirchardt;Kirchardt;5415;21500000;
DE118;081255006;08125056;no;Lauffen am Neckar, Stadt;Lauffen am Neckar, Stadt;10837;22630000;
DE118;081255014;08125057;no;Lehrensteinsfeld;Lehrensteinsfeld;2167;6220000;
DE118;n.a.;08125058;no;Leingarten;Leingarten;10784;23480000;
DE118;081255011;08125059;no;Löwenstein, Stadt;Löwenstein, Stadt;3153;23460000;
DE118;081255013;08125061;no;Massenbachhausen;Massenbachhausen;3522;8760000;
DE118;081255007;08125063;no;Möckmühl, Stadt;Möckmühl, Stadt;8147;49600000;
DE118;081255008;08125065;no;Neckarsulm, Stadt;Neckarsulm, Stadt;26641;24940000;
DE118;081255006;08125066;no;Neckarwestheim;Neckarwestheim;3488;13970000;
DE118;n.a.;08125068;no;Neudenau, Stadt;Neudenau, Stadt;5175;32920000;
DE118;081255009;08125069;no;Neuenstadt am Kocher, Stadt;Neuenstadt am Kocher, Stadt;9588;41190000;
DE118;081255006;08125074;no;Nordheim;Nordheim;7502;12710000;
DE118;081255001;08125078;no;Oedheim;Oedheim;5845;21240000;
DE118;081255001;08125079;no;Offenau;Offenau;2697;5660000;
DE118;081255010;08125081;no;Pfaffenhofen;Pfaffenhofen;2399;12040000;
DE118;081255007;08125084;no;Roigheim;Roigheim;1450;14010000;
DE118;081255013;08125086;no;Schwaigern, Stadt;Schwaigern, Stadt;11051;49500000;
DE118;081255002;08125087;no;Siegelsbach;Siegelsbach;1667;7680000;
DE118;081255005;08125094;no;Talheim;Talheim;4814;11620000;
DE118;081255008;08125096;no;Untereisesheim;Untereisesheim;4108;3670000;
DE118;081255012;08125098;no;Untergruppenbach;Untergruppenbach;7753;27270000;
DE118;081255014;08125102;no;Weinsberg, Stadt;Weinsberg, Stadt;11569;22220000;
DE118;081255007;08125103;no;Widdern, Stadt;Widdern, Stadt;1900;25230000;
DE118;081250107;08125107;no;Wüstenrot;Wüstenrot;6704;30020000;
DE118;081255010;08125108;no;Zaberfeld;Zaberfeld;3927;22180000;
DE118;081255011;08125110;no;Obersulm;Obersulm;13997;31070000;
DE118;081255009;08125111;no;Hardthausen am Kocher;Hardthausen am Kocher;4040;35550000;
DE118;081255009;08125113;no;Langenbrettach;Langenbrettach;3636;23970000;
DE119;n.a.;08126011;no;Bretzfeld;Bretzfeld;12101;64700000;
DE119;081265002;08126020;no;Dörzbach;Dörzbach;2414;32360000;
DE119;081265004;08126028;no;Forchtenberg, Stadt;Forchtenberg, Stadt;5006;38080000;
DE119;081265003;08126039;no;Ingelfingen, Stadt;Ingelfingen, Stadt;5736;46480000;
DE119;081265002;08126045;no;Krautheim, Stadt;Krautheim, Stadt;4739;52920000;
DE119;081265003;08126046;no;Künzelsau, Stadt;Künzelsau, Stadt;14877;75160000;
DE119;081265001;08126047;no;Kupferzell;Kupferzell;5829;54290000;
DE119;081265002;08126056;no;Mulfingen;Mulfingen;3774;80080000;
DE119;081265001;08126058;no;Neuenstein, Stadt;Neuenstein, Stadt;6262;47840000;
DE119;081265004;08126060;no;Niedernhall, Stadt;Niedernhall, Stadt;3938;17710000;
DE119;081265005;08126066;no;Öhringen, Stadt;Öhringen, Stadt;22745;67780000;
DE119;081265005;08126069;no;Pfedelbach;Pfedelbach;8934;41300000;
DE119;n.a.;08126072;no;Schöntal;Schöntal;5771;81650000;
DE119;081265001;08126085;no;Waldenburg, Stadt;Waldenburg, Stadt;3008;31550000;
DE119;081265004;08126086;no;Weißbach;Weißbach;2113;12770000;
DE119;081265005;08126094;no;Zweiflingen;Zweiflingen;1781;32100000;
DE11A;n.a.;08127008;no;Blaufelden;Blaufelden;5260;90180000;
DE11A;081275001;08127009;no;Braunsbach;Braunsbach;2336;52850000;
DE11A;081275007;08127012;no;Bühlertann;Bühlertann;3088;23590000;
DE11A;081275007;08127013;no;Bühlerzell;Bühlerzell;2131;49310000;
DE11A;081275002;08127014;no;Crailsheim, Stadt;Crailsheim, Stadt;33043;109080000;
DE11A;081275006;08127023;no;Fichtenberg;Fichtenberg;2868;24190000;
DE11A;081275006;08127025;no;Gaildorf, Stadt;Gaildorf, Stadt;12417;62570000;
DE11A;081275004;08127032;no;Gerabronn, Stadt;Gerabronn, Stadt;4325;40380000;
DE11A;081275005;08127043;no;Ilshofen, Stadt;Ilshofen, Stadt;6211;54870000;
DE11A;081275008;08127046;no;Kirchberg an der Jagst, Stadt;Kirchberg an der Jagst, Stadt;4331;40930000;
DE11A;081275004;08127047;no;Langenburg, Stadt;Langenburg, Stadt;1752;31400000;
DE11A;n.a.;08127052;no;Mainhardt;Mainhardt;5709;58690000;
DE11A;081275009;08127056;no;Michelbach an der Bilz;Michelbach an der Bilz;3404;17690000;
DE11A;081275009;08127059;no;Michelfeld;Michelfeld;3657;35220000;
DE11A;081275006;08127062;no;Oberrot;Oberrot;3686;37920000;
DE11A;081275007;08127063;no;Obersontheim;Obersontheim;4768;54830000;
DE11A;081275008;08127071;no;Rot am See;Rot am See;5215;74810000;
DE11A;081275002;08127073;no;Satteldorf;Satteldorf;5223;46210000;
DE11A;n.a.;08127075;no;Schrozberg, Stadt;Schrozberg, Stadt;5889;105210000;
DE11A;081275009;08127076;no;Schwäbisch Hall, Stadt;Schwäbisch Hall, Stadt;36799;104230000;
DE11A;081275006;08127079;no;Sulzbach-Laufen;Sulzbach-Laufen;2527;43950000;
DE11A;081275001;08127086;no;Untermünkheim;Untermünkheim;3019;27140000;
DE11A;081275005;08127089;no;Vellberg, Stadt;Vellberg, Stadt;4271;31890000;
DE11A;081275008;08127091;no;Wallhausen;Wallhausen;3590;25470000;
DE11A;081275005;08127099;no;Wolpertshausen;Wolpertshausen;2008;27420000;
DE11A;081275009;08127100;no;Rosengarten;Rosengarten;5156;31010000;
DE11A;081275003;08127101;no;Kreßberg;Kreßberg;3823;48460000;
DE11A;081275003;08127102;no;Fichtenau;Fichtenau;4530;31280000;
DE11A;081275002;08127103;no;Frankenhardt;Frankenhardt;4700;69870000;
DE11A;081275002;08127104;no;Stimpfach;Stimpfach;2958;33350000;
DE11B;081285001;08128006;no;Assamstadt;Assamstadt;2061;17200000;
DE11B;081285001;08128007;no;Bad Mergentheim, Stadt;Bad Mergentheim, Stadt;22511;129960000;
DE11B;081285002;08128014;no;Boxberg, Stadt;Boxberg, Stadt;7027;101810000;
DE11B;n.a.;08128020;no;Creglingen, Stadt;Creglingen, Stadt;4722;117220000;
DE11B;n.a.;08128039;no;Freudenberg, Stadt;Freudenberg, Stadt;3904;34780000;
DE11B;081285004;08128045;no;Großrinderfeld;Großrinderfeld;4045;56280000;
DE11B;081285003;08128047;no;Grünsfeld, Stadt;Grünsfeld, Stadt;3752;44720000;
DE11B;081285001;08128058;no;Igersheim;Igersheim;5685;42840000;
DE11B;081285004;08128061;no;Königheim;Königheim;3194;61230000;
DE11B;n.a.;08128064;no;Külsheim, Stadt;Külsheim, Stadt;5502;81460000;
DE11B;n.a.;08128082;no;Niederstetten, Stadt;Niederstetten, Stadt;5218;104060000;
DE11B;081285004;08128115;no;Tauberbischofsheim, Stadt;Tauberbischofsheim, Stadt;13136;69320000;
DE11B;081280126;08128126;no;Weikersheim, Stadt;Weikersheim, Stadt;7510;80920000;
DE11B;081285004;08128128;no;Werbach;Werbach;3518;43180000;
DE11B;081280131;08128131;no;Wertheim, Stadt;Wertheim, Stadt;23750;138630000;
DE11B;081285003;08128137;no;Wittighausen;Wittighausen;1717;32360000;
DE11B;081285002;08128138;no;Ahorn;Ahorn;2275;53960000;
DE11B;081280139;08128139;no;Lauda-Königshofen, Stadt;Lauda-Königshofen, Stadt;14684;94470000;
DE11C;n.a.;08135010;no;Dischingen;Dischingen;4436;78060000;
DE11C;n.a.;08135015;no;Gerstetten;Gerstetten;11757;92430000;
DE11C;081355001;08135016;no;Giengen an der Brenz, Stadt;Giengen an der Brenz, Stadt;19488;44070000;
DE11C;081355002;08135019;no;Heidenheim an der Brenz, Stadt;Heidenheim an der Brenz, Stadt;48503;107100000;
DE11C;n.a.;08135020;no;Herbrechtingen, Stadt;Herbrechtingen, Stadt;13039;58630000;
DE11C;081355001;08135021;no;Hermaringen;Hermaringen;2303;15250000;
DE11C;n.a.;08135025;no;Königsbronn;Königsbronn;7167;45460000;
DE11C;081355002;08135026;no;Nattheim;Nattheim;6239;44990000;
DE11C;081355003;08135027;no;Niederstotzingen, Stadt;Niederstotzingen, Stadt;4708;29810000;
DE11C;081355003;08135031;no;Sontheim an der Brenz;Sontheim an der Brenz;5538;28920000;
DE11C;n.a.;08135032;no;Steinheim am Albuch;Steinheim am Albuch;8676;82410000;
DE11D;n.a.;08136002;no;Abtsgmünd;Abtsgmünd;7421;71600000;
DE11D;081365003;08136003;no;Adelmannsfelden;Adelmannsfelden;1828;22900000;
DE11D;081365006;08136007;no;Bartholomä;Bartholomä;2146;20750000;
DE11D;081365006;08136009;no;Böbingen an der Rems;Böbingen an der Rems;4587;12220000;
DE11D;081365002;08136010;no;Bopfingen, Stadt;Bopfingen, Stadt;12244;76980000;
DE11D;081365008;08136015;no;Durlangen;Durlangen;2894;10430000;
DE11D;081365003;08136018;no;Ellenberg;Ellenberg;1722;30160000;
DE11D;081365003;08136019;no;Ellwangen (Jagst), Stadt;Ellwangen (Jagst), Stadt;24749;127440000;
DE11D;081365005;08136020;no;Eschach;Eschach;1817;20270000;
DE11D;081365001;08136021;no;Essingen;Essingen;6410;58500000;
DE11D;081365005;08136024;no;Göggingen;Göggingen;2439;11380000;
DE11D;n.a.;08136027;no;Gschwend;Gschwend;4958;54500000;
DE11D;081365006;08136028;no;Heubach, Stadt;Heubach, Stadt;10043;25810000;
DE11D;081365006;08136029;no;Heuchlingen;Heuchlingen;1874;9040000;
DE11D;081365001;08136033;no;Hüttlingen;Hüttlingen;5850;18710000;
DE11D;081365005;08136034;no;Iggingen;Iggingen;2563;11420000;
DE11D;081365003;08136035;no;Jagstzell;Jagstzell;2409;37970000;
DE11D;081365002;08136037;no;Kirchheim am Ries;Kirchheim am Ries;1935;21050000;
DE11D;081365004;08136038;no;Lauchheim, Stadt;Lauchheim, Stadt;4635;40860000;
DE11D;081365005;08136040;no;Leinzell;Leinzell;2130;2110000;
DE11D;n.a.;08136042;no;Lorch, Stadt;Lorch, Stadt;11097;34280000;
DE11D;081365006;08136043;no;Mögglingen;Mögglingen;4145;10270000;
DE11D;081365008;08136044;no;Mutlangen;Mutlangen;6584;8780000;
DE11D;n.a.;08136045;no;Neresheim, Stadt;Neresheim, Stadt;8063;118520000;
DE11D;081365003;08136046;no;Neuler;Neuler;3160;36270000;
DE11D;081365005;08136049;no;Obergröningen;Obergröningen;457;5860000;
DE11D;n.a.;08136050;no;Oberkochen, Stadt;Oberkochen, Stadt;7904;23570000;
DE11D;081365003;08136060;no;Rosenberg;Rosenberg;2593;41020000;
DE11D;081365008;08136061;no;Ruppertshofen;Ruppertshofen;1824;14220000;
DE11D;081365005;08136062;no;Schechingen;Schechingen;2401;11870000;
DE11D;081365007;08136065;no;Schwäbisch Gmünd, Stadt;Schwäbisch Gmünd, Stadt;60167;113780000;
DE11D;081365008;08136066;no;Spraitbach;Spraitbach;3401;12390000;
DE11D;081365009;08136068;no;Stödtlen;Stödtlen;1976;31190000;
DE11D;081365008;08136070;no;Täferrot;Täferrot;1037;12000000;
DE11D;081365009;08136071;no;Tannhausen;Tannhausen;1846;17740000;
DE11D;081365009;08136075;no;Unterschneidheim;Unterschneidheim;4595;68070000;
DE11D;081365007;08136079;no;Waldstetten;Waldstetten;7133;20950000;
