Date,Price,Open,High,Low,Change %
"Apr 16, 2013",293.73,294.73,296.33,293.14,-0.49%
"Apr 15, 2013",295.165,294.63,296.515,292.92,-0.16%
"Apr 12, 2013",295.65,296.02,297.63,293.62,-0.23%
"Apr 11, 2013",296.34,296.24,298.32,295.66,-0.17%
"Apr 10, 2013",296.83,296.98,298.98,295.89,-0.15%
"Apr 09, 2013",297.285,296.26,298.275,295.93,0.20%
"Apr 08, 2013",296.7,298.46,299.3,296.13,-0.67%
"Apr 05, 2013",298.705,301,301.985,298.05,-0.86%
"Apr 04, 2013",301.31,302.65,304.69,298.92,-0.47%
"Apr 03, 2013",302.74,302.02,303.23,299.88,0.16%
"Apr 02, 2013",302.265,303.18,304.485,301.03,-0.45%
"Apr 01, 2013",303.635,303.19,304.785,302.67,-0.20%
"Mar 29, 2013",304.23,304.1,305.1,302.77,-0.05%
"Mar 28, 2013",304.395,303.17,305.025,302.72,0.29%
"Mar 27, 2013",303.52,303.71,305.17,302.76,-0.20%
"Mar 26, 2013",304.115,305.9,306.685,302.69,-0.73%
"Mar 25, 2013",306.36,305.92,307.69,304.83,-0.13%
"Mar 22, 2013",306.755,306.19,308.735,305.99,0.02%
"Mar 21, 2013",306.68,304.61,307.18,303.72,0.57%
"Mar 20, 2013",304.94,305.2,306.07,303.51,-0.17%
"Mar 19, 2013",305.47,305.98,307.48,304.26,-0.28%
"Mar 18, 2013",306.34,301.01,309.3,300.59,0.35%
"Mar 15, 2013",305.265,303.3,306.125,303.06,0.56%
"Mar 14, 2013",303.58,304.33,306.64,302.3,-0.36%
"Mar 13, 2013",304.68,306.33,307.77,303.71,-0.59%
"Mar 12, 2013",306.48,301.54,307.31,301.24,1.52%
"Mar 11, 2013",301.885,299.2,303.785,298.73,0.77%
"Mar 08, 2013",299.57,298.2,300.38,296.27,0.34%
"Mar 07, 2013",298.56,299.56,300.31,298.03,-0.45%
"Mar 06, 2013",299.91,297.76,300.25,297.43,0.59%
"Mar 05, 2013",298.15,297.92,299.75,296.83,0.13%
"Mar 04, 2013",297.765,293.93,299.135,293.69,0.98%
"Mar 01, 2013",294.875,294.98,296.445,293.81,-0.14%
"Feb 28, 2013",295.3,295,296.99,294.24,0.05%
"Feb 27, 2013",295.155,294.52,296.555,294.26,0.17%
"Feb 26, 2013",294.64,294.3,295.93,293.38,0.06%
"Feb 25, 2013",294.45,293.26,294.6,292.41,0.21%
"Feb 22, 2013",293.825,293.09,294.105,291.49,0.14%
"Feb 21, 2013",293.415,290.85,293.765,290.26,0.78%
"Feb 20, 2013",291.145,290.87,291.825,289.76,-0.05%
"Feb 19, 2013",291.285,291.11,292.145,290.01,-0.08%
"Feb 18, 2013",291.505,292.19,293.465,290.67,-0.54%
"Feb 15, 2013",293.075,291.19,293.195,290.96,0.52%
"Feb 14, 2013",291.545,289.78,293.185,289.5,0.55%
"Feb 13, 2013",289.96,289.92,290.52,288.27,-0.04%
"Feb 12, 2013",290.085,290.34,292.645,289.59,-0.18%
"Feb 11, 2013",290.61,290.41,292.15,290,-0.06%
"Feb 08, 2013",290.77,292.24,293.16,290.13,-0.62%
"Feb 07, 2013",292.575,294.23,294.835,291.92,-0.62%
"Feb 06, 2013",294.41,294.37,294.84,292.74,-0.14%
"Feb 05, 2013",294.835,293.04,295.875,291.19,0.42%
"Feb 04, 2013",293.61,292.03,293.99,291.17,0.42%
"Feb 01, 2013",292.38,291.95,293.46,290.84,-0.07%
"Jan 31, 2013",292.58,294.08,294.76,291.25,-0.73%
"Jan 30, 2013",294.74,295.22,296.79,294.2,-0.32%
"Jan 29, 2013",295.695,297.34,298.425,294.87,-0.72%
"Jan 28, 2013",297.845,296.84,300.305,296.47,0.17%
"Jan 25, 2013",297.35,295.21,298.75,294.25,0.68%
"Jan 24, 2013",295.335,293.95,295.795,293.33,0.41%
"Jan 23, 2013",294.13,293.59,295.25,293.16,0.00%
"Jan 22, 2013",294.13,292.6,294.96,292.12,0.39%
"Jan 21, 2013",292.99,292.72,293.5,291.88,-0.06%
"Jan 18, 2013",293.17,291.89,293.57,291.34,0.39%
"Jan 17, 2013",292.045,294.76,295.255,291.51,-1.04%
"Jan 16, 2013",295.115,293.85,296.035,293.46,0.29%
"Jan 15, 2013",294.26,294.33,295.6,293.05,-0.11%
"Jan 14, 2013",294.57,295.71,298.76,293.85,-0.45%
"Jan 11, 2013",295.905,293.28,297.445,292.83,0.77%
"Jan 10, 2013",293.645,289.41,293.855,288.99,1.33%
"Jan 09, 2013",289.805,291.49,292.095,288.93,-0.65%
"Jan 08, 2013",291.7,291.33,293.2,290.58,0.04%
"Jan 07, 2013",291.57,290.19,292.76,289.65,0.41%
"Jan 04, 2013",290.375,288.38,292.105,287.83,0.53%
"Jan 03, 2013",288.855,290.4,292.525,287.72,-0.68%
"Jan 02, 2013",290.835,291.23,293.605,289.87,-0.14%
"Jan 01, 2013",291.245,290.77,291.555,290.46,-0.04%
"Dec 31, 2012",291.355,289.59,293.675,289.33,0.23%
"Dec 28, 2012",290.695,291.36,292.055,289.95,-0.34%
"Dec 27, 2012",291.675,292.52,294.705,289.95,-0.41%
"Dec 26, 2012",292.89,291.7,295.66,291.55,0.14%
"Dec 25, 2012",292.485,291.64,292.905,291.31,-0.02%
"Dec 24, 2012",292.545,289.44,294.225,288.35,0.95%
"Dec 21, 2012",289.795,284.66,290.095,284.3,1.75%
"Dec 20, 2012",284.82,286.35,287.01,284.31,-0.60%
"Dec 19, 2012",286.545,287.21,287.935,285.76,-0.40%
"Dec 18, 2012",287.695,287.82,290.525,287.3,-0.20%
"Dec 17, 2012",288.27,283.05,288.75,282.78,1.60%
"Dec 14, 2012",283.72,283.41,284.49,282.9,-0.01%
"Dec 13, 2012",283.735,282.22,284.195,281.39,0.47%
"Dec 12, 2012",282.405,281.81,282.925,281.16,0.10%
"Dec 11, 2012",282.125,283.38,283.665,281.28,-0.47%
"Dec 10, 2012",283.465,283.03,283.765,282.57,0.08%
"Dec 07, 2012",283.245,282.86,284.315,282.35,0.09%
"Dec 06, 2012",282.98,282.56,283.92,282.2,-0.01%
"Dec 05, 2012",283,282.85,283.72,281.92,-0.05%
"Dec 04, 2012",283.135,282.31,283.865,281.42,0.18%
"Dec 03, 2012",282.635,280.72,283.145,280.52,0.51%
"Nov 30, 2012",281.2,279.41,281.58,279.18,0.44%
"Nov 29, 2012",279.96,280.98,281.24,278.47,-0.36%
"Nov 28, 2012",280.985,280.06,281.775,279.77,0.17%
"Nov 27, 2012",280.52,281.54,282.22,279.3,-0.47%
"Nov 26, 2012",281.85,281.18,282.56,280.95,-0.25%
"Nov 23, 2012",282.565,279.21,282.885,278.74,1.11%
"Nov 22, 2012",279.475,280.15,281.005,278.13,-0.40%
"Nov 21, 2012",280.605,280.64,281.845,279.94,-0.11%
"Nov 20, 2012",280.905,281.1,282.275,280.43,-0.24%
"Nov 19, 2012",281.585,283.52,285.355,280.53,-1.05%
"Nov 16, 2012",284.58,284.73,285.04,283.63,-0.10%
"Nov 15, 2012",284.87,284.91,286.32,283.22,-0.13%
"Nov 14, 2012",285.23,284.85,285.78,283.82,0.09%
"Nov 13, 2012",284.965,283.87,285.665,283.34,0.22%
"Nov 12, 2012",284.34,282.61,284.68,282.39,0.29%
"Nov 09, 2012",283.505,284.74,284.975,282.62,-0.51%
"Nov 08, 2012",284.955,282.44,285.155,281.93,0.70%
"Nov 07, 2012",282.965,281.59,283.545,280.32,0.36%
"Nov 06, 2012",281.955,282.51,283.745,281.1,-0.27%
"Nov 05, 2012",282.725,281.83,283.165,280.62,0.17%
"Nov 02, 2012",282.24,281.01,282.62,280.11,0.18%
"Nov 01, 2012",281.745,283.14,283.945,280.99,-0.62%
"Oct 31, 2012",283.5,283.26,284.42,282.42,-0.15%
"Oct 30, 2012",283.925,284.66,286.015,282.8,-0.40%
"Oct 29, 2012",285.055,281.71,285.915,281.47,1.04%
"Oct 26, 2012",282.125,279.69,283.365,279.14,0.83%
"Oct 25, 2012",279.81,280.42,281.22,278.03,-0.34%
"Oct 24, 2012",280.76,281.23,281.88,279.91,-0.21%
"Oct 23, 2012",281.36,279.59,282.75,279.31,0.53%
"Oct 22, 2012",279.875,278.6,280.385,277.84,0.35%
"Oct 19, 2012",278.9,277.63,280.19,277.32,0.35%
"Oct 18, 2012",277.92,277.84,278.77,275.59,-0.09%
"Oct 17, 2012",278.16,277.55,279.61,277.13,0.08%
"Oct 16, 2012",277.925,278.79,279.485,277.07,-0.42%
"Oct 15, 2012",279.105,280.06,280.725,278.13,-0.30%
"Oct 12, 2012",279.95,281.24,281.93,279.36,-0.57%
"Oct 11, 2012",281.55,282.31,283.31,280.88,-0.40%
"Oct 10, 2012",282.685,283.13,284.045,281.46,-0.25%
"Oct 09, 2012",283.385,283.08,284.485,282.56,-0.03%
"Oct 08, 2012",283.47,281.98,284.89,281.81,0.12%
"Oct 05, 2012",283.135,284.42,285.485,281.25,-0.57%
"Oct 04, 2012",284.765,285.45,286.585,284.04,-0.64%
"Oct 03, 2012",286.59,286.01,286.67,285.12,0.12%
"Oct 02, 2012",286.25,285.87,286.82,284.91,0.03%
"Oct 01, 2012",286.165,283.94,286.185,282.96,0.30%
"Sep 28, 2012",285.3,283.38,286.93,283.05,0.50%
"Sep 27, 2012",283.89,284.9,285.96,283.07,-0.54%
"Sep 26, 2012",285.425,284.37,286.615,284.09,0.29%
"Sep 25, 2012",284.61,282.2,285.16,281.7,0.75%
"Sep 24, 2012",282.505,281.12,284.055,281.03,0.23%
"Sep 21, 2012",281.85,282.37,282.93,280.92,-0.31%
"Sep 20, 2012",282.725,282.85,285.505,282.14,-0.15%
"Sep 19, 2012",283.14,282.54,284.23,282.17,0.09%
"Sep 18, 2012",282.885,282.9,284.885,282.34,-0.12%
"Sep 17, 2012",283.22,280.95,283.85,280.53,0.67%
"Sep 14, 2012",281.345,281.07,283.195,280.19,-0.03%
"Sep 13, 2012",281.43,282.63,285.33,279.87,-0.50%
"Sep 12, 2012",282.85,282.43,283.83,280.97,0.19%
"Sep 11, 2012",282.315,284.84,286.265,281.55,-0.93%
"Sep 10, 2012",284.955,283.78,285.845,283.73,0.12%
"Sep 07, 2012",284.625,286.26,289.035,283.73,-0.76%
"Sep 06, 2012",286.8,284.06,290.19,282.76,0.79%
"Sep 05, 2012",284.565,283.86,286.885,283.65,0.11%
"Sep 04, 2012",284.255,284.27,285.315,283.63,-0.05%
"Sep 03, 2012",284.4,284.27,285.4,283.68,0.04%
"Aug 31, 2012",284.295,283.96,284.945,282.68,-0.12%
"Aug 30, 2012",284.635,282.9,286.435,282.59,0.54%
"Aug 29, 2012",283.115,281.06,284.235,280.58,0.61%
"Aug 28, 2012",281.4,277.95,282.82,277.35,1.06%
"Aug 27, 2012",278.45,277.42,278.76,276.96,0.06%
"Aug 24, 2012",278.28,277.33,279.56,276.31,0.21%
"Aug 23, 2012",277.69,276.84,278.09,275.25,0.19%
"Aug 22, 2012",277.17,276.26,278.56,274.98,0.25%
"Aug 21, 2012",276.48,276.05,277.12,274.12,-0.24%
"Aug 20, 2012",277.155,277.61,278.545,275.92,-0.18%
"Aug 17, 2012",277.665,277.36,279.905,277.04,-0.02%
"Aug 16, 2012",277.71,278.22,279.35,276.89,-0.31%
"Aug 15, 2012",278.565,278.83,279.885,277.97,-0.16%
"Aug 14, 2012",279.025,278.9,279.775,277.89,-0.13%
"Aug 13, 2012",279.39,276.61,280.66,276.12,0.77%
"Aug 10, 2012",277.265,276.39,279.395,276.03,0.25%
"Aug 09, 2012",276.565,276.81,277.555,275.6,-0.16%
"Aug 08, 2012",277,276.63,278.35,275.8,0.01%
"Aug 07, 2012",276.965,275.32,277.985,274.97,0.56%
"Aug 06, 2012",275.425,277.84,278.615,274.97,-0.88%
"Aug 03, 2012",277.86,280.44,281.36,276.19,-1.15%
"Aug 02, 2012",281.105,280.44,282.595,278.77,0.06%
"Aug 01, 2012",280.94,281.43,282.65,279.5,-0.31%
"Jul 31, 2012",281.8,278.51,282.02,277.26,1.13%
"Jul 30, 2012",278.655,279.94,282.275,277.14,-0.86%
"Jul 27, 2012",281.065,283.78,285.305,279.5,-1.01%
"Jul 26, 2012",283.935,287.91,289.405,282.71,-1.49%
"Jul 25, 2012",288.24,289.5,291.38,287.22,-0.54%
"Jul 24, 2012",289.805,287.48,290.705,286.94,0.70%
"Jul 23, 2012",287.79,285.22,288.73,285.08,0.61%
"Jul 20, 2012",286.04,283.77,287.19,283.69,0.67%
"Jul 19, 2012",284.15,284.05,285.13,283.03,-0.09%
"Jul 18, 2012",284.4,285.76,286.62,283.65,-0.72%
"Jul 17, 2012",286.47,287.77,289.09,285.5,-0.52%
"Jul 16, 2012",287.96,287.29,289.16,287.03,-0.09%
"Jul 13, 2012",288.21,289.46,291.27,287,-0.59%
"Jul 12, 2012",289.915,288.02,290.365,287.72,0.45%
"Jul 11, 2012",288.62,288.08,289.61,286.93,0.01%
"Jul 10, 2012",288.605,288.01,289.075,286.65,0.15%
"Jul 09, 2012",288.165,289.29,290.075,287.65,-0.46%
"Jul 06, 2012",289.5,286.21,290.39,285.53,1.07%
"Jul 05, 2012",286.43,285.93,287.76,285.1,0.09%
"Jul 04, 2012",286.175,284.38,286.405,283.95,0.45%
"Jul 03, 2012",284.895,285.21,286.775,283.94,-0.22%
"Jul 02, 2012",285.525,286.04,287.645,284.22,-0.18%
"Jun 29, 2012",286.04,290,291.68,285.17,-1.52%
"Jun 28, 2012",290.445,286.2,291.645,285.88,1.35%
"Jun 27, 2012",286.575,285.62,288.535,285.07,0.23%
"Jun 26, 2012",285.915,287.51,288.225,285.38,-0.70%
"Jun 25, 2012",287.93,286.83,288.65,286.7,0.03%
"Jun 22, 2012",287.84,287.32,288.67,286.25,-0.18%
"Jun 21, 2012",288.365,286.16,288.715,284.24,0.56%
"Jun 20, 2012",286.755,287.65,288.695,285.28,-0.52%
"Jun 19, 2012",288.25,290.59,292.06,286.9,-1.03%
"Jun 18, 2012",291.245,294.24,295.485,289.94,-0.43%
"Jun 15, 2012",292.505,294.96,296.965,292.02,-0.95%
"Jun 14, 2012",295.315,295.86,298.275,294.63,-0.33%
"Jun 13, 2012",296.28,296.44,297.74,294.22,-0.22%
"Jun 12, 2012",296.935,297.2,299.035,295.31,-0.14%
"Jun 11, 2012",297.34,298.45,299.34,293.22,0.69%
"Jun 08, 2012",295.315,295.02,298.385,294.84,-0.04%
"Jun 07, 2012",295.435,297.9,299.535,292.9,-0.99%
"Jun 06, 2012",298.39,301.49,302.31,297.46,-1.14%
"Jun 05, 2012",301.83,301.72,303.76,300.92,-0.04%
"Jun 04, 2012",301.94,304.88,305.47,301.29,-1.01%
"Jun 01, 2012",305.025,300.47,308.265,300.2,1.41%
"May 31, 2012",300.77,301.2,304.51,299.58,-0.24%
"May 30, 2012",301.49,296.78,302.17,296.63,1.46%
"May 29, 2012",297.165,298.4,299.645,295.92,-0.57%
"May 28, 2012",298.88,300.54,301.32,296.88,-0.27%
"May 25, 2012",299.675,299.86,301.995,298.46,-0.23%
"May 24, 2012",300.375,300.9,302.715,297.88,-0.34%
"May 23, 2012",301.395,299.82,303.995,299.6,0.57%
"May 22, 2012",299.68,295.77,299.86,295.3,1.14%
"May 21, 2012",296.315,297.53,299.235,295.39,-0.70%
"May 18, 2012",298.4,297.63,300.07,296.75,0.15%
"May 17, 2012",297.94,296.42,298.84,293.96,0.42%
"May 16, 2012",296.68,293.88,297.88,293.27,0.85%
"May 15, 2012",294.18,292.81,295.32,291.04,0.31%
"May 14, 2012",293.28,288.25,293.73,288.25,1.33%
"May 11, 2012",289.425,289.04,291.335,288,0.10%
"May 10, 2012",289.13,289.77,290.66,287.38,-0.29%
"May 09, 2012",289.965,287.21,291.845,286.76,0.93%
"May 08, 2012",287.28,286.52,288.63,285.64,0.11%
"May 07, 2012",286.955,284.28,287.895,283.36,0.24%
"May 04, 2012",286.26,283.83,287.45,283.05,0.65%
"May 03, 2012",284.405,282.7,285.335,282.02,0.53%
"May 02, 2012",282.905,284.02,284.745,282.19,-0.53%
"May 01, 2012",284.405,286.21,287.065,283.56,-0.81%
"Apr 30, 2012",286.715,286.53,287.735,285.36,0.02%
"Apr 27, 2012",286.65,287.6,289.77,286.19,-0.33%
"Apr 26, 2012",287.6,287.5,289.15,286.11,-0.09%
"Apr 25, 2012",287.865,293.38,294.565,286.19,-2.00%
"Apr 24, 2012",293.735,298.23,298.885,292.77,-1.64%
"Apr 23, 2012",298.635,296.9,300.385,296.7,0.48%
"Apr 20, 2012",297.22,296.49,297.74,295.9,0.08%
"Apr 19, 2012",296.995,296.59,298.275,296.17,-0.07%
"Apr 18, 2012",297.2,295.54,297.88,295.06,0.36%
"Apr 17, 2012",296.135,297.67,299.585,294.97,-0.66%
"Apr 16, 2012",298.1,296.97,300.4,296.22,0.18%
"Apr 13, 2012",297.57,295.6,298.38,295.27,0.48%
"Apr 12, 2012",296.15,297.99,298.97,295.19,-0.78%
"Apr 11, 2012",298.485,298.72,300.175,296.95,-0.18%
"Apr 10, 2012",299.01,294.83,299.59,294.44,1.33%
"Apr 09, 2012",295.095,295.93,297.645,294.59,-0.46%
"Apr 06, 2012",296.465,295.15,297.025,294.51,0.35%
"Apr 05, 2012",295.42,295.48,297.47,294.43,-0.24%
"Apr 04, 2012",296.12,293.77,296.35,293.34,0.63%
"Apr 03, 2012",294.265,293.27,295.715,292.97,0.10%
"Apr 02, 2012",293.975,294.41,296.135,292.28,-0.22%
"Mar 30, 2012",294.63,294.75,296.77,293.78,-0.12%
"Mar 29, 2012",294.975,292.54,297.555,292.11,0.75%
"Mar 28, 2012",292.785,290.86,293.845,290.54,0.47%
"Mar 27, 2012",291.41,290.68,292.91,289.9,0.08%
"Mar 26, 2012",291.185,292.71,294.255,290.37,-0.74%
"Mar 23, 2012",293.365,293.27,295.275,291.86,-0.10%
"Mar 22, 2012",293.67,291.23,294.73,291.1,0.63%
"Mar 21, 2012",291.82,289.8,293.08,288.84,0.63%
"Mar 20, 2012",289.98,288.56,290.7,288.39,0.37%
"Mar 19, 2012",288.915,289.21,290.825,287.69,-0.17%
"Mar 16, 2012",289.42,290.58,292.98,288.84,-0.51%
"Mar 15, 2012",290.915,292.67,293.655,289.67,-0.73%
"Mar 14, 2012",293.06,290.97,293.45,290.57,0.59%
"Mar 13, 2012",291.35,293.79,295.01,290.67,-0.95%
"Mar 12, 2012",294.13,291.59,295.41,290.6,0.73%
"Mar 09, 2012",291.985,292.42,294.455,290.16,-0.29%
"Mar 08, 2012",292.845,295.04,296.145,292.25,-0.90%
"Mar 07, 2012",295.505,294.55,298.605,293.38,0.22%
"Mar 06, 2012",294.85,292.43,296.16,291.46,0.72%
"Mar 05, 2012",292.74,288.72,293.16,288.11,1.22%
"Mar 02, 2012",289.2,286.65,290.98,286.31,0.72%
"Mar 01, 2012",287.125,289.03,289.695,286.47,-0.65%
"Feb 29, 2012",289,289.11,290.56,286.7,-0.20%
"Feb 28, 2012",289.57,290.59,291.61,288.88,-0.47%
"Feb 27, 2012",290.925,290.6,293.205,290.1,-0.11%
"Feb 24, 2012",291.245,288.68,291.565,287.64,0.61%
"Feb 23, 2012",289.475,288.81,291.235,287.32,0.11%
"Feb 22, 2012",289.15,286.71,290.06,285.62,0.88%
"Feb 21, 2012",286.615,287.34,290.515,285.22,-0.36%
"Feb 20, 2012",287.66,290.1,290.91,286.57,-0.81%
"Feb 17, 2012",290.02,290.48,291.56,289.01,-0.28%
"Feb 16, 2012",290.83,291.75,294.95,289.87,-0.41%
"Feb 15, 2012",292.025,291.48,292.385,287.57,0.13%
"Feb 14, 2012",291.65,290.65,292.34,290.07,0.34%
"Feb 13, 2012",290.66,295.1,296.46,289.67,-1.40%
"Feb 10, 2012",294.775,291.34,295.525,290.64,1.06%
"Feb 09, 2012",291.69,291.53,293.01,289.87,-0.02%
"Feb 08, 2012",291.735,289.63,292.175,288.26,0.62%
"Feb 07, 2012",289.945,292.05,292.875,289.52,-0.84%
"Feb 06, 2012",292.4,289.95,293.36,289.07,0.45%
"Feb 03, 2012",291.085,291.63,292.985,289.66,-0.26%
"Feb 02, 2012",291.83,290.61,293.86,289.02,0.29%
"Feb 01, 2012",290.995,293.98,296.295,289.39,-1.15%
"Jan 31, 2012",294.38,294.43,295.77,292.68,-0.18%
"Jan 30, 2012",294.92,293.13,296.54,292.35,0.47%
"Jan 27, 2012",293.55,295.56,296.4,292.53,-0.77%
"Jan 26, 2012",295.83,295.66,297.2,293.38,0.08%
"Jan 25, 2012",295.6,299.03,299.47,295.2,-1.26%
"Jan 24, 2012",299.375,299.59,303.665,298.78,-0.16%
"Jan 23, 2012",299.85,301.9,304.66,299.17,-1.29%
"Jan 20, 2012",303.765,303.13,305.955,302.51,-0.05%
"Jan 19, 2012",303.915,304.42,305.305,301.35,-0.26%
"Jan 18, 2012",304.695,308.7,309.265,304.33,-1.42%
"Jan 17, 2012",309.08,312.16,314.12,308.05,-1.16%
"Jan 16, 2012",312.71,309.24,313.34,308.82,0.73%
"Jan 13, 2012",310.445,307.17,311.655,306.74,0.72%
"Jan 12, 2012",308.215,310.65,312.845,305.5,-1.00%
"Jan 11, 2012",311.335,310.11,313.255,309.54,0.29%
"Jan 10, 2012",310.44,314.93,316.25,308.16,-1.52%
"Jan 09, 2012",315.225,313.81,316.345,312.32,-0.00%
"Jan 06, 2012",315.23,318.58,319.25,313.42,-1.12%
"Jan 05, 2012",318.815,319.93,324.425,317.79,-0.47%
"Jan 04, 2012",320.31,315.93,321.86,315.16,1.28%
"Jan 03, 2012",316.27,314.56,316.65,311.97,0.46%
"Jan 02, 2012",314.815,314.76,315.905,312.61,-0.11%
"Dec 30, 2011",315.165,309.9,315.865,309.6,1.57%
"Dec 29, 2011",310.3,308.94,312.82,308.19,0.26%
"Dec 28, 2011",309.48,305.41,309.86,305.03,1.26%
"Dec 27, 2011",305.635,306.28,307.475,305.19,-0.25%
"Dec 26, 2011",306.395,306.64,307.595,306.05,-0.34%
"Dec 23, 2011",307.455,306.57,308.365,305.38,0.13%
"Dec 22, 2011",307.07,306.64,308.86,304.73,0.10%
"Dec 21, 2011",306.76,300.93,307.47,299.2,1.84%
"Dec 20, 2011",301.205,302.35,303.295,299.28,-0.54%
"Dec 19, 2011",302.85,303.94,305.4,301.87,-0.32%
"Dec 16, 2011",303.83,301.23,305.88,299.73,0.75%
"Dec 15, 2011",301.555,304.23,304.805,300.5,-1.16%
"Dec 14, 2011",305.09,304.63,306.37,303.1,0.06%
"Dec 13, 2011",304.915,305.69,306.865,302.56,-0.48%
"Dec 12, 2011",306.395,301.18,307.295,300.08,1.58%
"Dec 09, 2011",301.615,305.66,309.135,300.67,-1.34%
"Dec 08, 2011",305.715,300.25,307.485,299.69,1.68%
"Dec 07, 2011",300.65,299.48,301.63,298.65,0.27%
"Dec 06, 2011",299.85,299.67,301.9,298.64,-0.07%
"Dec 05, 2011",300.065,303.23,303.935,298.46,-1.26%
"Dec 02, 2011",303.895,304.9,305.885,300.21,-0.53%
"Dec 01, 2011",305.5,302.96,306.34,301.4,0.81%
"Nov 30, 2011",303.06,308.54,313.03,302.47,-2.01%
"Nov 29, 2011",309.28,308.42,311.66,306.99,0.06%
"Nov 28, 2011",309.105,313.36,315.515,307.22,-2.10%
"Nov 25, 2011",315.73,311.99,317.66,311.66,1.12%
"Nov 24, 2011",312.225,309.54,312.925,308.04,0.69%
"Nov 23, 2011",310.095,304.42,311.935,304.11,1.72%
"Nov 22, 2011",304.855,305.12,307.475,303.48,-0.22%
"Nov 21, 2011",305.525,302.95,308.255,302.91,0.64%
"Nov 18, 2011",303.595,307.93,311.255,301.84,-1.60%
"Nov 17, 2011",308.525,315.08,315.915,305.43,-1.99%
"Nov 16, 2011",314.785,315.68,317.225,311.68,-0.22%
"Nov 15, 2011",315.47,315.66,317.18,313.24,-0.21%
"Nov 14, 2011",316.125,311.86,317.855,310.05,1.70%
"Nov 11, 2011",310.855,312.63,313.565,308.59,-0.67%
"Nov 10, 2011",312.95,310.6,315.92,308.06,0.62%
"Nov 09, 2011",311.03,306.03,311.93,305.8,1.53%
"Nov 08, 2011",306.35,306.2,308.57,305.66,-0.15%
"Nov 07, 2011",306.825,306.16,308.085,304.03,0.28%
"Nov 04, 2011",305.975,302.74,306.905,302.03,0.83%
"Nov 03, 2011",303.445,304.99,308.965,302.36,-0.75%
"Nov 02, 2011",305.73,307.25,308.63,303.83,-0.75%
"Nov 01, 2011",308.055,304.19,310.635,303.28,1.01%
"Oct 31, 2011",304.985,302.24,305.965,298.64,0.57%
"Oct 28, 2011",303.245,297.33,304.655,297.14,1.80%
"Oct 27, 2011",297.87,301.38,303.14,297.03,-1.36%
"Oct 26, 2011",301.965,296.78,303.415,296.51,1.37%
"Oct 25, 2011",297.875,294.58,300.115,294.28,0.90%
"Oct 24, 2011",295.225,297.13,299.745,293.87,-1.13%
"Oct 21, 2011",298.595,299.78,301.755,296.31,-0.63%
"Oct 20, 2011",300.485,295.98,302.295,294.82,1.31%
"Oct 19, 2011",296.605,296.15,297.965,294,-0.11%
"Oct 18, 2011",296.92,296.46,299.45,294.81,-0.03%
"Oct 17, 2011",297.02,292.43,297.57,290.3,1.53%
"Oct 14, 2011",292.535,291.34,293.645,290.24,0.29%
"Oct 13, 2011",291.68,289.06,294.5,288.67,0.74%
"Oct 12, 2011",289.525,294.16,296.795,288.25,-1.86%
"Oct 11, 2011",295.02,292.47,296.65,291.73,0.75%
"Oct 10, 2011",292.82,296.94,300.21,291.71,-1.38%
"Oct 07, 2011",296.93,295.44,299.46,294.22,0.29%
"Oct 06, 2011",296.06,296.45,298.8,294.19,-0.38%
"Oct 05, 2011",297.195,297.24,301.315,296.18,-0.19%
"Oct 04, 2011",297.765,297.91,300.725,296.17,-0.17%
"Oct 03, 2011",298.26,291.97,298.65,291.97,1.68%
"Sep 30, 2011",293.34,292.89,294.91,291.59,0.14%
"Sep 29, 2011",292.925,290.21,293.865,289.05,0.66%
"Sep 28, 2011",291.005,287.49,292.265,285.82,1.10%
"Sep 27, 2011",287.845,288.73,290.485,284.75,-0.59%
"Sep 26, 2011",289.56,289.09,293.25,285.97,-0.03%
"Sep 23, 2011",289.635,291.82,294.655,287.56,-0.92%
"Sep 22, 2011",292.325,293.24,296.245,290.05,-0.48%
"Sep 21, 2011",293.74,287.28,294.27,286.29,2.09%
"Sep 20, 2011",287.74,290.95,292.62,285.42,-1.23%
"Sep 19, 2011",291.315,281.66,292.545,281.49,2.29%
"Sep 16, 2011",284.8,284.75,288.33,284.17,-0.16%
"Sep 15, 2011",285.27,286.55,288.86,282.43,-0.71%
"Sep 14, 2011",287.305,284.22,289.615,283.36,1.04%
"Sep 13, 2011",284.34,281.62,285.92,280.95,0.68%
"Sep 12, 2011",282.43,278.71,284.8,278.67,0.76%
"Sep 09, 2011",280.31,276.69,283.02,276.4,1.07%
"Sep 08, 2011",277.345,274.93,278.175,274.28,0.69%
"Sep 07, 2011",275.45,276.9,277.72,273.42,-0.69%
"Sep 06, 2011",277.36,277.94,279.3,273.8,-0.35%
"Sep 05, 2011",278.33,273.74,279.2,273.14,1.12%
"Sep 02, 2011",275.245,272.95,276.895,272.41,0.58%
"Sep 01, 2011",273.65,270.87,275.41,270.56,0.85%
"Aug 31, 2011",271.35,271.87,272.96,270.43,-0.39%
"Aug 30, 2011",272.41,271.42,273.41,270.94,0.19%
"Aug 29, 2011",271.9,271.33,273.31,270.72,-0.04%
"Aug 26, 2011",272.01,272.17,274.3,271.04,-0.18%
"Aug 25, 2011",272.495,272.34,273.555,270.64,-0.13%
"Aug 24, 2011",272.84,270.8,273.85,270.69,0.58%
"Aug 23, 2011",271.27,271.85,273.21,270.11,-0.50%
